Term: students                       Term Frequency: 58        
Term: idea                           Term Frequency: 3         
Term: neighbouring                   Term Frequency: 3         
Term: feature                        Term Frequency: 3         
Term: 0                              Term Frequency: 2         
Term: example                        Term Frequency: 2         
Term: good                           Term Frequency: 2         
Term: experiment                     Term Frequency: 2         
Term: e.g                            Term Frequency: 2         
Term: motionvectors                  Term Frequency: 2         
Term: andteacher                     Term Frequency: 2         
Term: too                            Term Frequency: 2         
Term: question                       Term Frequency: 2         
Term: findings                       Term Frequency: 2         
Term: arrows                         Term Frequency: 2         
Term: direction                      Term Frequency: 2         
Term: rows                           Term Frequency: 2         
Term: situation                      Term Frequency: 2         
Term: participate                    Term Frequency: 2         
Term: 265                            Term Frequency: 2         
Term: filling                        Term Frequency: 2         
Term: reflective                     Term Frequency: 2         
Term: purple                         Term Frequency: 2         
Term: page                           Term Frequency: 2         
Term: full                           Term Frequency: 2         
Term: 1969                           Term Frequency: 2         
Term: measures                       Term Frequency: 2         
Term: primary                        Term Frequency: 2         
Term: initial                        Term Frequency: 2         
Term: experience                     Term Frequency: 2         
Term: corre                          Term Frequency: 2         
Term: done                           Term Frequency: 2         
Term: concentration                  Term Frequency: 2         
Term: areas                          Term Frequency: 2         
Term: compare                        Term Frequency: 2         
Term: maximum                        Term Frequency: 2         
Term: under                          Term Frequency: 2         
Term: 1.100                          Term Frequency: 2         
Term: cues                           Term Frequency: 2         
Term: 0.06                           Term Frequency: 2         
Term: 0.03                           Term Frequency: 2         
Term: test                           Term Frequency: 2         
Term: final                          Term Frequency: 2         
Term: back                           Term Frequency: 2         
Term: 2.344                          Term Frequency: 2         
Term: statistically                  Term Frequency: 2         
Term: 3.2                            Term Frequency: 2         
Term: 3.3                            Term Frequency: 2         
Term: characterized                  Term Frequency: 2         
Term: use                            Term Frequency: 2         
Term: subject                        Term Frequency: 2         
Term: ideas                          Term Frequency: 2         
Term: 321                            Term Frequency: 2         
Term: oriented                       Term Frequency: 2         
Term: mea                            Term Frequency: 2         
Term: dur                            Term Frequency: 2         
Term: psychological                  Term Frequency: 2         
Term: goals                          Term Frequency: 2         
Term: 11                             Term Frequency: 2         
Term: 12                             Term Frequency: 2         
Term: 13                             Term Frequency: 2         
Term: 19                             Term Frequency: 2         
Term: theclass                       Term Frequency: 2         
Term: highest                        Term Frequency: 2         
Term: 21                             Term Frequency: 2         
Term: 25                             Term Frequency: 2         
Term: relationship                   Term Frequency: 2         
Term: geometry                       Term Frequency: 2         
Term: project                        Term Frequency: 2         
Term: solutions                      Term Frequency: 2         
Term: speed                          Term Frequency: 2         
Term: atthe                          Term Frequency: 2         
Term: interest                       Term Frequency: 2         
Term: whole                          Term Frequency: 2         
Term: theory                         Term Frequency: 2         
Term: exploration                    Term Frequency: 2         
Term: dyadic                         Term Frequency: 2         
Term: instead                        Term Frequency: 2         
Term: synchro                        Term Frequency: 2         
Term: understanding                  Term Frequency: 2         
Term: because                        Term Frequency: 2         
Term: least                          Term Frequency: 2         
Term: need                           Term Frequency: 2         
Term: els                            Term Frequency: 2         
Term: normalization                  Term Frequency: 2         
Term: practitioner                   Term Frequency: 2         
Term: took                           Term Frequency: 2         
Term: specific                       Term Frequency: 2         
Term: beassigned                     Term Frequency: 2         
Term: centred                        Term Frequency: 2         
Term: centres                        Term Frequency: 2         
Term: sciences                       Term Frequency: 2         
Term: categories                     Term Frequency: 2         
Term: marked                         Term Frequency: 2         
Term: consideration                  Term Frequency: 2         
Term: co                             Term Frequency: 2         
Term: language                       Term Frequency: 2         
Term: do                             Term Frequency: 2         
Term: image                          Term Frequency: 2         
Term: nized                          Term Frequency: 2         
Term: likely                         Term Frequency: 2         
Term: iv                             Term Frequency: 2         
Term: coupling                       Term Frequency: 2         
Term: edge                           Term Frequency: 2         
Term: sitting                        Term Frequency: 2         
Term: registered                     Term Frequency: 2         
Term: grouped                        Term Frequency: 2         
Term: seen                           Term Frequency: 2         
Term: so                             Term Frequency: 2         
Term: neighbours                     Term Frequency: 2         
Term: us                             Term Frequency: 2         
Term: region                         Term Frequency: 2         
Term: classroom’s                    Term Frequency: 2         
Term: studentsin                     Term Frequency: 2         
Term: life                           Term Frequency: 2         
Term: similarity                     Term Frequency: 2         
Term: dark                           Term Frequency: 2         
Term: help                           Term Frequency: 2         
Term: proposed                       Term Frequency: 2         
Term: here                           Term Frequency: 2         
Term: observations                   Term Frequency: 2         
Term: considered                     Term Frequency: 2         
Term: 0.259                          Term Frequency: 2         
Term: even                           Term Frequency: 2         
Term: 0.284                          Term Frequency: 2         
Term: interested                     Term Frequency: 2         
Term: difference                     Term Frequency: 2         
Term: pre                            Term Frequency: 2         
Term: measure                        Term Frequency: 2         
Term: proximity                      Term Frequency: 2         
Term: video                          Term Frequency: 2         
Term: conclusions                    Term Frequency: 2         
Term: analysing                      Term Frequency: 2         
Term: him                            Term Frequency: 2         
Term: his                            Term Frequency: 2         
Term: distortion                     Term Frequency: 2         
Term: 2001                           Term Frequency: 2         
Term: 2000                           Term Frequency: 2         
Term: additional                     Term Frequency: 2         
Term: 2011                           Term Frequency: 2         
Term: 2007                           Term Frequency: 2         
Term: just                           Term Frequency: 2         
Term: notice                         Term Frequency: 2         
Term: tracks                         Term Frequency: 2         
Term: 740                            Term Frequency: 2         
Term: hope                           Term Frequency: 2         
Term: phenomenon                     Term Frequency: 2         
Term: gathered                       Term Frequency: 2         
Term: marks                          Term Frequency: 2         
Term: difficult                      Term Frequency: 2         
Term: 6.822                          Term Frequency: 2         
Term: processing                     Term Frequency: 2         
Term: reactions                      Term Frequency: 2         
Term: every                          Term Frequency: 2         
Term: reasoning                      Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: regions                        Term Frequency: 2         
Term: first                          Term Frequency: 2         
Term: trace                          Term Frequency: 2         
Term: performance                    Term Frequency: 2         
Term: metrics                        Term Frequency: 2         
Term: red                            Term Frequency: 2         
Term: act                            Term Frequency: 2         
Term: repeating                      Term Frequency: 2         
Term: add                            Term Frequency: 2         
Term: recorded                       Term Frequency: 2         
Term: aim                            Term Frequency: 2         
Term: unobtrusive                    Term Frequency: 2         
Term: points                         Term Frequency: 2         
Term: subjective                     Term Frequency: 2         
Term: any                            Term Frequency: 2         
Term: where                          Term Frequency: 2         
Term: theories                       Term Frequency: 2         
Term: tothe                          Term Frequency: 2         
Term: view                           Term Frequency: 2         
Term: either                         Term Frequency: 2         
Term: parameters                     Term Frequency: 2         
Term: collected                      Term Frequency: 2         
Term: influence                      Term Frequency: 2         
Term: cloud                          Term Frequency: 2         
Term: interactions                   Term Frequency: 2         
Term: delay                          Term Frequency: 2         
Term: affect                         Term Frequency: 2         
Term: responsibility                 Term Frequency: 2         
Term: 7.444                          Term Frequency: 2         
Term: normalizing                    Term Frequency: 2         
Term: adjust                         Term Frequency: 2         
Term: sources                        Term Frequency: 2         
Term: explained                      Term Frequency: 2         
Term: related                        Term Frequency: 2         
Term: differencebetween              Term Frequency: 2         
Term: inorder                        Term Frequency: 2         
Term: begin                          Term Frequency: 2         
Term: side                           Term Frequency: 2         
Term: report                         Term Frequency: 2         
Term: several                        Term Frequency: 2         
Term: annotations                    Term Frequency: 2         
Term: eachother                      Term Frequency: 2         
Term: behind                         Term Frequency: 2         
Term: thefront                       Term Frequency: 2         
Term: higher                         Term Frequency: 2         
Term: react                          Term Frequency: 2         
Term: goal                           Term Frequency: 2         
Term: observation                    Term Frequency: 2         
Term: comparing                      Term Frequency: 2         
Term: studied                        Term Frequency: 2         
Term: fifty                          Term Frequency: 1         
Term: interacting                    Term Frequency: 1         
Term: ten                            Term Frequency: 1         
Term: tem                            Term Frequency: 1         
Term: energy                         Term Frequency: 1         
Term: left                           Term Frequency: 1         
Term: whichspans                     Term Frequency: 1         
Term: ture                           Term Frequency: 1         
Term: turn                           Term Frequency: 1         
Term: result                         Term Frequency: 1         
Term: same                           Term Frequency: 1         
Term: spanning                       Term Frequency: 1         
Term: procedures                     Term Frequency: 1         
Term: multiplication                 Term Frequency: 1         
Term: onservers                      Term Frequency: 1         
Term: normalpart                     Term Frequency: 1         
Term: thank                          Term Frequency: 1         
Term: reproduce                      Term Frequency: 1         
Term: proxemic                       Term Frequency: 1         
Term: speakers                       Term Frequency: 1         
Term: medianvalue                    Term Frequency: 1         
Term: check                          Term Frequency: 1         
Term: twopersons                     Term Frequency: 1         
Term: notreacting                    Term Frequency: 1         
Term: provided                       Term Frequency: 1         
Term: parallelswith                  Term Frequency: 1         
Term: representation                 Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: changeon                       Term Frequency: 1         
Term: 1045                           Term Frequency: 1         
Term: well                           Term Frequency: 1         
Term: ofapproximately                Term Frequency: 1         
Term: irrelevant                     Term Frequency: 1         
Term: aremimicking                   Term Frequency: 1         
Term: quantifiedfeedback             Term Frequency: 1         
Term: takingseveral                  Term Frequency: 1         
Term: componentsof                   Term Frequency: 1         
Term: propose                        Term Frequency: 1         
Term: withthe                        Term Frequency: 1         
Term: illustrated                    Term Frequency: 1         
Term: occlusions                     Term Frequency: 1         
Term: undistinguishable              Term Frequency: 1         
Term: thestudents                    Term Frequency: 1         
Term: toa                            Term Frequency: 1         
Term: cameras                        Term Frequency: 1         
Term: noise                          Term Frequency: 1         
Term: studentsand                    Term Frequency: 1         
Term: energetic                      Term Frequency: 1         
Term: ance                           Term Frequency: 1         
Term: product                        Term Frequency: 1         
Term: implications                   Term Frequency: 1         
Term: produce                        Term Frequency: 1         
Term: qual                           Term Frequency: 1         
Term: com                            Term Frequency: 1         
Term: con                            Term Frequency: 1         
Term: minor                          Term Frequency: 1         
Term: exhibiting                     Term Frequency: 1         
Term: interpersonalrelationships     Term Frequency: 1         
Term: lets                           Term Frequency: 1         
Term: academic                       Term Frequency: 1         
Term: raise                          Term Frequency: 1         
Term: stances                        Term Frequency: 1         
Term: 201                            Term Frequency: 1         
Term: effective                      Term Frequency: 1         
Term: times                          Term Frequency: 1         
Term: bachelor                       Term Frequency: 1         
Term: 220                            Term Frequency: 1         
Term: 229                            Term Frequency: 1         
Term: lec                            Term Frequency: 1         
Term: leg                            Term Frequency: 1         
Term: findingsof                     Term Frequency: 1         
Term: lev                            Term Frequency: 1         
Term: element                        Term Frequency: 1         
Term: ered                           Term Frequency: 1         
Term: theedge                        Term Frequency: 1         
Term: labels                         Term Frequency: 1         
Term: wouldlike                      Term Frequency: 1         
Term: moment                         Term Frequency: 1         
Term: instinctive                    Term Frequency: 1         
Term: does                           Term Frequency: 1         
Term: affectthe                      Term Frequency: 1         
Term: upto                           Term Frequency: 1         
Term: think                          Term Frequency: 1         
Term: 269                            Term Frequency: 1         
Term: ofstudents                     Term Frequency: 1         
Term: importantly                    Term Frequency: 1         
Term: paying                         Term Frequency: 1         
Term: fortheir                       Term Frequency: 1         
Term: lis                            Term Frequency: 1         
Term: registers                      Term Frequency: 1         
Term: actual                         Term Frequency: 1         
Term: verbal                         Term Frequency: 1         
Term: develop                        Term Frequency: 1         
Term: 282                            Term Frequency: 1         
Term: willhave                       Term Frequency: 1         
Term: involved                       Term Frequency: 1         
Term: nottaken                       Term Frequency: 1         
Term: tomanage                       Term Frequency: 1         
Term: tribution                      Term Frequency: 1         
Term: thematerial                    Term Frequency: 1         
Term: wouldact                       Term Frequency: 1         
Term: start                          Term Frequency: 1         
Term: consistency                    Term Frequency: 1         
Term: required                       Term Frequency: 1         
Term: 1976                           Term Frequency: 1         
Term: 1972                           Term Frequency: 1         
Term: 1970                           Term Frequency: 1         
Term: specifically                   Term Frequency: 1         
Term: intotracks                     Term Frequency: 1         
Term: thepotential                   Term Frequency: 1         
Term: organizationalsetup            Term Frequency: 1         
Term: 1986                           Term Frequency: 1         
Term: 1984                           Term Frequency: 1         
Term: provide                        Term Frequency: 1         
Term: uninten                        Term Frequency: 1         
Term: 1981                           Term Frequency: 1         
Term: 1989                           Term Frequency: 1         
Term: requires                       Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: 1996                           Term Frequency: 1         
Term: prox                           Term Frequency: 1         
Term: 1999                           Term Frequency: 1         
Term: 1.866                          Term Frequency: 1         
Term: clicker                        Term Frequency: 1         
Term: shows                          Term Frequency: 1         
Term: day                            Term Frequency: 1         
Term: accustomed                     Term Frequency: 1         
Term: stereotypes                    Term Frequency: 1         
Term: perceives                      Term Frequency: 1         
Term: afee                           Term Frequency: 1         
Term: formal                         Term Frequency: 1         
Term: correlate                      Term Frequency: 1         
Term: critical                       Term Frequency: 1         
Term: mathematics                    Term Frequency: 1         
Term: activethey                     Term Frequency: 1         
Term: tend                           Term Frequency: 1         
Term: lation                         Term Frequency: 1         
Term: basedour                       Term Frequency: 1         
Term: tostudents                     Term Frequency: 1         
Term: discoursecomprehension         Term Frequency: 1         
Term: lecturer                       Term Frequency: 1         
Term: ssli                           Term Frequency: 1         
Term: intoa                          Term Frequency: 1         
Term: methodology                    Term Frequency: 1         
Term: quantifiable                   Term Frequency: 1         
Term: evolved                        Term Frequency: 1         
Term: bothcases                      Term Frequency: 1         
Term: easy                           Term Frequency: 1         
Term: domain                         Term Frequency: 1         
Term: anexpected                     Term Frequency: 1         
Term: touched                        Term Frequency: 1         
Term: compara                        Term Frequency: 1         
Term: decidedagainst                 Term Frequency: 1         
Term: pairsof                        Term Frequency: 1         
Term: plification                    Term Frequency: 1         
Term: lated                          Term Frequency: 1         
Term: right                          Term Frequency: 1         
Term: verticaldimension              Term Frequency: 1         
Term: 9th                            Term Frequency: 1         
Term: 1125                           Term Frequency: 1         
Term: richest                        Term Frequency: 1         
Term: did                            Term Frequency: 1         
Term: dis                            Term Frequency: 1         
Term: later                          Term Frequency: 1         
Term: 1134                           Term Frequency: 1         
Term: importance                     Term Frequency: 1         
Term: training                       Term Frequency: 1         
Term: 0.32                           Term Frequency: 1         
Term: averagesitting                 Term Frequency: 1         
Term: thealgorithm                   Term Frequency: 1         
Term: ignore                         Term Frequency: 1         
Term: human                          Term Frequency: 1         
Term: ings                           Term Frequency: 1         
Term: 0.45                           Term Frequency: 1         
Term: permission                     Term Frequency: 1         
Term: considerations                 Term Frequency: 1         
Term: areal                          Term Frequency: 1         
Term: crippling                      Term Frequency: 1         
Term: intensitythe                   Term Frequency: 1         
Term: uod                            Term Frequency: 1         
Term: immediateneighbourhood         Term Frequency: 1         
Term: attempt                        Term Frequency: 1         
Term: mance                          Term Frequency: 1         
Term: sametime                       Term Frequency: 1         
Term: made                           Term Frequency: 1         
Term: classification                 Term Frequency: 1         
Term: field                          Term Frequency: 1         
Term: interval                       Term Frequency: 1         
Term: reactionof                     Term Frequency: 1         
Term: diffusion                      Term Frequency: 1         
Term: we’re                          Term Frequency: 1         
Term: thatdistract                   Term Frequency: 1         
Term: remainthe                      Term Frequency: 1         
Term: fect                           Term Frequency: 1         
Term: questionif                     Term Frequency: 1         
Term: listeners                      Term Frequency: 1         
Term: ure                            Term Frequency: 1         
Term: stant                          Term Frequency: 1         
Term: scaffold                       Term Frequency: 1         
Term: 309                            Term Frequency: 1         
Term: comparable                     Term Frequency: 1         
Term: arrangement                    Term Frequency: 1         
Term: pages510                       Term Frequency: 1         
Term: credit                         Term Frequency: 1         
Term: thegeometry                    Term Frequency: 1         
Term: wasto                          Term Frequency: 1         
Term: interrupted                    Term Frequency: 1         
Term: 323                            Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: 2007.43                        Term Frequency: 1         
Term: pages85                        Term Frequency: 1         
Term: questioned                     Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: inform                         Term Frequency: 1         
Term: granted                        Term Frequency: 1         
Term: sizes                          Term Frequency: 1         
Term: meaning                        Term Frequency: 1         
Term: above                          Term Frequency: 1         
Term: quality                        Term Frequency: 1         
Term: pointsof                       Term Frequency: 1         
Term: 1.920                          Term Frequency: 1         
Term: 368                            Term Frequency: 1         
Term: don’t                          Term Frequency: 1         
Term: responsibilityand              Term Frequency: 1         
Term: 1a                             Term Frequency: 1         
Term: shares                         Term Frequency: 1         
Term: 36                             Term Frequency: 1         
Term: middle                         Term Frequency: 1         
Term: though                         Term Frequency: 1         
Term: 37                             Term Frequency: 1         
Term: 38                             Term Frequency: 1         
Term: strategies                     Term Frequency: 1         
Term: many                           Term Frequency: 1         
Term: 2b                             Term Frequency: 1         
Term: collaboration                  Term Frequency: 1         
Term: respected                      Term Frequency: 1         
Term: open                           Term Frequency: 1         
Term: pointsin                       Term Frequency: 1         
Term: atten                          Term Frequency: 1         
Term: surroundingsaffect             Term Frequency: 1         
Term: expressing                     Term Frequency: 1         
Term: enhancement                    Term Frequency: 1         
