Term: data                           Term Frequency: 182       
Term: review                         Term Frequency: 15        
Term: uses                           Term Frequency: 14        
Term: our                            Term Frequency: 14        
Term: benefits                       Term Frequency: 14        
Term: states                         Term Frequency: 13        
Term: option                         Term Frequency: 13        
Term: content                        Term Frequency: 13        
Term: control                        Term Frequency: 13        
Term: individual                     Term Frequency: 13        
Term: example                        Term Frequency: 13        
Term: policy                         Term Frequency: 13        
Term: 2                              Term Frequency: 12        
Term: purpose                        Term Frequency: 12        
Term: policies                       Term Frequency: 12        
Term: ethical                        Term Frequency: 12        
Term: shared                         Term Frequency: 12        
Term: therefore                      Term Frequency: 12        
Term: 1                              Term Frequency: 11        
Term: 4                              Term Frequency: 11        
Term: provided                       Term Frequency: 11        
Term: implications                   Term Frequency: 11        
Term: being                          Term Frequency: 11        
Term: often                          Term Frequency: 11        
Term: informed                       Term Frequency: 11        
Term: studies                        Term Frequency: 11        
Term: online                         Term Frequency: 11        
Term: duty                           Term Frequency: 11        
Term: further                        Term Frequency: 10        
Term: ethics                         Term Frequency: 10        
Term: purposes                       Term Frequency: 10        
Term: costs                          Term Frequency: 10        
Term: has                            Term Frequency: 10        
Term: based                          Term Frequency: 10        
Term: paper                          Term Frequency: 10        
Term: analysed                       Term Frequency: 10        
Term: 2001                           Term Frequency: 10        
Term: within                         Term Frequency: 10        
Term: scope                          Term Frequency: 10        
Term: where                          Term Frequency: 10        
Term: through                        Term Frequency: 10        
Term: see                            Term Frequency: 10        
Term: d                              Term Frequency: 9         
Term: right                          Term Frequency: 9         
Term: increasing                     Term Frequency: 9         
Term: might                          Term Frequency: 9         
Term: do                             Term Frequency: 9         
Term: suggests                       Term Frequency: 9         
Term: whether                        Term Frequency: 9         
Term: decisions                      Term Frequency: 9         
Term: 10.1080                        Term Frequency: 9         
Term: well                           Term Frequency: 9         
Term: legal                          Term Frequency: 9         
Term: your                           Term Frequency: 9         
Term: disclosure                     Term Frequency: 9         
Term: choice                         Term Frequency: 9         
Term: most                           Term Frequency: 9         
Term: current                        Term Frequency: 9         
Term: 8                              Term Frequency: 8         
Term: state                          Term Frequency: 8         
Term: impact                         Term Frequency: 8         
Term: under                          Term Frequency: 8         
Term: made                           Term Frequency: 8         
Term: 10                             Term Frequency: 8         
Term: benefit                        Term Frequency: 8         
Term: identifiable                   Term Frequency: 8         
Term: 57                             Term Frequency: 8         
Term: understanding                  Term Frequency: 8         
Term: literature                     Term Frequency: 8         
Term: than                           Term Frequency: 8         
Term: power                          Term Frequency: 8         
Term: without                        Term Frequency: 8         
Term: aggregation                    Term Frequency: 8         
Term: its                            Term Frequency: 8         
Term: notion                         Term Frequency: 8         
Term: however                        Term Frequency: 8         
Term: does                           Term Frequency: 8         
Term: harvesting                     Term Frequency: 8         
Term: specific                       Term Frequency: 8         
Term: non                            Term Frequency: 8         
Term: when                           Term Frequency: 8         
Term: one                            Term Frequency: 8         
Term: service                        Term Frequency: 8         
Term: 2004                           Term Frequency: 8         
Term: agency                         Term Frequency: 8         
Term: any                            Term Frequency: 8         
Term: over                           Term Frequency: 8         
Term: j                              Term Frequency: 7         
Term: provider                       Term Frequency: 7         
Term: regard                         Term Frequency: 7         
Term: possible                       Term Frequency: 7         
Term: 15                             Term Frequency: 7         
Term: 19                             Term Frequency: 7         
Term: identity                       Term Frequency: 7         
Term: appropriate                    Term Frequency: 7         
Term: need                           Term Frequency: 7         
Term: share                          Term Frequency: 7         
Term: web                            Term Frequency: 7         
Term: while                          Term Frequency: 7         
Term: increasingly                   Term Frequency: 7         
Term: them                           Term Frequency: 7         
Term: having                         Term Frequency: 7         
Term: ways                           Term Frequency: 7         
Term: qualitative                    Term Frequency: 7         
Term: paternalistic                  Term Frequency: 7         
Term: open                           Term Frequency: 7         
Term: around                         Term Frequency: 7         
Term: documents                      Term Frequency: 7         
Term: some                           Term Frequency: 7         
Term: cannot                         Term Frequency: 7         
Term: 5                              Term Frequency: 6         
Term: c                              Term Frequency: 6         
Term: g                              Term Frequency: 6         
Term: provides                       Term Frequency: 6         
Term: transparency                   Term Frequency: 6         
Term: question                       Term Frequency: 6         
Term: 13                             Term Frequency: 6         
Term: 27                             Term Frequency: 6         
Term: 28                             Term Frequency: 6         
Term: 29                             Term Frequency: 6         
Term: 44                             Term Frequency: 6         
Term: 49                             Term Frequency: 6         
Term: 62                             Term Frequency: 6         
Term: study                          Term Frequency: 6         
Term: personally                     Term Frequency: 6         
Term: who                            Term Frequency: 6         
Term: crucial                        Term Frequency: 6         
Term: digital                        Term Frequency: 6         
Term: personalised                   Term Frequency: 6         
Term: ability                        Term Frequency: 6         
Term: rules                          Term Frequency: 6         
Term: correct                        Term Frequency: 6         
Term: impossible                     Term Frequency: 6         
Term: been                           Term Frequency: 6         
Term: post                           Term Frequency: 6         
Term: number                         Term Frequency: 6         
Term: collect                        Term Frequency: 6         
Term: person                         Term Frequency: 6         
Term: would                          Term Frequency: 6         
Term: others                         Term Frequency: 6         
Term: rather                         Term Frequency: 6         
Term: approaches                     Term Frequency: 6         
Term: very                           Term Frequency: 6         
Term: ensure                         Term Frequency: 6         
Term: knowledge                      Term Frequency: 6         
Term: 2006                           Term Frequency: 6         
Term: choices                        Term Frequency: 6         
Term: cookies                        Term Frequency: 6         
Term: responsibility                 Term Frequency: 6         
Term: rational                       Term Frequency: 5         
Term: b                              Term Frequency: 5         
Term: including                      Term Frequency: 5         
Term: conceptual                     Term Frequency: 5         
Term: third                          Term Frequency: 5         
Term: business                       Term Frequency: 5         
Term: entities                       Term Frequency: 5         
Term: 11                             Term Frequency: 5         
Term: 12                             Term Frequency: 5         
Term: 14                             Term Frequency: 5         
Term: 30                             Term Frequency: 5         
Term: many                           Term Frequency: 5         
Term: 42                             Term Frequency: 5         
Term: 48                             Term Frequency: 5         
Term: 53                             Term Frequency: 5         
Term: 56                             Term Frequency: 5         
Term: 65                             Term Frequency: 5         
Term: work                           Term Frequency: 5         
Term: default                        Term Frequency: 5         
Term: way                            Term Frequency: 5         
Term: systems                        Term Frequency: 5         
Term: norms                          Term Frequency: 5         
Term: us                             Term Frequency: 5         
Term: security                       Term Frequency: 5         
Term: must                           Term Frequency: 5         
Term: potential                      Term Frequency: 5         
Term: point                          Term Frequency: 5         
Term: questions                      Term Frequency: 5         
Term: fact                           Term Frequency: 5         
Term: either                         Term Frequency: 5         
Term: courses                        Term Frequency: 5         
Term: indicate                       Term Frequency: 5         
Term: world                          Term Frequency: 5         
Term: available                      Term Frequency: 5         
Term: contexts                       Term Frequency: 5         
Term: anonymity                      Term Frequency: 5         
Term: address                        Term Frequency: 5         
Term: institutions                   Term Frequency: 5         
Term: log                            Term Frequency: 5         
Term: particular                     Term Frequency: 5         
Term: human                          Term Frequency: 5         
Term: mention                        Term Frequency: 5         
Term: becomes                        Term Frequency: 5         
Term: quality                        Term Frequency: 5         
Term: nissenbaum                     Term Frequency: 5         
Term: nor                            Term Frequency: 5         
Term: handbook                       Term Frequency: 5         
Term: note                           Term Frequency: 5         
Term: fiduciary                      Term Frequency: 5         
Term: methods                        Term Frequency: 5         
Term: public                         Term Frequency: 5         
Term: aggregated                     Term Frequency: 5         
Term: future                         Term Frequency: 5         
Term: case                           Term Frequency: 5         
Term: amount                         Term Frequency: 5         
Term: change                         Term Frequency: 5         
Term: frameworks                     Term Frequency: 5         
Term: range                          Term Frequency: 5         
Term: 6                              Term Frequency: 4         
Term: 7                              Term Frequency: 4         
Term: role                           Term Frequency: 4         
Term: same                           Term Frequency: 4         
Term: e                              Term Frequency: 4         
Term: order                          Term Frequency: 4         
Term: protection                     Term Frequency: 4         
Term: two                            Term Frequency: 4         
Term: moment                         Term Frequency: 4         
Term: services                       Term Frequency: 4         
Term: technologies                   Term Frequency: 4         
Term: required                       Term Frequency: 4         
Term: later                          Term Frequency: 4         
Term: text                           Term Frequency: 4         
Term: due                            Term Frequency: 4         
Term: 22                             Term Frequency: 4         
Term: 24                             Term Frequency: 4         
Term: relationship                   Term Frequency: 4         
Term: 31                             Term Frequency: 4         
Term: 32                             Term Frequency: 4         
Term: 34                             Term Frequency: 4         
Term: 39                             Term Frequency: 4         
Term: 43                             Term Frequency: 4         
Term: 58                             Term Frequency: 4         
Term: 67                             Term Frequency: 4         
Term: 71                             Term Frequency: 4         
Term: verify                         Term Frequency: 4         
Term: 10.1177                        Term Frequency: 4         
Term: addressing                     Term Frequency: 4         
Term: private                        Term Frequency: 4         
Term: forum                          Term Frequency: 4         
Term: far                            Term Frequency: 4         
Term: categories                     Term Frequency: 4         
Term: outside                        Term Frequency: 4         
Term: al                             Term Frequency: 4         
Term: et                             Term Frequency: 4         
Term: form                           Term Frequency: 4         
Term: https                          Term Frequency: 4         
Term: easier                         Term Frequency: 4         
Term: up                             Term Frequency: 4         
Term: contract                       Term Frequency: 4         
Term: addressed                      Term Frequency: 4         
Term: understand                     Term Frequency: 4         
Term: almost                         Term Frequency: 4         
Term: harvested                      Term Frequency: 4         
Term: subjects                       Term Frequency: 4         
Term: notice                         Term Frequency: 4         
Term: could                          Term Frequency: 4         
Term: codes                          Term Frequency: 4         
Term: solution                       Term Frequency: 4         
Term: principles                     Term Frequency: 4         
Term: identities                     Term Frequency: 4         
Term: sousveillance                  Term Frequency: 4         
Term: partial                        Term Frequency: 4         
Term: points                         Term Frequency: 4         
Term: real                           Term Frequency: 4         
Term: longer                         Term Frequency: 4         
Term: parties                        Term Frequency: 4         
Term: distance                       Term Frequency: 4         
Term: original                       Term Frequency: 4         
Term: developed                      Term Frequency: 4         
Term: contact                        Term Frequency: 4         
Term: thinking                       Term Frequency: 4         
Term: directly                       Term Frequency: 4         
Term: types                          Term Frequency: 4         
Term: society                        Term Frequency: 4         
Term: possibility                    Term Frequency: 4         
Term: integrity                      Term Frequency: 4         
Term: teaching                       Term Frequency: 4         
Term: 1999                           Term Frequency: 4         
Term: constructs                     Term Frequency: 4         
Term: depending                      Term Frequency: 4         
Term: don’t                          Term Frequency: 4         
Term: allow                          Term Frequency: 4         
Term: detail                         Term Frequency: 4         
Term: against                        Term Frequency: 4         
Term: engage                         Term Frequency: 4         
Term: furthermore                    Term Frequency: 4         
Term: contextual                     Term Frequency: 4         
Term: certain                        Term Frequency: 4         
Term: keep                           Term Frequency: 4         
Term: practice                       Term Frequency: 4         
Term: issue                          Term Frequency: 4         
Term: details                        Term Frequency: 4         
Term: reciprocal                     Term Frequency: 4         
Term: problem                        Term Frequency: 4         
Term: cost                           Term Frequency: 4         
Term: allowing                       Term Frequency: 4         
Term: apparent                       Term Frequency: 4         
Term: even                           Term Frequency: 4         
Term: institutional                  Term Frequency: 4         
Term: overview                       Term Frequency: 4         
Term: options                        Term Frequency: 4         
Term: process                        Term Frequency: 4         
Term: find                           Term Frequency: 4         
Term: trust                          Term Frequency: 4         
Term: age                            Term Frequency: 4         
Term: simply                         Term Frequency: 4         
Term: little                         Term Frequency: 4         
Term: posts                          Term Frequency: 4         
Term: 9                              Term Frequency: 3         
Term: result                         Term Frequency: 3         
Term: m                              Term Frequency: 3         
Term: good                           Term Frequency: 3         
Term: e.g                            Term Frequency: 3         
Term: too                            Term Frequency: 3         
Term: academic                       Term Frequency: 3         
Term: activities                     Term Frequency: 3         
Term: requires                       Term Frequency: 3         
Term: methodology                    Term Frequency: 3         
Term: transparent                    Term Frequency: 3         
Term: length                         Term Frequency: 3         
Term: main                           Term Frequency: 3         
Term: inform                         Term Frequency: 3         
Term: 16                             Term Frequency: 3         
Term: 17                             Term Frequency: 3         
Term: 18                             Term Frequency: 3         
Term: 20                             Term Frequency: 3         
Term: 25                             Term Frequency: 3         
Term: 35                             Term Frequency: 3         
Term: 36                             Term Frequency: 3         
Term: progress                       Term Frequency: 3         
Term: 41                             Term Frequency: 3         
Term: 45                             Term Frequency: 3         
Term: 46                             Term Frequency: 3         
Term: 55                             Term Frequency: 3         
Term: 60                             Term Frequency: 3         
Term: 61                             Term Frequency: 3         
Term: 64                             Term Frequency: 3         
Term: 68                             Term Frequency: 3         
Term: evidence                       Term Frequency: 3         
Term: rights                         Term Frequency: 3         
Term: forms                          Term Frequency: 3         
Term: companies                      Term Frequency: 3         
Term: another                        Term Frequency: 3         
Term: developing                     Term Frequency: 3         
Term: discursive                     Term Frequency: 3         
Term: fee                            Term Frequency: 3         
Term: section                        Term Frequency: 3         
Term: patterns                       Term Frequency: 3         
Term: id                             Term Frequency: 3         
Term: become                         Term Frequency: 3         
Term: asymmetrical                   Term Frequency: 3         
Term: perspectives                   Term Frequency: 3         
Term: so                             Term Frequency: 3         
Term: accountability                 Term Frequency: 3         
Term: email                          Term Frequency: 3         
Term: necessary                      Term Frequency: 3         
Term: waters                         Term Frequency: 3         
Term: know                           Term Frequency: 3         
Term: changed                        Term Frequency: 3         
Term: help                           Term Frequency: 3         
Term: massive                        Term Frequency: 3         
Term: challenges                     Term Frequency: 3         
Term: scale                          Term Frequency: 3         
Term: paternalism                    Term Frequency: 3         
Term: much                           Term Frequency: 3         
Term: sets                           Term Frequency: 3         
Term: adopted                        Term Frequency: 3         
Term: lack                           Term Frequency: 3         
Term: success                        Term Frequency: 3         
Term: considered                     Term Frequency: 3         
Term: focus                          Term Frequency: 3         
Term: changing                       Term Frequency: 3         
Term: opportunities                  Term Frequency: 3         
Term: framework                      Term Frequency: 3         
Term: possibilities                  Term Frequency: 3         
Term: basis                          Term Frequency: 3         
Term: discussion                     Term Frequency: 3         
Term: want                           Term Frequency: 3         
Term: disclose                       Term Frequency: 3         
Term: applications                   Term Frequency: 3         
Term: emphasis                       Term Frequency: 3         
Term: opportunity                    Term Frequency: 3         
Term: misuse                         Term Frequency: 3         
Term: analytical                     Term Frequency: 3         
Term: although                       Term Frequency: 3         
Term: phenomenon                     Term Frequency: 3         
Term: problems                       Term Frequency: 3         
Term: regulation                     Term Frequency: 3         
Term: stakeholders                   Term Frequency: 3         
Term: indeed                         Term Frequency: 3         
Term: abstract                       Term Frequency: 3         
Term: first                          Term Frequency: 3         
Term: seemingly                      Term Frequency: 3         
Term: value                          Term Frequency: 3         
Term: providing                      Term Frequency: 3         
Term: choose                         Term Frequency: 3         
Term: identify                       Term Frequency: 3         
Term: copies                         Term Frequency: 3         
Term: identification                 Term Frequency: 3         
Term: citation.cfm                   Term Frequency: 3         
Term: complex                        Term Frequency: 3         
Term: high                           Term Frequency: 3         
Term: consumer                       Term Frequency: 3         
Term: following                      Term Frequency: 3         
Term: site                           Term Frequency: 3         
Term: promiscuity                    Term Frequency: 3         
Term: were                           Term Frequency: 3         
Term: principle                      Term Frequency: 3         
Term: involves                       Term Frequency: 3         
Term: involved                       Term Frequency: 3         
Term: manage                         Term Frequency: 3         
Term: part                           Term Frequency: 3         
Term: emergence                      Term Frequency: 3         
Term: permission                     Term Frequency: 3         
Term: legitimate                     Term Frequency: 3         
Term: feel                           Term Frequency: 3         
Term: toward                         Term Frequency: 3         
Term: include                        Term Frequency: 3         
Term: disclosive                     Term Frequency: 3         
Term: science                        Term Frequency: 3         
Term: behavior                       Term Frequency: 3         
Term: technical                      Term Frequency: 3         
Term: moral                          Term Frequency: 3         
Term: complexity                     Term Frequency: 3         
Term: explicit                       Term Frequency: 3         
Term: explicitly                     Term Frequency: 3         
Term: otherwise                      Term Frequency: 3         
Term: necessarily                    Term Frequency: 3         
Term: coding                         Term Frequency: 3         
Term: presumed                       Term Frequency: 3         
Term: murky                          Term Frequency: 3         
Term: support                        Term Frequency: 3         
Term: lies                           Term Frequency: 3         
Term: own                            Term Frequency: 3         
Term: consequences                   Term Frequency: 3         
Term: like                           Term Frequency: 3         
Term: proposes                       Term Frequency: 3         
Term: discuss                        Term Frequency: 3         
Term: receive                        Term Frequency: 3         
Term: given                          Term Frequency: 3         
Term: conclusions                    Term Frequency: 3         
Term: assumptions                    Term Frequency: 3         
Term: general                        Term Frequency: 3         
Term: enthusiasm                     Term Frequency: 3         
Term: embedded                       Term Frequency: 3         
Term: 2007                           Term Frequency: 3         
Term: existing                       Term Frequency: 3         
Term: health                         Term Frequency: 3         
Term: processes                      Term Frequency: 3         
Term: resistance                     Term Frequency: 3         
Term: established                    Term Frequency: 3         
Term: reference                      Term Frequency: 3         
Term: published                      Term Frequency: 3         
Term: aspect                         Term Frequency: 3         
Term: prevent                        Term Frequency: 3         
Term: electronic                     Term Frequency: 3         
Term: dl.acm.org                     Term Frequency: 3         
Term: thought                        Term Frequency: 3         
Term: increased                      Term Frequency: 3         
Term: correctness                    Term Frequency: 3         
Term: timing                         Term Frequency: 3         
Term: enough                         Term Frequency: 3         
Term: bad                            Term Frequency: 3         
Term: draft                          Term Frequency: 3         
Term: set                            Term Frequency: 3         
Term: practical                      Term Frequency: 3         
Term: nature                         Term Frequency: 3         
Term: headings                       Term Frequency: 3         
Term: suggest                        Term Frequency: 3         
Term: response                       Term Frequency: 3         
Term: require                        Term Frequency: 2         
Term: turn                           Term Frequency: 2         
Term: f                              Term Frequency: 2         
Term: hard                           Term Frequency: 2         
Term: effectiveness                  Term Frequency: 2         
Term: better                         Term Frequency: 2         
Term: findings                       Term Frequency: 2         
Term: quantitative                   Term Frequency: 2         
Term: concern                        Term Frequency: 2         
Term: 262                            Term Frequency: 2         
Term: marketing                      Term Frequency: 2         
Term: attitudes                      Term Frequency: 2         
Term: day                            Term Frequency: 2         
Term: created                        Term Frequency: 2         
Term: 3.1                            Term Frequency: 2         
Term: trading                        Term Frequency: 2         
Term: known                          Term Frequency: 2         
Term: forward                        Term Frequency: 2         
Term: subject                        Term Frequency: 2         
Term: credit                         Term Frequency: 2         
Term: includes                       Term Frequency: 2         
Term: paradox                        Term Frequency: 2         
Term: included                       Term Frequency: 2         
Term: typefaces                      Term Frequency: 2         
Term: 06                             Term Frequency: 2         
Term: 21                             Term Frequency: 2         
Term: 23                             Term Frequency: 2         
Term: 26                             Term Frequency: 2         
Term: 37                             Term Frequency: 2         
Term: 38                             Term Frequency: 2         
Term: 40                             Term Frequency: 2         
Term: 47                             Term Frequency: 2         
Term: 50                             Term Frequency: 2         
Term: 51                             Term Frequency: 2         
Term: 52                             Term Frequency: 2         
Term: 54                             Term Frequency: 2         
Term: 63                             Term Frequency: 2         
Term: 66                             Term Frequency: 2         
Term: 69                             Term Frequency: 2         
Term: needed                         Term Frequency: 2         
Term: 70                             Term Frequency: 2         
Term: 83                             Term Frequency: 2         
Term: routinely                      Term Frequency: 2         
Term: gender                         Term Frequency: 2         
Term: nudging                        Term Frequency: 2         
Term: seems                          Term Frequency: 2         
Term: platform                       Term Frequency: 2         
Term: advantage                      Term Frequency: 2         
Term: instead                        Term Frequency: 2         
Term: via                            Term Frequency: 2         
Term: themes                         Term Frequency: 2         
Term: stop                           Term Frequency: 2         
Term: panopticon                     Term Frequency: 2         
Term: sociological                   Term Frequency: 2         
Term: weapons                        Term Frequency: 2         
Term: harder                         Term Frequency: 2         
Term: maintain                       Term Frequency: 2         
Term: eye                            Term Frequency: 2         
Term: guarantee                      Term Frequency: 2         
Term: technological                  Term Frequency: 2         
Term: fields                         Term Frequency: 2         
Term: effectively                    Term Frequency: 2         
Term: completely                     Term Frequency: 2         
Term: nudge                          Term Frequency: 2         
Term: discoveries                    Term Frequency: 2         
Term: presented                      Term Frequency: 2         
Term: various                        Term Frequency: 2         
Term: extent                         Term Frequency: 2         
Term: ad                             Term Frequency: 2         
Term: am                             Term Frequency: 2         
Term: looking                        Term Frequency: 2         
Term: de                             Term Frequency: 2         
Term: sites                          Term Frequency: 2         
Term: eu                             Term Frequency: 2         
Term: 5.5                            Term Frequency: 2         
Term: fog                            Term Frequency: 2         
Term: perhaps                        Term Frequency: 2         
Term: relationships                  Term Frequency: 2         
Term: contrast                       Term Frequency: 2         
Term: political                      Term Frequency: 2         
Term: communication                  Term Frequency: 2         
Term: reserve                        Term Frequency: 2         
Term: convenience                    Term Frequency: 2         
Term: re                             Term Frequency: 2         
Term: seen                           Term Frequency: 2         
Term: decision                       Term Frequency: 2         
Term: commercial                     Term Frequency: 2         
Term: changes                        Term Frequency: 2         
Term: reading                        Term Frequency: 2         
Term: beyond                         Term Frequency: 2         
Term: surrounding                    Term Frequency: 2         
Term: get                            Term Frequency: 2         
Term: course                         Term Frequency: 2         
Term: addresses                      Term Frequency: 2         
Term: implementation                 Term Frequency: 2         
Term: entitled                       Term Frequency: 2         
Term: namely                         Term Frequency: 2         
Term: 6.2                            Term Frequency: 2         
Term: reports                        Term Frequency: 2         
Term: institution                    Term Frequency: 2         
Term: area                           Term Frequency: 2         
Term: particularly                   Term Frequency: 2         
Term: basic                          Term Frequency: 2         
Term: indiscretions                  Term Frequency: 2         
Term: helen                          Term Frequency: 2         
Term: populations                    Term Frequency: 2         
Term: found                          Term Frequency: 2         
Term: uncritical                     Term Frequency: 2         
Term: had                            Term Frequency: 2         
Term: definite                       Term Frequency: 2         
Term: small                          Term Frequency: 2         
Term: history                        Term Frequency: 2         
Term: limitations                    Term Frequency: 2         
Term: publications                   Term Frequency: 2         
Term: able                           Term Frequency: 2         
Term: present                        Term Frequency: 2         
Term: best                           Term Frequency: 2         
Term: regulating                     Term Frequency: 2         
Term: one’s                          Term Frequency: 2         
Term: free                           Term Frequency: 2         
Term: actually                       Term Frequency: 2         
Term: please                         Term Frequency: 2         
Term: tracked                        Term Frequency: 2         
Term: clearly                        Term Frequency: 2         
Term: nuanced                        Term Frequency: 2         
Term: definitions                    Term Frequency: 2         
Term: educational                    Term Frequency: 2         
Term: removed                        Term Frequency: 2         
Term: theorising                     Term Frequency: 2         
Term: read                           Term Frequency: 2         
Term: substantive                    Term Frequency: 2         
Term: comprehend                     Term Frequency: 2         
Term: openness                       Term Frequency: 2         
Term: outweigh                       Term Frequency: 2         
Term: lifetime                       Term Frequency: 2         
Term: significant                    Term Frequency: 2         
Term: signals                        Term Frequency: 2         
Term: important                      Term Frequency: 2         
Term: differ                         Term Frequency: 2         
Term: quantified                     Term Frequency: 2         
Term: offer                          Term Frequency: 2         
Term: civic                          Term Frequency: 2         
Term: words                          Term Frequency: 2         
Term: exploited                      Term Frequency: 2         
Term: party                          Term Frequency: 2         
Term: related                        Term Frequency: 2         
Term: side                           Term Frequency: 2         
Term: auth                           Term Frequency: 2         
Term: falls                          Term Frequency: 2         
Term: establish                      Term Frequency: 2         
Term: interesting                    Term Frequency: 2         
Term: raised                         Term Frequency: 2         
Term: raises                         Term Frequency: 2         
Term: key                            Term Frequency: 2         
Term: situations                     Term Frequency: 2         
Term: vast                           Term Frequency: 2         
Term: dynamic                        Term Frequency: 2         
Term: records                        Term Frequency: 2         
Term: weak                           Term Frequency: 2         
Term: place                          Term Frequency: 2         
Term: accessible                     Term Frequency: 2         
Term: making                         Term Frequency: 2         
Term: behavioral                     Term Frequency: 2         
Term: binary                         Term Frequency: 2         
Term: matter                         Term Frequency: 2         
Term: improve                        Term Frequency: 2         
Term: each                           Term Frequency: 2         
Term: page                           Term Frequency: 2         
Term: full                           Term Frequency: 2         
Term: aspects                        Term Frequency: 2         
Term: harvest                        Term Frequency: 2         
Term: equal                          Term Frequency: 2         
Term: players                        Term Frequency: 2         
Term: 1990                           Term Frequency: 2         
Term: 1980                           Term Frequency: 2         
Term: 1998                           Term Frequency: 2         
Term: 1992                           Term Frequency: 2         
Term: means                          Term Frequency: 2         
Term: discourses                     Term Frequency: 2         
Term: interests                      Term Frequency: 2         
Term: distinguishing                 Term Frequency: 2         
Term: obtain                         Term Frequency: 2         
Term: done                           Term Frequency: 2         
Term: ample                          Term Frequency: 2         
Term: record                         Term Frequency: 2         
Term: accepting                      Term Frequency: 2         
Term: easy                           Term Frequency: 2         
Term: adoption                       Term Frequency: 2         
Term: involve                        Term Frequency: 2         
Term: added                          Term Frequency: 2         
Term: importance                     Term Frequency: 2         
Term: papers                         Term Frequency: 2         
Term: sense                          Term Frequency: 2         
Term: map                            Term Frequency: 2         
Term: lists                          Term Frequency: 2         
Term: granted                        Term Frequency: 2         
Term: components                     Term Frequency: 2         
Term: whole                          Term Frequency: 2         
Term: relation                       Term Frequency: 2         
Term: relating                       Term Frequency: 2         
Term: agreement                      Term Frequency: 2         
Term: beware                         Term Frequency: 2         
Term: matrix                         Term Frequency: 2         
Term: preferences                    Term Frequency: 2         
Term: layers                         Term Frequency: 2         
Term: visited                        Term Frequency: 2         
Term: indicates                      Term Frequency: 2         
Term: pages                          Term Frequency: 2         
Term: influenced                     Term Frequency: 2         
Term: media                          Term Frequency: 2         
Term: workable                       Term Frequency: 2         
Term: fully                          Term Frequency: 2         
Term: models                         Term Frequency: 2         
Term: resulted                       Term Frequency: 2         
Term: consideration                  Term Frequency: 2         
Term: whom                           Term Frequency: 2         
Term: clarify                        Term Frequency: 2         
Term: meaningful                     Term Frequency: 2         
Term: burden                         Term Frequency: 2         
Term: publish                        Term Frequency: 2         
Term: library                        Term Frequency: 2         
Term: camera                         Term Frequency: 2         
Term: exploring                      Term Frequency: 2         
Term: code                           Term Frequency: 2         
Term: proposal                       Term Frequency: 2         
Term: checking                       Term Frequency: 2         
Term: trustworthiness                Term Frequency: 2         
Term: awareness                      Term Frequency: 2         
Term: wide                           Term Frequency: 2         
Term: location                       Term Frequency: 2         
Term: none                           Term Frequency: 2         
Term: method                         Term Frequency: 2         
