Term: students                       Term Frequency: 85        
Term: addition                       Term Frequency: 4         
Term: al                             Term Frequency: 4         
Term: four                           Term Frequency: 4         
Term: literature                     Term Frequency: 4         
Term: second                         Term Frequency: 4         
Term: q1                             Term Frequency: 4         
Term: recent                         Term Frequency: 4         
Term: us                             Term Frequency: 4         
Term: i.e                            Term Frequency: 4         
Term: much                           Term Frequency: 4         
Term: highschool                     Term Frequency: 4         
Term: number                         Term Frequency: 4         
Term: precision                      Term Frequency: 4         
Term: predict                        Term Frequency: 4         
Term: predictors                     Term Frequency: 4         
Term: corresponds                    Term Frequency: 4         
Term: subset                         Term Frequency: 4         
Term: should                         Term Frequency: 4         
Term: outcomes                       Term Frequency: 4         
Term: well                           Term Frequency: 4         
Term: does                           Term Frequency: 4         
Term: provide                        Term Frequency: 4         
Term: rather                         Term Frequency: 4         
Term: moderate                       Term Frequency: 4         
Term: still                          Term Frequency: 4         
Term: behavior                       Term Frequency: 4         
Term: historical                     Term Frequency: 4         
Term: define                         Term Frequency: 4         
Term: survival                       Term Frequency: 4         
Term: approaches                     Term Frequency: 4         
Term: variety                        Term Frequency: 4         
Term: region                         Term Frequency: 4         
Term: efforts                        Term Frequency: 4         
Term: note                           Term Frequency: 4         
Term: per                            Term Frequency: 4         
Term: birth                          Term Frequency: 4         
Term: 4gpa                           Term Frequency: 4         
Term: 2007                           Term Frequency: 4         
Term: 2013                           Term Frequency: 4         
Term: instance                       Term Frequency: 4         
Term: resources                      Term Frequency: 4         
Term: prototype                      Term Frequency: 4         
Term: any                            Term Frequency: 4         
Term: both                           Term Frequency: 4         
Term: shaded                         Term Frequency: 4         
Term: current                        Term Frequency: 4         
Term: higher                         Term Frequency: 4         
Term: 0                              Term Frequency: 3         
Term: provided                       Term Frequency: 3         
Term: multiple                       Term Frequency: 3         
Term: flow                           Term Frequency: 3         
Term: times                          Term Frequency: 3         
Term: stable                         Term Frequency: 3         
Term: assume                         Term Frequency: 3         
Term: shows                          Term Frequency: 3         
Term: ferent                         Term Frequency: 3         
Term: right                          Term Frequency: 3         
Term: did                            Term Frequency: 3         
Term: quarter                        Term Frequency: 3         
Term: dif                            Term Frequency: 3         
Term: states                         Term Frequency: 3         
Term: therandom                      Term Frequency: 3         
Term: 01                             Term Frequency: 3         
Term: 16                             Term Frequency: 3         
Term: 18                             Term Frequency: 3         
Term: 21                             Term Frequency: 3         
Term: 25                             Term Frequency: 3         
Term: step                           Term Frequency: 3         
Term: preliminary                    Term Frequency: 3         
Term: 95                             Term Frequency: 3         
Term: http                           Term Frequency: 3         
Term: next                           Term Frequency: 3         
Term: study                          Term Frequency: 3         
Term: web                            Term Frequency: 3         
Term: categories                     Term Frequency: 3         
Term: few                            Term Frequency: 3         
Term: various                        Term Frequency: 3         
Term: decile                         Term Frequency: 3         
Term: ai                             Term Frequency: 3         
Term: proxy                          Term Frequency: 3         
Term: needs                          Term Frequency: 3         
Term: et                             Term Frequency: 3         
Term: them                           Term Frequency: 3         
Term: email                          Term Frequency: 3         
Term: up                             Term Frequency: 3         
Term: tooff                          Term Frequency: 3         
Term: techniques                     Term Frequency: 3         
Term: thus                           Term Frequency: 3         
Term: understand                     Term Frequency: 3         
Term: must                           Term Frequency: 3         
Term: has                            Term Frequency: 3         
Term: measure                        Term Frequency: 3         
Term: ways                           Term Frequency: 3         
Term: small                          Term Frequency: 3         
Term: mean                           Term Frequency: 3         
Term: attendance                     Term Frequency: 3         
Term: been                           Term Frequency: 3         
Term: rule                           Term Frequency: 3         
Term: insights                       Term Frequency: 3         
Term: according                      Term Frequency: 3         
Term: educational                    Term Frequency: 3         
Term: copies                         Term Frequency: 3         
Term: application                    Term Frequency: 3         
Term: either                         Term Frequency: 3         
Term: description                    Term Frequency: 3         
Term: helps                          Term Frequency: 3         
Term: related                        Term Frequency: 3         
Term: outperform                     Term Frequency: 3         
Term: administrators                 Term Frequency: 3         
Term: social                         Term Frequency: 3         
Term: key                            Term Frequency: 3         
Term: degree                         Term Frequency: 3         
Term: figures                        Term Frequency: 3         
Term: place                          Term Frequency: 3         
Term: limited                        Term Frequency: 3         
Term: ofstudents                     Term Frequency: 3         
Term: overall                        Term Frequency: 3         
Term: aspects                        Term Frequency: 3         
Term: means                          Term Frequency: 3         
Term: denote                         Term Frequency: 3         
Term: whereas                        Term Frequency: 3         
Term: though                         Term Frequency: 3         
Term: sections                       Term Frequency: 3         
Term: 11,000                         Term Frequency: 3         
Term: leading                        Term Frequency: 3         
Term: because                        Term Frequency: 3         
Term: detail                         Term Frequency: 3         
Term: specific                       Term Frequency: 3         
Term: flags                          Term Frequency: 3         
Term: investigated                   Term Frequency: 3         
Term: very                           Term Frequency: 3         
Term: problem                        Term Frequency: 3         
Term: exist                          Term Frequency: 3         
Term: lastly                         Term Frequency: 3         
Term: ground                         Term Frequency: 3         
Term: identified                     Term Frequency: 3         
Term: studentswho                    Term Frequency: 3         
Term: transitions                    Term Frequency: 3         
Term: prioritizing                   Term Frequency: 3         
Term: classified                     Term Frequency: 3         
Term: serve                          Term Frequency: 3         
Term: selected                       Term Frequency: 3         
Term: ranked                         Term Frequency: 3         
Term: truth                          Term Frequency: 3         
Term: where                          Term Frequency: 3         
Term: through                        Term Frequency: 3         
Term: percentage                     Term Frequency: 3         
Term: sec                            Term Frequency: 3         
Term: gmapr                          Term Frequency: 3         
Term: review                         Term Frequency: 3         
Term: feature                        Term Frequency: 3         
Term: carried                        Term Frequency: 3         
Term: hand                           Term Frequency: 2         
Term: order                          Term Frequency: 2         
Term: illustrated                    Term Frequency: 2         
Term: question                       Term Frequency: 2         
Term: findings                       Term Frequency: 2         
Term: including                      Term Frequency: 2         
Term: predictedvalue                 Term Frequency: 2         
Term: effective                      Term Frequency: 2         
Term: stability                      Term Frequency: 2         
Term: actual                         Term Frequency: 2         
Term: widely                         Term Frequency: 2         
Term: created                        Term Frequency: 2         
Term: built                          Term Frequency: 2         
Term: areat                          Term Frequency: 2         
Term: impact                         Term Frequency: 2         
Term: possible                       Term Frequency: 2         
Term: dis                            Term Frequency: 2         
Term: interven                       Term Frequency: 2         
Term: cohort                         Term Frequency: 2         
Term: absrate                        Term Frequency: 2         
Term: 0.89                           Term Frequency: 2         
Term: continuous                     Term Frequency: 2         
Term: make                           Term Frequency: 2         
Term: trees                          Term Frequency: 2         
Term: observed                       Term Frequency: 2         
Term: 13                             Term Frequency: 2         
Term: 22                             Term Frequency: 2         
Term: 36                             Term Frequency: 2         
Term: coefficient                    Term Frequency: 2         
Term: 60                             Term Frequency: 2         
Term: common                         Term Frequency: 2         
Term: interest                       Term Frequency: 2         
Term: 4.04th                         Term Frequency: 2         
Term: instead                        Term Frequency: 2         
Term: optimal                        Term Frequency: 2         
Term: appropriate                    Term Frequency: 2         
Term: generated                      Term Frequency: 2         
Term: useful                         Term Frequency: 2         
Term: 10th                           Term Frequency: 2         
Term: mation                         Term Frequency: 2         
Term: tions                          Term Frequency: 2         
Term: expected                       Term Frequency: 2         
Term: schooldrop                     Term Frequency: 2         
Term: another                        Term Frequency: 2         
Term: describe                       Term Frequency: 2         
Term: might                          Term Frequency: 2         
Term: supporting                     Term Frequency: 2         
Term: attempted                      Term Frequency: 2         
Term: penalizes                      Term Frequency: 2         
Term: far                            Term Frequency: 2         
Term: plan                           Term Frequency: 2         
Term: denoting                       Term Frequency: 2         
Term: fee                            Term Frequency: 2         
Term: unexpected                     Term Frequency: 2         
Term: attention                      Term Frequency: 2         
Term: evaluated                      Term Frequency: 2         
Term: ap                             Term Frequency: 2         
Term: formed                         Term Frequency: 2         
Term: systems                        Term Frequency: 2         
Term: 2.02.0                         Term Frequency: 2         
Term: partner                        Term Frequency: 2         
Term: de                             Term Frequency: 2         
Term: fore                           Term Frequency: 2         
Term: rate                           Term Frequency: 2         
Term: form                           Term Frequency: 2         
Term: relationships                  Term Frequency: 2         
Term: im                             Term Frequency: 2         
Term: pi                             Term Frequency: 2         
Term: readily                        Term Frequency: 2         
Term: closer                         Term Frequency: 2         
Term: type                           Term Frequency: 2         
Term: terms                          Term Frequency: 2         
Term: without                        Term Frequency: 2         
Term: 12th                           Term Frequency: 2         
Term: union                          Term Frequency: 2         
Term: lack                           Term Frequency: 2         
Term: entire                         Term Frequency: 2         
Term: difference                     Term Frequency: 2         
Term: had                            Term Frequency: 2         
Term: having                         Term Frequency: 2         
Term: 1.51.5                         Term Frequency: 2         
Term: diverse                        Term Frequency: 2         
Term: mentoring                      Term Frequency: 2         
Term: analytical                     Term Frequency: 2         
Term: thereis                        Term Frequency: 2         
Term: dropped                        Term Frequency: 2         
Term: riskstudents                   Term Frequency: 2         
Term: able                           Term Frequency: 2         
Term: sooner                         Term Frequency: 2         
Term: binned                         Term Frequency: 2         
Term: percentile                     Term Frequency: 2         
Term: providing                      Term Frequency: 2         
Term: its                            Term Frequency: 2         
Term: respect                        Term Frequency: 2         
Term: previously                     Term Frequency: 2         
Term: college                        Term Frequency: 2         
Term: hypotheses                     Term Frequency: 2         
Term: tifying                        Term Frequency: 2         
Term: points                         Term Frequency: 2         
Term: reason                         Term Frequency: 2         
Term: identification                 Term Frequency: 2         
Term: ontime                         Term Frequency: 2         
Term: worse                          Term Frequency: 2         
Term: show                           Term Frequency: 2         
Term: proficiency                    Term Frequency: 2         
Term: persuasion                     Term Frequency: 2         
Term: highlight                      Term Frequency: 2         
Term: accurately                     Term Frequency: 2         
Term: readiness                      Term Frequency: 2         
Term: words                          Term Frequency: 2         
Term: different                      Term Frequency: 2         
Term: canbe                          Term Frequency: 2         
Term: interesting                    Term Frequency: 2         
Term: vast                           Term Frequency: 2         
Term: conflicts                      Term Frequency: 2         
Term: types                          Term Frequency: 2         
Term: intersection                   Term Frequency: 2         
Term: others                         Term Frequency: 2         
Term: making                         Term Frequency: 2         
Term: upon                           Term Frequency: 2         
Term: condition                      Term Frequency: 2         
Term: labels                         Term Frequency: 2         
Term: scenario                       Term Frequency: 2         
Term: wealso                         Term Frequency: 2         
Term: initial                        Term Frequency: 2         
Term: part                           Term Frequency: 2         
Term: islikely                       Term Frequency: 2         
Term: path                           Term Frequency: 2         
Term: mind                           Term Frequency: 2         
Term: 3.53.5                         Term Frequency: 2         
Term: sults                          Term Frequency: 2         
Term: importance                     Term Frequency: 2         
Term: permission                     Term Frequency: 2         
Term: enrollment                     Term Frequency: 2         
Term: above                          Term Frequency: 2         
Term: goals                          Term Frequency: 2         
Term: consistently                   Term Frequency: 2         
Term: middle                         Term Frequency: 2         
Term: associated                     Term Frequency: 2         
Term: project                        Term Frequency: 2         
Term: havinghigh                     Term Frequency: 2         
Term: atthe                          Term Frequency: 2         
Term: urgency                        Term Frequency: 2         
Term: knowing                        Term Frequency: 2         
Term: variable                       Term Frequency: 2         
Term: togo                           Term Frequency: 2         
Term: 1.01.0                         Term Frequency: 2         
Term: indicates                      Term Frequency: 2         
Term: tors                           Term Frequency: 2         
Term: non                            Term Frequency: 2         
Term: detailed                       Term Frequency: 2         
Term: determined                     Term Frequency: 2         
Term: otherwise                      Term Frequency: 2         
Term: user                           Term Frequency: 2         
Term: formore                        Term Frequency: 2         
Term: assign                         Term Frequency: 2         
Term: lower                          Term Frequency: 2         
Term: traditional                    Term Frequency: 2         
Term: investigate                    Term Frequency: 2         
Term: brief                          Term Frequency: 2         
Term: 3.03.0                         Term Frequency: 2         
Term: ensure                         Term Frequency: 2         
Term: yearly                         Term Frequency: 2         
Term: date                           Term Frequency: 2         
Term: categorical                    Term Frequency: 2         
Term: groups                         Term Frequency: 2         
Term: forests                        Term Frequency: 2         
Term: combined                       Term Frequency: 2         
Term: list                           Term Frequency: 2         
Term: interface                      Term Frequency: 2         
Term: indicating                     Term Frequency: 2         
Term: pre                            Term Frequency: 2         
Term: valuable                       Term Frequency: 2         
Term: noticeably                     Term Frequency: 2         
Term: transition                     Term Frequency: 2         
Term: analytic                       Term Frequency: 2         
Term: infor                          Term Frequency: 2         
Term: take                           Term Frequency: 2         
Term: immediate                      Term Frequency: 2         
Term: 2012                           Term Frequency: 2         
Term: 2011                           Term Frequency: 2         
Term: just                           Term Frequency: 2         
Term: 2015                           Term Frequency: 2         
Term: within                         Term Frequency: 2         
Term: illustrate                     Term Frequency: 2         
Term: since                          Term Frequency: 2         
Term: 2.52.5                         Term Frequency: 2         
Term: uation                         Term Frequency: 2         
Term: every                          Term Frequency: 2         
Term: causes                         Term Frequency: 2         
Term: currently                      Term Frequency: 2         
Term: building                       Term Frequency: 2         
Term: inthis                         Term Frequency: 2         
Term: metrics                        Term Frequency: 2         
Term: moved                          Term Frequency: 2         
Term: helped                         Term Frequency: 2         
Term: therefore                      Term Frequency: 2         
Term: smaller                        Term Frequency: 2         
Term: already                        Term Frequency: 2         
Term: conducted                      Term Frequency: 2         
Term: 0.5                            Term Frequency: 2         
Term: until                          Term Frequency: 2         
Term: partners                       Term Frequency: 2         
Term: partner’s                      Term Frequency: 2         
Term: outs                           Term Frequency: 2         
Term: target                         Term Frequency: 2         
Term: assuming                       Term Frequency: 2         
Term: case                           Term Frequency: 2         
Term: 0.50.5                         Term Frequency: 2         
Term: compared                       Term Frequency: 2         
Term: tasks                          Term Frequency: 2         
Term: behind                         Term Frequency: 2         
Term: highly                         Term Frequency: 2         
Term: essentially                    Term Frequency: 2         
Term: dent                           Term Frequency: 2         
Term: idea                           Term Frequency: 2         
Term: guide                          Term Frequency: 2         
Term: iden                           Term Frequency: 2         
Term: suggest                        Term Frequency: 2         
Term: behaviors                      Term Frequency: 2         
Term: ranks                          Term Frequency: 2         
Term: potentially                    Term Frequency: 2         
Term: require                        Term Frequency: 1         
Term: informationfor                 Term Frequency: 1         
Term: labelbetween                   Term Frequency: 1         
Term: entering                       Term Frequency: 1         
Term: automating                     Term Frequency: 1         
Term: obvious                        Term Frequency: 1         
Term: usingmachine                   Term Frequency: 1         
Term: usingthese                     Term Frequency: 1         
Term: gone                           Term Frequency: 1         
Term: provides                       Term Frequency: 1         
Term: root                           Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: budgetconstraints              Term Frequency: 1         
Term: undesirableoutcomes            Term Frequency: 1         
Term: 8thgmsam                       Term Frequency: 1         
Term: taking                         Term Frequency: 1         
Term: rors                           Term Frequency: 1         
Term: and6                           Term Frequency: 1         
Term: featuressuch                   Term Frequency: 1         
Term: componentsof                   Term Frequency: 1         
Term: anal                           Term Frequency: 1         
Term: anda                           Term Frequency: 1         
Term: grademodel                     Term Frequency: 1         
Term: picture                        Term Frequency: 1         
Term: 2.1                            Term Frequency: 1         
Term: 2.7                            Term Frequency: 1         
Term: thousand                       Term Frequency: 1         
Term: com                            Term Frequency: 1         
Term: andtheir                       Term Frequency: 1         
Term: appro                          Term Frequency: 1         
Term: fourmetrics                    Term Frequency: 1         
Term: thesetasks                     Term Frequency: 1         
Term: totake                         Term Frequency: 1         
Term: isideal                        Term Frequency: 1         
Term: direction                      Term Frequency: 1         
Term: fluc                           Term Frequency: 1         
Term: blueline                       Term Frequency: 1         
Term: 223                            Term Frequency: 1         
Term: expandingto                    Term Frequency: 1         
Term: 225                            Term Frequency: 1         
Term: 9847                           Term Frequency: 1         
Term: respond                        Term Frequency: 1         
Term: son’s                          Term Frequency: 1         
Term: publichigh                     Term Frequency: 1         
Term: eventual                       Term Frequency: 1         
Term: 235                            Term Frequency: 1         
Term: werely                         Term Frequency: 1         
Term: 8529                           Term Frequency: 1         
Term: opposite                       Term Frequency: 1         
Term: creating                       Term Frequency: 1         
Term: shots                          Term Frequency: 1         
Term: themeamong                     Term Frequency: 1         
Term: reported                       Term Frequency: 1         
Term: 7244                           Term Frequency: 1         
Term: dashboardapplication           Term Frequency: 1         
Term: tech                           Term Frequency: 1         
Term: concept                        Term Frequency: 1         
Term: mobility3                      Term Frequency: 1         
Term: ofdropping                     Term Frequency: 1         
Term: start                          Term Frequency: 1         
Term: 12thgmapr                      Term Frequency: 1         
Term: providesupport                 Term Frequency: 1         
Term: specifically                   Term Frequency: 1         
Term: deemed                         Term Frequency: 1         
Term: priority                       Term Frequency: 1         
Term: requires                       Term Frequency: 1         
Term: twocohorts                     Term Frequency: 1         
Term: performed                      Term Frequency: 1         
Term: experimentswith                Term Frequency: 1         
Term: outlined                       Term Frequency: 1         
Term: modelsfrom                     Term Frequency: 1         
Term: partnered                      Term Frequency: 1         
Term: atotal                         Term Frequency: 1         
Term: 12thabsrate                    Term Frequency: 1         
Term: homogeneity                    Term Frequency: 1         
Term: build                          Term Frequency: 1         
Term: methodology                    Term Frequency: 1         
Term: der                            Term Frequency: 1         
Term: tracktakes                     Term Frequency: 1         
Term: going                          Term Frequency: 1         
Term: 12thssname                     Term Frequency: 1         
Term: hereconcern                    Term Frequency: 1         
Term: term                           Term Frequency: 1         
Term: tern                           Term Frequency: 1         
Term: under                          Term Frequency: 1         
Term: lates                          Term Frequency: 1         
Term: static                         Term Frequency: 1         
Term: statis                         Term Frequency: 1         
Term: graduationare                  Term Frequency: 1         
Term: largeeconomic                  Term Frequency: 1         
Term: final                          Term Frequency: 1         
Term: training                       Term Frequency: 1         
Term: acrosstime                     Term Frequency: 1         
Term: truefor                        Term Frequency: 1         
Term: computingthe                   Term Frequency: 1         
Term: mance                          Term Frequency: 1         
Term: revealed                       Term Frequency: 1         
Term: bythe                          Term Frequency: 1         
Term: toserve                        Term Frequency: 1         
Term: 3.0                            Term Frequency: 1         
Term: 3.1                            Term Frequency: 1         
Term: status                         Term Frequency: 1         
Term: curve                          Term Frequency: 1         
Term: forward                        Term Frequency: 1         
Term: 0.83                           Term Frequency: 1         
Term: forpersonal                    Term Frequency: 1         
Term: attempting                     Term Frequency: 1         
Term: opposed                        Term Frequency: 1         
Term: inform                         Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: empirical                      Term Frequency: 1         
Term: 08                             Term Frequency: 1         
Term: plementation                   Term Frequency: 1         
Term: 12thgrade                      Term Frequency: 1         
Term: vastly                         Term Frequency: 1         
Term: highest                        Term Frequency: 1         
Term: examine                        Term Frequency: 1         
Term: identifiable                   Term Frequency: 1         
Term: 31                             Term Frequency: 1         
Term: 32                             Term Frequency: 1         
Term: variables                      Term Frequency: 1         
Term: 37                             Term Frequency: 1         
Term: 38                             Term Frequency: 1         
Term: stay                           Term Frequency: 1         
Term: increasing                     Term Frequency: 1         
Term: 40                             Term Frequency: 1         
Term: 41                             Term Frequency: 1         
Term: 42                             Term Frequency: 1         
Term: 45                             Term Frequency: 1         
Term: treat                          Term Frequency: 1         
Term: helpschools                    Term Frequency: 1         
Term: it’simportant                  Term Frequency: 1         
Term: discrete                       Term Frequency: 1         
Term: achieving                      Term Frequency: 1         
Term: leastone                       Term Frequency: 1         
Term: 63                             Term Frequency: 1         
Term: whatform                       Term Frequency: 1         
Term: themselves                     Term Frequency: 1         
Term: 12thnew                        Term Frequency: 1         
Term: 74                             Term Frequency: 1         
Term: 77                             Term Frequency: 1         
Term: 80                             Term Frequency: 1         
Term: dssgdemo                       Term Frequency: 1         
Term: 87                             Term Frequency: 1         
Term: trivialtask                    Term Frequency: 1         
Term: routinely                      Term Frequency: 1         
Term: 96                             Term Frequency: 1         
Term: indica                         Term Frequency: 1         
Term: var                            Term Frequency: 1         
Term: lose                           Term Frequency: 1         
Term: gender                         Term Frequency: 1         
Term: 9thgrade                       Term Frequency: 1         
Term: wechose                        Term Frequency: 1         
Term: multipletrajectories           Term Frequency: 1         
Term: similarrelationship            Term Frequency: 1         
Term: 10.1145                        Term Frequency: 1         
Term: lifedisturbances               Term Frequency: 1         
Term: 12.4                           Term Frequency: 1         
Term: 10thpsatm                      Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: seems                          Term Frequency: 1         
Term: ifthe                          Term Frequency: 1         
Term: mattersfor                     Term Frequency: 1         
Term: 107,1997                       Term Frequency: 1         
Term: advantage                      Term Frequency: 1         
Term: exception                      Term Frequency: 1         
Term: markedly                       Term Frequency: 1         
Term: staying                        Term Frequency: 1         
Term: needsof                        Term Frequency: 1         
Term: planning                       Term Frequency: 1         
Term: adolescence                    Term Frequency: 1         
Term: modelwas                       Term Frequency: 1         
Term: usefulness                     Term Frequency: 1         
Term: least                          Term Frequency: 1         
Term: helpteachers                   Term Frequency: 1         
Term: immediately                    Term Frequency: 1         
Term: subsequently                   Term Frequency: 1         
Term: butcan                         Term Frequency: 1         
Term: reviewingstudent               Term Frequency: 1         
Term: addressing                     Term Frequency: 1         
Term: evidence                       Term Frequency: 1         
Term: els                            Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: wereprovided                   Term Frequency: 1         
Term: special                        Term Frequency: 1         
Term: noted                          Term Frequency: 1         
Term: environment                    Term Frequency: 1         
