Term: students                       Term Frequency: 59        
Term: likely                         Term Frequency: 4         
Term: unstructured                   Term Frequency: 4         
Term: activity                       Term Frequency: 4         
Term: previous                       Term Frequency: 4         
Term: ended                          Term Frequency: 4         
Term: analyses                       Term Frequency: 4         
Term: clear                          Term Frequency: 4         
Term: enrolled                       Term Frequency: 4         
Term: questions                      Term Frequency: 4         
Term: count                          Term Frequency: 4         
Term: 2001                           Term Frequency: 4         
Term: material                       Term Frequency: 4         
Term: 2013                           Term Frequency: 4         
Term: find                           Term Frequency: 4         
Term: selected                       Term Frequency: 4         
Term: intention                      Term Frequency: 4         
Term: interventions                  Term Frequency: 4         
Term: learners                       Term Frequency: 4         
Term: where                          Term Frequency: 4         
Term: show                           Term Frequency: 4         
Term: more                           Term Frequency: 4         
Term: simple                         Term Frequency: 4         
Term: completing                     Term Frequency: 4         
Term: see                            Term Frequency: 4         
Term: however                        Term Frequency: 4         
Term: filter                         Term Frequency: 4         
Term: only                           Term Frequency: 4         
Term: would                          Term Frequency: 3         
Term: outcomes                       Term Frequency: 3         
Term: information                    Term Frequency: 3         
Term: applied                        Term Frequency: 3         
Term: e.g                            Term Frequency: 3         
Term: less                           Term Frequency: 3         
Term: source                         Term Frequency: 3         
Term: fixed                          Term Frequency: 3         
Term: log                            Term Frequency: 3         
Term: heterogeneity                  Term Frequency: 3         
Term: part                           Term Frequency: 3         
Term: earn                           Term Frequency: 3         
Term: final                          Term Frequency: 3         
Term: training                       Term Frequency: 3         
Term: included                       Term Frequency: 3         
Term: empirical                      Term Frequency: 3         
Term: goals                          Term Frequency: 3         
Term: 12                             Term Frequency: 3         
Term: 14                             Term Frequency: 3         
Term: 20                             Term Frequency: 3         
Term: 21                             Term Frequency: 3         
Term: loop                           Term Frequency: 3         
Term: reliable                       Term Frequency: 3         
Term: 10.1145                        Term Frequency: 3         
Term: learn                          Term Frequency: 3         
Term: female                         Term Frequency: 3         
Term: wrote                          Term Frequency: 3         
Term: another                        Term Frequency: 3         
Term: might                          Term Frequency: 3         
Term: what                           Term Frequency: 3         
Term: study                          Term Frequency: 3         
Term: differences                    Term Frequency: 3         
Term: presented                      Term Frequency: 3         
Term: fold                           Term Frequency: 3         
Term: 5.0                            Term Frequency: 3         
Term: class                          Term Frequency: 3         
Term: very                           Term Frequency: 3         
Term: while                          Term Frequency: 3         
Term: single                         Term Frequency: 3         
Term: get                            Term Frequency: 3         
Term: self                           Term Frequency: 3         
Term: penalty                        Term Frequency: 3         
Term: achieve                        Term Frequency: 3         
Term: understand                     Term Frequency: 3         
Term: even                           Term Frequency: 3         
Term: prevalence                     Term Frequency: 3         
Term: interested                     Term Frequency: 3         
Term: dx.doi.org                     Term Frequency: 3         
Term: ways                           Term Frequency: 3         
Term: knowledge                      Term Frequency: 3         
Term: prior                          Term Frequency: 3         
Term: some                           Term Frequency: 3         
Term: 2012                           Term Frequency: 3         
Term: regression                     Term Frequency: 3         
Term: within                         Term Frequency: 3         
Term: since                          Term Frequency: 3         
Term: certificate                    Term Frequency: 3         
Term: reasons                        Term Frequency: 3         
Term: every                          Term Frequency: 3         
Term: during                         Term Frequency: 3         
Term: dropout                        Term Frequency: 3         
Term: intervention                   Term Frequency: 3         
Term: performance                    Term Frequency: 3         
Term: accuracy                       Term Frequency: 3         
Term: unlikely                       Term Frequency: 3         
Term: variation                      Term Frequency: 3         
Term: number                         Term Frequency: 3         
Term: likelihood                     Term Frequency: 3         
Term: other                          Term Frequency: 3         
Term: motivations                    Term Frequency: 3         
Term: removed                        Term Frequency: 3         
Term: copies                         Term Frequency: 3         
Term: unit                           Term Frequency: 3         
Term: row                            Term Frequency: 3         
Term: any                            Term Frequency: 3         
Term: completed                      Term Frequency: 3         
Term: worth                          Term Frequency: 3         
Term: collected                      Term Frequency: 3         
Term: both                           Term Frequency: 3         
Term: important                      Term Frequency: 3         
Term: phrase                         Term Frequency: 3         
Term: words                          Term Frequency: 3         
Term: column                         Term Frequency: 3         
Term: over                           Term Frequency: 3         
Term: advanced                       Term Frequency: 3         
Term: report                         Term Frequency: 3         
Term: several                        Term Frequency: 3         
Term: high                           Term Frequency: 3         
Term: tested                         Term Frequency: 3         
Term: between                        Term Frequency: 3         
Term: coefficients                   Term Frequency: 3         
Term: require                        Term Frequency: 2         
Term: statistical                    Term Frequency: 2         
Term: result                         Term Frequency: 2         
Term: good                           Term Frequency: 2         
Term: predicted                      Term Frequency: 2         
Term: translating                    Term Frequency: 2         
Term: behavioral                     Term Frequency: 2         
Term: 2.2                            Term Frequency: 2         
Term: 2.8                            Term Frequency: 2         
Term: upon                           Term Frequency: 2         
Term: improve                        Term Frequency: 2         
Term: times                          Term Frequency: 2         
Term: precourse                      Term Frequency: 2         
Term: does                           Term Frequency: 2         
Term: bias                           Term Frequency: 2         
Term: measured                       Term Frequency: 2         
Term: requires                       Term Frequency: 2         
Term: performed                      Term Frequency: 2         
Term: randomly                       Term Frequency: 2         
Term: shows                          Term Frequency: 2         
Term: shown                          Term Frequency: 2         
Term: perceived                      Term Frequency: 2         
Term: impact                         Term Frequency: 2         
Term: average                        Term Frequency: 2         
Term: compare                        Term Frequency: 2         
Term: rather                         Term Frequency: 2         
Term: interpret                      Term Frequency: 2         
Term: balance                        Term Frequency: 2         
Term: made                           Term Frequency: 2         
Term: contents                       Term Frequency: 2         
Term: 3.1                            Term Frequency: 2         
Term: doi                            Term Frequency: 2         
Term: dimensional                    Term Frequency: 2         
Term: subject                        Term Frequency: 2         
Term: logs                           Term Frequency: 2         
Term: above                          Term Frequency: 2         
Term: 10                             Term Frequency: 2         
Term: 18                             Term Frequency: 2         
Term: 19                             Term Frequency: 2         
Term: fluent                         Term Frequency: 2         
Term: 22                             Term Frequency: 2         
Term: 23                             Term Frequency: 2         
Term: 25                             Term Frequency: 2         
Term: long                           Term Frequency: 2         
Term: though                         Term Frequency: 2         
Term: coefficient                    Term Frequency: 2         
Term: interest                       Term Frequency: 2         
Term: step                           Term Frequency: 2         
Term: 41,946                         Term Frequency: 2         
Term: writing                        Term Frequency: 2         
Term: include                        Term Frequency: 2         
Term: estimation                     Term Frequency: 2         
Term: advantage                      Term Frequency: 2         
Term: because                        Term Frequency: 2         
Term: least                          Term Frequency: 2         
Term: matrix                         Term Frequency: 2         
Term: generated                      Term Frequency: 2         
Term: need                           Term Frequency: 2         
Term: career                         Term Frequency: 2         
Term: cell                           Term Frequency: 2         
Term: indicates                      Term Frequency: 2         
Term: strongest                      Term Frequency: 2         
Term: etc                            Term Frequency: 2         
Term: specific                       Term Frequency: 2         
Term: structured                     Term Frequency: 2         
Term: expectations                   Term Frequency: 2         
Term: completers                     Term Frequency: 2         
Term: 0.0761                         Term Frequency: 2         
Term: logistic                       Term Frequency: 2         
Term: excludes                       Term Frequency: 2         
Term: give                           Term Frequency: 2         
Term: indicator                      Term Frequency: 2         
Term: fee                            Term Frequency: 2         
Term: otherwise                      Term Frequency: 2         
Term: contribute                     Term Frequency: 2         
Term: why                            Term Frequency: 2         
Term: variance                       Term Frequency: 2         
Term: uses                           Term Frequency: 2         
Term: certification                  Term Frequency: 2         
Term: traditional                    Term Frequency: 2         
Term: contrast                       Term Frequency: 2         
Term: believ                         Term Frequency: 2         
Term: author                         Term Frequency: 2         
Term: pp                             Term Frequency: 2         
Term: increasingly                   Term Frequency: 2         
Term: recent                         Term Frequency: 2         
Term: regularized                    Term Frequency: 2         
Term: regularizer                    Term Frequency: 2         
Term: us                             Term Frequency: 2         
Term: gap                            Term Frequency: 2         
Term: cases                          Term Frequency: 2         
Term: teach                          Term Frequency: 2         
Term: reading                        Term Frequency: 2         
Term: succeed                        Term Frequency: 2         
Term: beyond                         Term Frequency: 2         
Term: problem                        Term Frequency: 2         
Term: terms                          Term Frequency: 2         
Term: method                         Term Frequency: 2         
Term: help                           Term Frequency: 2         
Term: follow                         Term Frequency: 2         
Term: sets                           Term Frequency: 2         
Term: days                           Term Frequency: 2         
Term: 6.1                            Term Frequency: 2         
Term: combined                       Term Frequency: 2         
Term: focus                          Term Frequency: 2         
Term: approach                       Term Frequency: 2         
Term: stemmed                        Term Frequency: 2         
Term: represents                     Term Frequency: 2         
Term: design                         Term Frequency: 2         
Term: want                           Term Frequency: 2         
Term: retention                      Term Frequency: 2         
Term: 28.9                           Term Frequency: 2         
Term: had                            Term Frequency: 2         
Term: has                            Term Frequency: 2         
Term: asking                         Term Frequency: 2         
Term: early                          Term Frequency: 2         
Term: applications                   Term Frequency: 2         
Term: choice                         Term Frequency: 2         
Term: potential                      Term Frequency: 2         
Term: reveals                        Term Frequency: 2         
Term: percent                        Term Frequency: 2         
Term: process                        Term Frequency: 2         
Term: listed                         Term Frequency: 2         
Term: series                         Term Frequency: 2         
Term: relatively                     Term Frequency: 2         
Term: dropped                        Term Frequency: 2         
Term: tracking                       Term Frequency: 2         
Term: action                         Term Frequency: 2         
Term: asks                           Term Frequency: 2         
Term: summer                         Term Frequency: 2         
Term: able                           Term Frequency: 2         
Term: task                           Term Frequency: 2         
Term: best                           Term Frequency: 2         
Term: psychologically                Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: fall                           Term Frequency: 2         
Term: insights                       Term Frequency: 2         
Term: bioinformatics                 Term Frequency: 2         
Term: error                          Term Frequency: 2         
Term: scope                          Term Frequency: 2         
Term: age                            Term Frequency: 2         
Term: college                        Term Frequency: 2         
Term: body                           Term Frequency: 2         
Term: 001                            Term Frequency: 2         
Term: name                           Term Frequency: 2         
Term: learner                        Term Frequency: 2         
Term: described                      Term Frequency: 2         
Term: job                            Term Frequency: 2         
Term: rest                           Term Frequency: 2         
Term: simply                         Term Frequency: 2         
Term: performs                       Term Frequency: 2         
Term: trained                        Term Frequency: 2         
Term: yeomans                        Term Frequency: 2         
Term: related                        Term Frequency: 2         
Term: subset                         Term Frequency: 2         
Term: inquiry                        Term Frequency: 2         
Term: directly                       Term Frequency: 2         
Term: focused                        Term Frequency: 2         
Term: total                          Term Frequency: 2         
Term: chance                         Term Frequency: 2         
Term: interesting                    Term Frequency: 2         
Term: 100                            Term Frequency: 2         
Term: counts                         Term Frequency: 2         
Term: makes                          Term Frequency: 2         
Term: written                        Term Frequency: 2         
Term: especially                     Term Frequency: 2         
Term: demonstrate                    Term Frequency: 2         
Term: higher                         Term Frequency: 2         
Term: successful                     Term Frequency: 2         
Term: goal                           Term Frequency: 2         
Term: range                          Term Frequency: 2         
Term: suggest                        Term Frequency: 2         
Term: predictor                      Term Frequency: 2         
Term: 8,16                           Term Frequency: 1         
Term: half                           Term Frequency: 1         
Term: 4,930                          Term Frequency: 1         
Term: size                           Term Frequency: 1         
Term: 10.2                           Term Frequency: 1         
Term: 6                              Term Frequency: 1         
Term: 8                              Term Frequency: 1         
Term: notable                        Term Frequency: 1         
Term: example                        Term Frequency: 1         
Term: gold                           Term Frequency: 1         
Term: minds                          Term Frequency: 1         
Term: characters                     Term Frequency: 1         
Term: after                          Term Frequency: 1         
Term: connect                        Term Frequency: 1         
Term: hand                           Term Frequency: 1         
Term: deploying                      Term Frequency: 1         
Term: predefined                     Term Frequency: 1         
Term: 1017                           Term Frequency: 1         
Term: others                         Term Frequency: 1         
Term: practic                        Term Frequency: 1         
Term: sparse                         Term Frequency: 1         
Term: scholars                       Term Frequency: 1         
Term: provided                       Term Frequency: 1         
Term: offs                           Term Frequency: 1         
Term: expanded                       Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: multiple                       Term Frequency: 1         
Term: virginia.edumailto:hgehlbach   Term Frequency: 1         
Term: 0.1816                         Term Frequency: 1         
Term: experiment                     Term Frequency: 1         
Term: considering                    Term Frequency: 1         
Term: matter                         Term Frequency: 1         
Term: too                            Term Frequency: 1         
Term: 1095                           Term Frequency: 1         
Term: produce                        Term Frequency: 1         
Term: 2.1                            Term Frequency: 1         
Term: 2.4                            Term Frequency: 1         
Term: 2.5                            Term Frequency: 1         
Term: 2.6                            Term Frequency: 1         
Term: constrains                     Term Frequency: 1         
Term: 2.9                            Term Frequency: 1         
Term: capital                        Term Frequency: 1         
Term: nested                         Term Frequency: 1         
Term: lag                            Term Frequency: 1         
Term: function                       Term Frequency: 1         
Term: quite                          Term Frequency: 1         
Term: stopwords                      Term Frequency: 1         
Term: including                      Term Frequency: 1         
Term: respond                        Term Frequency: 1         
Term: state                          Term Frequency: 1         
Term: enroll                         Term Frequency: 1         
Term: cut                            Term Frequency: 1         
Term: availability                   Term Frequency: 1         
Term: 4190                           Term Frequency: 1         
Term: desired                        Term Frequency: 1         
Term: reported                       Term Frequency: 1         
Term: situation                      Term Frequency: 1         
Term: dataset                        Term Frequency: 1         
Term: reflecting                     Term Frequency: 1         
Term: trackable                      Term Frequency: 1         
Term: develop                        Term Frequency: 1         
Term: converted                      Term Frequency: 1         
Term: page                           Term Frequency: 1         
Term: primary                        Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: lot                            Term Frequency: 1         
Term: 1998                           Term Frequency: 1         
Term: merely                         Term Frequency: 1         
Term: means                          Term Frequency: 1         
Term: initial                        Term Frequency: 1         
Term: tell                           Term Frequency: 1         
Term: 24.8                           Term Frequency: 1         
Term: combination                    Term Frequency: 1         
Term: created                        Term Frequency: 1         
Term: someone                        Term Frequency: 1         
Term: build                          Term Frequency: 1         
Term: interaction                    Term Frequency: 1         
Term: further                        Term Frequency: 1         
Term: methodology                    Term Frequency: 1         
Term: going                          Term Frequency: 1         
Term: whose                          Term Frequency: 1         
Term: relative                       Term Frequency: 1         
Term: possible                       Term Frequency: 1         
Term: carlyrobinson                  Term Frequency: 1         
Term: believing                      Term Frequency: 1         
Term: later                          Term Frequency: 1         
Term: signal                         Term Frequency: 1         
Term: test                           Term Frequency: 1         
Term: ssrn                           Term Frequency: 1         
Term: 33,396                         Term Frequency: 1         
Term: permission                     Term Frequency: 1         
Term: expands                        Term Frequency: 1         
Term: uni                            Term Frequency: 1         
Term: 2883851.2883932http            Term Frequency: 1         
Term: grams                          Term Frequency: 1         
Term: 3.2                            Term Frequency: 1         
Term: 3.3                            Term Frequency: 1         
Term: 3.7                            Term Frequency: 1         
Term: evaluate                       Term Frequency: 1         
Term: 3.9                            Term Frequency: 1         
Term: status                         Term Frequency: 1         
Term: curve                          Term Frequency: 1         
Term: cull                           Term Frequency: 1         
Term: 317                            Term Frequency: 1         
Term: credit                         Term Frequency: 1         
Term: residence                      Term Frequency: 1         
Term: intensive                      Term Frequency: 1         
Term: motivated                      Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: background                     Term Frequency: 1         
Term: attempting                     Term Frequency: 1         
Term: enrollment                     Term Frequency: 1         
Term: 02                             Term Frequency: 1         
Term: 04                             Term Frequency: 1         
Term: 2586847                        Term Frequency: 1         
Term: granted                        Term Frequency: 1         
Term: boxes                          Term Frequency: 1         
Term: 11                             Term Frequency: 1         
Term: 13                             Term Frequency: 1         
Term: 17                             Term Frequency: 1         
Term: outer                          Term Frequency: 1         
Term: certificates                   Term Frequency: 1         
Term: highest                        Term Frequency: 1         
Term: components                     Term Frequency: 1         
Term: 26                             Term Frequency: 1         
Term: outset                         Term Frequency: 1         
Term: 29                             Term Frequency: 1         
Term: believe                        Term Frequency: 1         
Term: relationship                   Term Frequency: 1         
Term: variables                      Term Frequency: 1         
Term: expression                     Term Frequency: 1         
Term: texts                          Term Frequency: 1         
Term: 47                             Term Frequency: 1         
Term: 398                            Term Frequency: 1         
Term: 0.0417                         Term Frequency: 1         
Term: 60                             Term Frequency: 1         
Term: 64                             Term Frequency: 1         
Term: 68                             Term Frequency: 1         
Term: 69                             Term Frequency: 1         
Term: needed                         Term Frequency: 1         
Term: 0.0428                         Term Frequency: 1         
Term: common                         Term Frequency: 1         
Term: 71                             Term Frequency: 1         
Term: 77                             Term Frequency: 1         
Term: 78                             Term Frequency: 1         
Term: apply                          Term Frequency: 1         
Term: 38.4                           Term Frequency: 1         
Term: 38.8                           Term Frequency: 1         
Term: stem                           Term Frequency: 1         
Term: 91                             Term Frequency: 1         
Term: preliminary                    Term Frequency: 1         
Term: controlling                    Term Frequency: 1         
Term: benchmark                      Term Frequency: 1         
Term: theory                         Term Frequency: 1         
Term: stated                         Term Frequency: 1         
Term: gender                         Term Frequency: 1         
Term: 2,6,13                         Term Frequency: 1         
Term: across                         Term Frequency: 1         
Term: naturally                      Term Frequency: 1         
Term: 12,16                          Term Frequency: 1         
Term: believed                       Term Frequency: 1         
Term: 12,22                          Term Frequency: 1         
Term: dimensions                     Term Frequency: 1         
Term: imbalance                      Term Frequency: 1         
Term: leadershipwill                 Term Frequency: 1         
Term: 2.3.1                          Term Frequency: 1         
Term: 2.3.2                          Term Frequency: 1         
Term: 12.4                           Term Frequency: 1         
Term: cleaned                        Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: modephysic                     Term Frequency: 1         
Term: parameter                      Term Frequency: 1         
Term: year                           Term Frequency: 1         
Term: leading                        Term Frequency: 1         
Term: selection                      Term Frequency: 1         
Term: detail                         Term Frequency: 1         
Term: 56.1                           Term Frequency: 1         
Term: 56.2                           Term Frequency: 1         
Term: 56.4                           Term Frequency: 1         
Term: certified                      Term Frequency: 1         
Term: materials                      Term Frequency: 1         
Term: http                           Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: precisely                      Term Frequency: 1         
Term: accomplish                     Term Frequency: 1         
Term: lines                          Term Frequency: 1         
Term: rich                           Term Frequency: 1         
Term: 30.4                           Term Frequency: 1         
Term: 4.5                            Term Frequency: 1         
Term: deliberate                     Term Frequency: 1         
Term: 0.0729                         Term Frequency: 1         
Term: narrow                         Term Frequency: 1         
Term: 0.0735                         Term Frequency: 1         
Term: acm.org                        Term Frequency: 1         
Term: asked                          Term Frequency: 1         
Term: rights                         Term Frequency: 1         
Term: administer                     Term Frequency: 1         
Term: stratified                     Term Frequency: 1         
Term: perception                     Term Frequency: 1         
Term: settings                       Term Frequency: 1         
Term: below                          Term Frequency: 1         
Term: 0.0707                         Term Frequency: 1         
Term: around                         Term Frequency: 1         
Term: rates                          Term Frequency: 1         
Term: engage                         Term Frequency: 1         
Term: remainder                      Term Frequency: 1         
Term: forms                          Term Frequency: 1         
Term: skills                         Term Frequency: 1         
Term: decided                        Term Frequency: 1         
Term: represented                    Term Frequency: 1         
Term: argues                         Term Frequency: 1         
Term: dictionary                     Term Frequency: 1         
Term: complexity                     Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: innov                          Term Frequency: 1         
Term: metric                         Term Frequency: 1         
Term: modelearn                      Term Frequency: 1         
Term: classes                        Term Frequency: 1         
Term: non                            Term Frequency: 1         
Term: lived                          Term Frequency: 1         
Term: ensures                        Term Frequency: 1         
Term: interpretable                  Term Frequency: 1         
Term: excluded                       Term Frequency: 1         
Term: catch                          Term Frequency: 1         
Term: 26.4                           Term Frequency: 1         
Term: promising                      Term Frequency: 1         
Term: probability                    Term Frequency: 1         
Term: limiting                       Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: determined                     Term Frequency: 1         
Term: browse                         Term Frequency: 1         
Term: 8,13,16                        Term Frequency: 1         
Term: gain                           Term Frequency: 1         
Term: older                          Term Frequency: 1         
Term: 0.1296                         Term Frequency: 1         
Term: hgehlbach                      Term Frequency: 1         
Term: 13.5                           Term Frequency: 1         
Term: 0.1222                         Term Frequency: 1         
Term: solely                         Term Frequency: 1         
Term: produced                       Term Frequency: 1         
Term: effect                         Term Frequency: 1         
Term: strive                         Term Frequency: 1         
Term: alone                          Term Frequency: 1         
Term: along                          Term Frequency: 1         
Term: designed                       Term Frequency: 1         
Term: approaches                     Term Frequency: 1         
Term: 57.9                           Term Frequency: 1         
Term: 1351                           Term Frequency: 1         
Term: bi                             Term Frequency: 1         
Term: 1354                           Term Frequency: 1         
Term: predictive                     Term Frequency: 1         
Term: exclude                        Term Frequency: 1         
Term: 5.2                            Term Frequency: 1         
Term: 5.3                            Term Frequency: 1         
Term: 5.7                            Term Frequency: 1         
Term: 5.9                            Term Frequency: 1         
Term: watching                       Term Frequency: 1         
Term: content                        Term Frequency: 1         
Term: rate                           Term Frequency: 1         
Term: skill                          Term Frequency: 1         
Term: digital                        Term Frequency: 1         
Term: form                           Term Frequency: 1         
Term: 503                            Term Frequency: 1         
Term: education.ucsb.eduhttp         Term Frequency: 1         
Term: presents                       Term Frequency: 1         
Term: contractions                   Term Frequency: 1         
Term: appeared                       Term Frequency: 1         
Term: four                           Term Frequency: 1         
Term: else                           Term Frequency: 1         
Term: context                        Term Frequency: 1         
Term: manipulation                   Term Frequency: 1         
Term: resulting                      Term Frequency: 1         
Term: eventually                     Term Frequency: 1         
Term: literature                     Term Frequency: 1         
Term: ability                        Term Frequency: 1         
Term: belief                         Term Frequency: 1         
Term: draw                           Term Frequency: 1         
Term: generally                      Term Frequency: 1         
Term: derivatives                    Term Frequency: 1         
Term: suggests                       Term Frequency: 1         
Term: 553                            Term Frequency: 1         
Term: sufficient                     Term Frequency: 1         
Term: chosen                         Term Frequency: 1         
Term: 570                            Term Frequency: 1         
Term: allows                         Term Frequency: 1         
Term: assessments                    Term Frequency: 1         
Term: determine                      Term Frequency: 1         
Term: estimate                       Term Frequency: 1         
Term: them                           Term Frequency: 1         
Term: lagging                        Term Frequency: 1         
Term: obtained                       Term Frequency: 1         
Term: decision                       Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: separate                       Term Frequency: 1         
Term: 0.0640                         Term Frequency: 1         
Term: 0.0649                         Term Frequency: 1         
Term: elicit                         Term Frequency: 1         
Term: un                             Term Frequency: 1         
Term: up                             Term Frequency: 1         
Term: extract                        Term Frequency: 1         
Term: failure                        Term Frequency: 1         
Term: wide                           Term Frequency: 1         
Term: software                       Term Frequency: 1         
Term: held                           Term Frequency: 1         
Term: csh3f                          Term Frequency: 1         
Term: come                           Term Frequency: 1         
Term: samples                        Term Frequency: 1         
Term: confounded                     Term Frequency: 1         
Term: tools                          Term Frequency: 1         
Term: capacity                       Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: own                            Term Frequency: 1         
Term: norm                           Term Frequency: 1         
Term: consequences                   Term Frequency: 1         
Term: efforts                        Term Frequency: 1         
Term: techniques                     Term Frequency: 1         
Term: 3,139                          Term Frequency: 1         
Term: line                           Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: earning                        Term Frequency: 1         
Term: inverse                        Term Frequency: 1         
Term: intent                         Term Frequency: 1         
Term: factors                        Term Frequency: 1         
Term: readability                    Term Frequency: 1         
Term: 2,097                          Term Frequency: 1         
Term: functions                      Term Frequency: 1         
Term: without                        Term Frequency: 1         
Term: deviations                     Term Frequency: 1         
Term: engag                          Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: licensed                       Term Frequency: 1         
Term: 6.2                            Term Frequency: 1         
Term: 5843                           Term Frequency: 1         
Term: novel                          Term Frequency: 1         
