Term: students                       Term Frequency: 111       
Term: 7                              Term Frequency: 11        
Term: while                          Term Frequency: 11        
Term: instructors                    Term Frequency: 11        
Term: diagrams                       Term Frequency: 11        
Term: level                          Term Frequency: 11        
Term: left                           Term Frequency: 11        
Term: new                            Term Frequency: 11        
Term: completion                     Term Frequency: 11        
Term: dents                          Term Frequency: 10        
Term: across                         Term Frequency: 10        
Term: understanding                  Term Frequency: 10        
Term: presented                      Term Frequency: 10        
Term: than                           Term Frequency: 10        
Term: video                          Term Frequency: 10        
Term: between                        Term Frequency: 10        
Term: quiz                           Term Frequency: 10        
Term: provide                        Term Frequency: 10        
Term: groups                         Term Frequency: 10        
Term: analyses                       Term Frequency: 10        
Term: exam                           Term Frequency: 10        
Term: participation                  Term Frequency: 10        
Term: 6                              Term Frequency: 9         
Term: d                              Term Frequency: 9         
Term: findings                       Term Frequency: 9         
Term: right                          Term Frequency: 9         
Term: states                         Term Frequency: 9         
Term: use                            Term Frequency: 9         
Term: 12                             Term Frequency: 9         
Term: weekly                         Term Frequency: 9         
Term: success                        Term Frequency: 9         
Term: has                            Term Frequency: 9         
Term: using                          Term Frequency: 9         
Term: week                           Term Frequency: 9         
Term: may                            Term Frequency: 9         
Term: behavior                       Term Frequency: 9         
Term: similar                        Term Frequency: 9         
Term: activity                       Term Frequency: 9         
Term: distribution                   Term Frequency: 9         
Term: prior                          Term Frequency: 9         
Term: interest                       Term Frequency: 8         
Term: been                           Term Frequency: 8         
Term: educational                    Term Frequency: 8         
Term: those                          Term Frequency: 8         
Term: example                        Term Frequency: 8         
Term: about                          Term Frequency: 8         
Term: when                           Term Frequency: 8         
Term: very                           Term Frequency: 8         
Term: assessments                    Term Frequency: 8         
Term: design                         Term Frequency: 8         
Term: some                           Term Frequency: 8         
Term: interactions                   Term Frequency: 8         
Term: visualization                  Term Frequency: 8         
Term: figure                         Term Frequency: 8         
Term: 13                             Term Frequency: 7         
Term: work                           Term Frequency: 7         
Term: rate                           Term Frequency: 7         
Term: i.e                            Term Frequency: 7         
Term: approach                       Term Frequency: 7         
Term: tion                           Term Frequency: 7         
Term: ways                           Term Frequency: 7         
Term: alternative                    Term Frequency: 7         
Term: based                          Term Frequency: 7         
Term: high                           Term Frequency: 7         
Term: key                            Term Frequency: 7         
Term: types                          Term Frequency: 7         
Term: platforms                      Term Frequency: 7         
Term: subgroup                       Term Frequency: 7         
Term: retention                      Term Frequency: 7         
Term: videos                         Term Frequency: 7         
Term: thecourse                      Term Frequency: 7         
Term: grade                          Term Frequency: 7         
Term: greater                        Term Frequency: 7         
Term: over                           Term Frequency: 7         
Term: 8                              Term Frequency: 6         
Term: after                          Term Frequency: 6         
Term: b                              Term Frequency: 6         
Term: further                        Term Frequency: 6         
Term: final                          Term Frequency: 6         
Term: 11                             Term Frequency: 6         
Term: 15                             Term Frequency: 6         
Term: 17                             Term Frequency: 6         
Term: 20                             Term Frequency: 6         
Term: many                           Term Frequency: 6         
Term: way                            Term Frequency: 6         
Term: differences                    Term Frequency: 6         
Term: massive                        Term Frequency: 6         
Term: area                           Term Frequency: 6         
Term: had                            Term Frequency: 6         
Term: point                          Term Frequency: 6         
Term: able                           Term Frequency: 6         
Term: however                        Term Frequency: 6         
Term: university                     Term Frequency: 6         
Term: subgroups                      Term Frequency: 6         
Term: particular                     Term Frequency: 6         
Term: complete                       Term Frequency: 6         
Term: linear                         Term Frequency: 6         
Term: material                       Term Frequency: 6         
Term: all                            Term Frequency: 6         
Term: where                          Term Frequency: 6         
Term: through                        Term Frequency: 6         
Term: review                         Term Frequency: 6         
Term: 9                              Term Frequency: 5         
Term: p                              Term Frequency: 5         
Term: shown                          Term Frequency: 5         
Term: areas                          Term Frequency: 5         
Term: researchers                    Term Frequency: 5         
Term: being                          Term Frequency: 5         
Term: 10                             Term Frequency: 5         
Term: 14                             Term Frequency: 5         
Term: advantage                      Term Frequency: 5         
Term: study                          Term Frequency: 5         
Term: topic                          Term Frequency: 5         
Term: revisiting                     Term Frequency: 5         
Term: de                             Term Frequency: 5         
Term: seen                           Term Frequency: 5         
Term: time                           Term Frequency: 5         
Term: insights                       Term Frequency: 5         
Term: ing                            Term Frequency: 5         
Term: providing                      Term Frequency: 5         
Term: show                           Term Frequency: 5         
Term: investigation                  Term Frequency: 5         
Term: output                         Term Frequency: 5         
Term: relative                       Term Frequency: 5         
Term: cumulative                     Term Frequency: 5         
Term: detailed                       Term Frequency: 5         
Term: submissions                    Term Frequency: 5         
Term: exploratory                    Term Frequency: 5         
Term: practice                       Term Frequency: 5         
Term: one                            Term Frequency: 5         
Term: support                        Term Frequency: 5         
Term: see                            Term Frequency: 5         
Term: current                        Term Frequency: 5         
Term: quizzes                        Term Frequency: 5         
Term: c                              Term Frequency: 4         
Term: s                              Term Frequency: 4         
Term: information                    Term Frequency: 4         
Term: provided                       Term Frequency: 4         
Term: provides                       Term Frequency: 4         
Term: viewing                        Term Frequency: 4         
Term: possible                       Term Frequency: 4         
Term: make                           Term Frequency: 4         
Term: 18                             Term Frequency: 4         
Term: users                          Term Frequency: 4         
Term: http                           Term Frequency: 4         
Term: useful                         Term Frequency: 4         
Term: 4.1                            Term Frequency: 4         
Term: ofthe                          Term Frequency: 4         
Term: rates                          Term Frequency: 4         
Term: plot                           Term Frequency: 4         
Term: easily                         Term Frequency: 4         
Term: previous                       Term Frequency: 4         
Term: type                           Term Frequency: 4         
Term: terms                          Term Frequency: 4         
Term: insight                        Term Frequency: 4         
Term: basis                          Term Frequency: 4         
Term: discussion                     Term Frequency: 4         
Term: diagram                        Term Frequency: 4         
Term: early                          Term Frequency: 4         
Term: distributions                  Term Frequency: 4         
Term: temporal                       Term Frequency: 4         
Term: cemca.org.in                   Term Frequency: 4         
Term: views                          Term Frequency: 4         
Term: would                          Term Frequency: 4         
Term: making                         Term Frequency: 4         
Term: inthe                          Term Frequency: 4         
Term: userfiles                      Term Frequency: 4         
Term: develop                        Term Frequency: 4         
Term: three                          Term Frequency: 4         
Term: sense                          Term Frequency: 4         
Term: detail                         Term Frequency: 4         
Term: indicates                      Term Frequency: 4         
Term: engage                         Term Frequency: 4         
Term: designs                        Term Frequency: 4         
Term: ckfinder                       Term Frequency: 4         
Term: levels                         Term Frequency: 4         
Term: traditional                    Term Frequency: 4         
Term: starting                       Term Frequency: 4         
Term: our                            Term Frequency: 4         
Term: own                            Term Frequency: 4         
Term: line                           Term Frequency: 4         
Term: process                        Term Frequency: 4         
Term: clear                          Term Frequency: 4         
Term: analytic                       Term Frequency: 4         
Term: 2011                           Term Frequency: 4         
Term: five                           Term Frequency: 4         
Term: covered                        Term Frequency: 4         
Term: metrics                        Term Frequency: 4         
Term: other                          Term Frequency: 4         
Term: results                        Term Frequency: 4         
Term: auditors                       Term Frequency: 4         
Term: case                           Term Frequency: 4         
Term: 100                            Term Frequency: 4         
Term: higher                         Term Frequency: 4         
Term: files                          Term Frequency: 4         
Term: 0                              Term Frequency: 3         
Term: same                           Term Frequency: 3         
Term: informative                    Term Frequency: 3         
Term: e.g                            Term Frequency: 3         
Term: top                            Term Frequency: 3         
Term: question                       Term Frequency: 3         
Term: con                            Term Frequency: 3         
Term: 200                            Term Frequency: 3         
Term: activities                     Term Frequency: 3         
Term: cur                            Term Frequency: 3         
Term: participate                    Term Frequency: 3         
Term: start                          Term Frequency: 3         
Term: required                       Term Frequency: 3         
Term: conceptual                     Term Frequency: 3         
Term: shows                          Term Frequency: 3         
Term: made                           Term Frequency: 3         
Term: 16                             Term Frequency: 3         
Term: unique                         Term Frequency: 3         
Term: 25                             Term Frequency: 3         
Term: 28                             Term Frequency: 3         
Term: 3n                             Term Frequency: 3         
Term: 68                             Term Frequency: 3         
Term: 69                             Term Frequency: 3         
Term: 6n                             Term Frequency: 3         
Term: platform                       Term Frequency: 3         
Term: often                          Term Frequency: 3         
Term: end                            Term Frequency: 3         
Term: education                      Term Frequency: 3         
Term: tions                          Term Frequency: 3         
Term: visualize                      Term Frequency: 3         
Term: below                          Term Frequency: 3         
Term: forms                          Term Frequency: 3         
Term: context                        Term Frequency: 3         
Term: likely                         Term Frequency: 3         
Term: grouped                        Term Frequency: 3         
Term: re                             Term Frequency: 3         
Term: us                             Term Frequency: 3         
Term: terns                          Term Frequency: 3         
Term: techniques                     Term Frequency: 3         
Term: sets                           Term Frequency: 3         
Term: understand                     Term Frequency: 3         
Term: last                           Term Frequency: 3         
Term: consistent                     Term Frequency: 3         
Term: thatstudents                   Term Frequency: 3         
Term: www.eecs.berkeley.edu          Term Frequency: 3         
Term: nodes                          Term Frequency: 3         
Term: eight                          Term Frequency: 3         
Term: ment                           Term Frequency: 3         
Term: dataanalysis                   Term Frequency: 3         
Term: post                           Term Frequency: 3         
Term: copies                         Term Frequency: 3         
Term: broken                         Term Frequency: 3         
Term: significant                    Term Frequency: 3         
Term: indicate                       Term Frequency: 3         
Term: developed                      Term Frequency: 3         
Term: social                         Term Frequency: 3         
Term: access                         Term Frequency: 3         
Term: available                      Term Frequency: 3         
Term: learninganalytics              Term Frequency: 3         
Term: statistical                    Term Frequency: 3         
Term: applied                        Term Frequency: 3         
Term: well                           Term Frequency: 3         
Term: riculum                        Term Frequency: 3         
Term: ofstudents                     Term Frequency: 3         
Term: 22,731                         Term Frequency: 3         
Term: computer                       Term Frequency: 3         
Term: initial                        Term Frequency: 3         
Term: down                           Term Frequency: 3         
Term: mak                            Term Frequency: 3         
Term: pdfhttp                        Term Frequency: 3         
Term: association                    Term Frequency: 3         
Term: sections                       Term Frequency: 3         
Term: completionrate                 Term Frequency: 3         
Term: include                        Term Frequency: 3         
Term: histogram                      Term Frequency: 3         
Term: specific                       Term Frequency: 3         
Term: attrition                      Term Frequency: 3         
Term: thetwo                         Term Frequency: 3         
Term: timization                     Term Frequency: 3         
Term: presents                       Term Frequency: 3         
Term: considerable                   Term Frequency: 3         
Term: allows                         Term Frequency: 3         
Term: determine                      Term Frequency: 3         
Term: understandingof                Term Frequency: 3         
Term: like                           Term Frequency: 3         
Term: pat                            Term Frequency: 3         
Term: despite                        Term Frequency: 3         
Term: inmoocs                        Term Frequency: 3         
Term: given                          Term Frequency: 3         
Term: typical                        Term Frequency: 3         
Term: general                        Term Frequency: 3         
Term: comes                          Term Frequency: 3         
Term: represent                      Term Frequency: 3         
Term: take                           Term Frequency: 3         
Term: just                           Term Frequency: 3         
Term: within                         Term Frequency: 3         
Term: numberof                       Term Frequency: 3         
Term: processes                      Term Frequency: 3         
Term: again                          Term Frequency: 3         
Term: crete                          Term Frequency: 3         
Term: resources                      Term Frequency: 3         
Term: diagnostic                     Term Frequency: 3         
Term: any                            Term Frequency: 3         
Term: view                           Term Frequency: 3         
Term: compared                       Term Frequency: 3         
Term: 109                            Term Frequency: 3         
Term: dent                           Term Frequency: 3         
Term: www.coursera.org               Term Frequency: 3         
Term: sub                            Term Frequency: 3         
Term: submission                     Term Frequency: 3         
Term: require                        Term Frequency: 2         
Term: role                           Term Frequency: 2         
Term: visualizing                    Term Frequency: 2         
Term: taking                         Term Frequency: 2         
Term: too                            Term Frequency: 2         
Term: remediation                    Term Frequency: 2         
Term: team                           Term Frequency: 2         
Term: surprising                     Term Frequency: 2         
Term: concept                        Term Frequency: 2         
Term: offerings                      Term Frequency: 2         
Term: studenttypes                   Term Frequency: 2         
Term: specifically                   Term Frequency: 2         
Term: enter                          Term Frequency: 2         
Term: grouping                       Term Frequency: 2         
Term: wereto                         Term Frequency: 2         
Term: created                        Term Frequency: 2         
Term: lectures                       Term Frequency: 2         
Term: finer                          Term Frequency: 2         
Term: compare                        Term Frequency: 2         
Term: did                            Term Frequency: 2         
Term: 300                            Term Frequency: 2         
Term: subject                        Term Frequency: 2         
Term: credit                         Term Frequency: 2         
Term: included                       Term Frequency: 2         
Term: attempting                     Term Frequency: 2         
Term: conform                        Term Frequency: 2         
Term: inform                         Term Frequency: 2         
Term: 19                             Term Frequency: 2         
Term: 24                             Term Frequency: 2         
Term: 27                             Term Frequency: 2         
Term: 30                             Term Frequency: 2         
Term: 32                             Term Frequency: 2         
Term: variables                      Term Frequency: 2         
Term: auditor                        Term Frequency: 2         
Term: 40                             Term Frequency: 2         
Term: seven                          Term Frequency: 2         
Term: 50                             Term Frequency: 2         
Term: 4n                             Term Frequency: 2         
Term: 66                             Term Frequency: 2         
Term: common                         Term Frequency: 2         
Term: 71                             Term Frequency: 2         
Term: theremainder                   Term Frequency: 2         
Term: bars                           Term Frequency: 2         
Term: mark                           Term Frequency: 2         
Term: preliminary                    Term Frequency: 2         
Term: 12.0                           Term Frequency: 2         
Term: seems                          Term Frequency: 2         
Term: instead                        Term Frequency: 2         
Term: 1,7614                         Term Frequency: 2         
Term: visual                         Term Frequency: 2         
Term: community                      Term Frequency: 2         
Term: learn                          Term Frequency: 2         
Term: tests                          Term Frequency: 2         
Term: gagement                       Term Frequency: 2         
Term: lines                          Term Frequency: 2         
Term: ent                            Term Frequency: 2         
Term: forum                          Term Frequency: 2         
Term: noted                          Term Frequency: 2         
Term: 4.2                            Term Frequency: 2         
Term: andthe                         Term Frequency: 2         
Term: pedagogy                       Term Frequency: 2         
Term: plots                          Term Frequency: 2         
Term: exams                          Term Frequency: 2         
Term: another                        Term Frequency: 2         
Term: nificant                       Term Frequency: 2         
Term: structured                     Term Frequency: 2         
Term: structures                     Term Frequency: 2         
Term: developing                     Term Frequency: 2         
Term: next                           Term Frequency: 2         
Term: far                            Term Frequency: 2         
Term: great                          Term Frequency: 2         
Term: fee                            Term Frequency: 2         
Term: few                            Term Frequency: 2         
Term: attention                      Term Frequency: 2         
Term: redesign                       Term Frequency: 2         
Term: en                             Term Frequency: 2         
Term: ex                             Term Frequency: 2         
Term: digital                        Term Frequency: 2         
Term: ability                        Term Frequency: 2         
Term: howstudents                    Term Frequency: 2         
Term: suggests                       Term Frequency: 2         
Term: sufficient                     Term Frequency: 2         
Term: discipline                     Term Frequency: 2         
Term: recent                         Term Frequency: 2         
Term: them                           Term Frequency: 2         
Term: concepts                       Term Frequency: 2         
Term: so                             Term Frequency: 2         
Term: decision                       Term Frequency: 2         
Term: analyzed                       Term Frequency: 2         
Term: remarkably                     Term Frequency: 2         
Term: quali                          Term Frequency: 2         
Term: ofengagement                   Term Frequency: 2         
Term: 60th                           Term Frequency: 2         
Term: 27.4                           Term Frequency: 2         
Term: observations                   Term Frequency: 2         
Term: thus                           Term Frequency: 2         
Term: educators                      Term Frequency: 2         
Term: much                           Term Frequency: 2         
Term: sights                         Term Frequency: 2         
Term: arcs                           Term Frequency: 2         
Term: adopted                        Term Frequency: 2         
Term: novel                          Term Frequency: 2         
Term: reports                        Term Frequency: 2         
Term: focus                          Term Frequency: 2         
Term: delivered                      Term Frequency: 2         
Term: classroom                      Term Frequency: 2         
Term: analyze                        Term Frequency: 2         
Term: particularly                   Term Frequency: 2         
Term: discussed                      Term Frequency: 2         
Term: opportunities                  Term Frequency: 2         
Term: extra                          Term Frequency: 2         
Term: circle                         Term Frequency: 2         
Term: entirely                       Term Frequency: 2         
Term: universities                   Term Frequency: 2         
Term: small                          Term Frequency: 2         
Term: before                         Term Frequency: 2         
Term: his                            Term Frequency: 2         
Term: repeatedly                     Term Frequency: 2         
Term: tive                           Term Frequency: 2         
Term: hoc                            Term Frequency: 2         
Term: although                       Term Frequency: 2         
Term: regression                     Term Frequency: 2         
Term: topics                         Term Frequency: 2         
Term: 51.5                           Term Frequency: 2         
Term: difficult                      Term Frequency: 2         
Term: 4.33                           Term Frequency: 2         
Term: clearly                        Term Frequency: 2         
Term: value                          Term Frequency: 2         
Term: previously                     Term Frequency: 2         
Term: isolation                      Term Frequency: 2         
Term: 52.7                           Term Frequency: 2         
Term: hypothesis                     Term Frequency: 2         
Term: completed                      Term Frequency: 2         
Term: similarities                   Term Frequency: 2         
Term: edinburgh                      Term Frequency: 2         
Term: watched                        Term Frequency: 2         
Term: important                      Term Frequency: 2         
Term: sheer                          Term Frequency: 2         
Term: differ                         Term Frequency: 2         
Term: mization                       Term Frequency: 2         
Term: related                        Term Frequency: 2         
Term: 6683                           Term Frequency: 2         
Term: canbe                          Term Frequency: 2         
Term: 18.1                           Term Frequency: 2         
Term: sion                           Term Frequency: 2         
Term: degree                         Term Frequency: 2         
Term: throughout                     Term Frequency: 2         
Term: 1842                           Term Frequency: 2         
Term: feedback                       Term Frequency: 2         
Term: assess                         Term Frequency: 2         
Term: only                           Term Frequency: 2         
Term: comparing                      Term Frequency: 2         
Term: limited                        Term Frequency: 2         
Term: outcomes                       Term Frequency: 2         
Term: size                           Term Frequency: 2         
Term: understandthe                  Term Frequency: 2         
Term: others                         Term Frequency: 2         
Term: lens                           Term Frequency: 2         
Term: considering                    Term Frequency: 2         
Term: inter                          Term Frequency: 2         
Term: hdl.handle.net                 Term Frequency: 2         
Term: respectively                   Term Frequency: 2         
Term: quite                          Term Frequency: 2         
Term: less                           Term Frequency: 2         
Term: institutions                   Term Frequency: 2         
Term: 3.50                           Term Frequency: 2         
Term: distribu                       Term Frequency: 2         
Term: formative                      Term Frequency: 2         
Term: teaching                       Term Frequency: 2         
Term: low                            Term Frequency: 2         
Term: interaction                    Term Frequency: 2         
Term: pass                           Term Frequency: 2         
Term: rather                         Term Frequency: 2         
Term: 42.1                           Term Frequency: 2         
Term: oflearning                     Term Frequency: 2         
Term: tailor                         Term Frequency: 2         
Term: meaningfully                   Term Frequency: 2         
Term: above                          Term Frequency: 2         
Term: substantial                    Term Frequency: 2         
Term: strategies                     Term Frequency: 2         
Term: advantageof                    Term Frequency: 2         
Term: because                        Term Frequency: 2         
Term: emerge                         Term Frequency: 2         
Term: htmlhttp                       Term Frequency: 2         
Term: indicated                      Term Frequency: 2         
Term: pages                          Term Frequency: 2         
Term: net                            Term Frequency: 2         
Term: took                           Term Frequency: 2         
Term: define                         Term Frequency: 2         
Term: remainder                      Term Frequency: 2         
Term: models                         Term Frequency: 2         
Term: permitted                      Term Frequency: 2         
Term: now                            Term Frequency: 2         
Term: delivery                       Term Frequency: 2         
Term: rise                           Term Frequency: 2         
Term: determined                     Term Frequency: 2         
Term: enables                        Term Frequency: 2         
Term: contained                      Term Frequency: 2         
Term: investigated                   Term Frequency: 2         
Term: communications                 Term Frequency: 2         
Term: 3119                           Term Frequency: 2         
Term: issue                          Term Frequency: 2         
Term: investigate                    Term Frequency: 2         
Term: brief                          Term Frequency: 2         
Term: conomics                       Term Frequency: 2         
Term: assist                         Term Frequency: 2         
Term: drop                           Term Frequency: 2         
Term: succeed                        Term Frequency: 2         
Term: out                            Term Frequency: 2         
Term: revise                         Term Frequency: 2         
Term: per                            Term Frequency: 2         
Term: kinds                          Term Frequency: 2         
Term: working                        Term Frequency: 2         
Term: emerging                       Term Frequency: 2         
Term: ofeducational                  Term Frequency: 2         
Term: pro                            Term Frequency: 2         
Term: continually                    Term Frequency: 2         
Term: methods                        Term Frequency: 2         
Term: consider                       Term Frequency: 2         
Term: classify                       Term Frequency: 2         
Term: jump                           Term Frequency: 2         
Term: population                     Term Frequency: 2         
Term: series                         Term Frequency: 2         
Term: thickness                      Term Frequency: 2         
Term: fied                           Term Frequency: 2         
Term: 20.6                           Term Frequency: 2         
Term: theyare                        Term Frequency: 2         
Term: additional                     Term Frequency: 2         
Term: 2004                           Term Frequency: 2         
Term: experiences                    Term Frequency: 2         
Term: appears                        Term Frequency: 2         
Term: sought                         Term Frequency: 2         
Term: segmented                      Term Frequency: 2         
Term: participationin                Term Frequency: 2         
Term: community’s                    Term Frequency: 2         
Term: undertaken                     Term Frequency: 2         
Term: processing                     Term Frequency: 2         
Term: every                          Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: moreover                       Term Frequency: 2         
Term: bottom                         Term Frequency: 2         
Term: currently                      Term Frequency: 2         
Term: micro                          Term Frequency: 2         
Term: years                          Term Frequency: 2         
Term: aim                            Term Frequency: 2         
Term: conducted                      Term Frequency: 2         
Term: consists                       Term Frequency: 2         
Term: legend                         Term Frequency: 2         
Term: broader                        Term Frequency: 2         
Term: name                           Term Frequency: 2         
Term: introduce                      Term Frequency: 2         
Term: participating                  Term Frequency: 2         
Term: broadly                        Term Frequency: 2         
Term: most                           Term Frequency: 2         
Term: latter                         Term Frequency: 2         
Term: bar                            Term Frequency: 2         
Term: switched                       Term Frequency: 2         
Term: sig                            Term Frequency: 2         
Term: large                          Term Frequency: 2         
Term: change                         Term Frequency: 2         
Term: range                          Term Frequency: 2         
Term: suggest                        Term Frequency: 2         
Term: cal                            Term Frequency: 2         
Term: click                          Term Frequency: 1         
Term: cer                            Term Frequency: 1         
Term: obvious                        Term Frequency: 1         
Term: good                           Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: fectively                      Term Frequency: 1         
Term: multiple                       Term Frequency: 1         
Term: better                         Term Frequency: 1         
Term: tween                          Term Frequency: 1         
Term: 21st                           Term Frequency: 1         
Term: twoweeks                       Term Frequency: 1         
Term: learninganalytic               Term Frequency: 1         
Term: novelhypothesis                Term Frequency: 1         
Term: gained                         Term Frequency: 1         
Term: order                          Term Frequency: 1         
Term: anal                           Term Frequency: 1         
Term: granularity                    Term Frequency: 1         
Term: toa                            Term Frequency: 1         
Term: thenumber                      Term Frequency: 1         
Term: providersare                   Term Frequency: 1         
Term: 1094                           Term Frequency: 1         
Term: disengage                      Term Frequency: 1         
Term: com                            Term Frequency: 1         
Term: andtheir                       Term Frequency: 1         
Term: videolectures                  Term Frequency: 1         
Term: audittrails                    Term Frequency: 1         
Term: times                          Term Frequency: 1         
Term: 215                            Term Frequency: 1         
Term: cre                            Term Frequency: 1         
Term: designmay                      Term Frequency: 1         
Term: analyt                         Term Frequency: 1         
Term: respond                        Term Frequency: 1         
Term: forvisualization               Term Frequency: 1         
Term: reported                       Term Frequency: 1         
Term: watch                          Term Frequency: 1         
Term: reflecting                     Term Frequency: 1         
Term: researchershave                Term Frequency: 1         
Term: participant                    Term Frequency: 1         
Term: 1312.2159                      Term Frequency: 1         
Term: starts                         Term Frequency: 1         
Term: tech                           Term Frequency: 1         
Term: campus                         Term Frequency: 1         
Term: suited                         Term Frequency: 1         
Term: notthe                         Term Frequency: 1         
Term: whichcover                     Term Frequency: 1         
Term: motivationalbeliefs            Term Frequency: 1         
Term: course’s                       Term Frequency: 1         
Term: struc                          Term Frequency: 1         
Term: short                          Term Frequency: 1         
Term: reducing                       Term Frequency: 1         
Term: funnel                         Term Frequency: 1         
Term: consistency                    Term Frequency: 1         
Term: sessions                       Term Frequency: 1         
Term: participants91to               Term Frequency: 1         
Term: deemed                         Term Frequency: 1         
Term: 1,500word                      Term Frequency: 1         
Term: requires                       Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: greatadvantage                 Term Frequency: 1         
Term: appearvery                     Term Frequency: 1         
Term: outlines                       Term Frequency: 1         
Term: isstill                        Term Frequency: 1         
Term: day                            Term Frequency: 1         
Term: format                         Term Frequency: 1         
Term: 1978.71                        Term Frequency: 1         
Term: ferent                         Term Frequency: 1         
Term: tostudents                     Term Frequency: 1         
Term: distinc                        Term Frequency: 1         
Term: built                          Term Frequency: 1         
Term: 2422                           Term Frequency: 1         
Term: examining                      Term Frequency: 1         
Term: incides                        Term Frequency: 1         
Term: impact                         Term Frequency: 1         
Term: term                           Term Frequency: 1         
Term: 2453                           Term Frequency: 1         
Term: under                          Term Frequency: 1         
Term: betweenstudents                Term Frequency: 1         
Term: dif                            Term Frequency: 1         
Term: 2474                           Term Frequency: 1         
Term: test                           Term Frequency: 1         
Term: finally                        Term Frequency: 1         
Term: adminis                        Term Frequency: 1         
Term: graph                          Term Frequency: 1         
Term: cohort                         Term Frequency: 1         
Term: partic                         Term Frequency: 1         
Term: concerns                       Term Frequency: 1         
Term: 115n                           Term Frequency: 1         
Term: thirdweek                      Term Frequency: 1         
Term: helping                        Term Frequency: 1         
Term: orstudent                      Term Frequency: 1         
Term: 1184                           Term Frequency: 1         
Term: revealed                       Term Frequency: 1         
Term: text                           Term Frequency: 1         
Term: 3.1                            Term Frequency: 1         
Term: curve                          Term Frequency: 1         
Term: particularweek                 Term Frequency: 1         
Term: isrevealed                     Term Frequency: 1         
Term: stream                         Term Frequency: 1         
Term: knowl                          Term Frequency: 1         
Term: ure                            Term Frequency: 1         
Term: thier                          Term Frequency: 1         
Term: toobserve                      Term Frequency: 1         
Term: main                           Term Frequency: 1         
Term: logs                           Term Frequency: 1         
Term: 6,633                          Term Frequency: 1         
Term: attritionalso                  Term Frequency: 1         
Term: diagnosticsassociated          Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: 07                             Term Frequency: 1         
Term: released                       Term Frequency: 1         
Term: shortcoming                    Term Frequency: 1         
Term: 369                            Term Frequency: 1         
Term: 21                             Term Frequency: 1         
Term: 22                             Term Frequency: 1         
Term: switching                      Term Frequency: 1         
Term: 26                             Term Frequency: 1         
Term: customization                  Term Frequency: 1         
Term: participated                   Term Frequency: 1         
Term: 29                             Term Frequency: 1         
Term: examines                       Term Frequency: 1         
Term: 1st                            Term Frequency: 1         
Term: relationship                   Term Frequency: 1         
Term: 31                             Term Frequency: 1         
Term: 39                             Term Frequency: 1         
Term: 46                             Term Frequency: 1         
Term: 49                             Term Frequency: 1         
Term: rapid                          Term Frequency: 1         
Term: numbers                        Term Frequency: 1         
Term: 53                             Term Frequency: 1         
Term: 55                             Term Frequency: 1         
Term: 57                             Term Frequency: 1         
Term: 60                             Term Frequency: 1         
Term: 61                             Term Frequency: 1         
Term: 63                             Term Frequency: 1         
Term: 64                             Term Frequency: 1         
Term: 65                             Term Frequency: 1         
Term: knowledgeto                    Term Frequency: 1         
