Term: learners                       Term Frequency: 128       
Term: 32                             Term Frequency: 2         
Term: 34                             Term Frequency: 2         
Term: 37                             Term Frequency: 2         
Term: 38                             Term Frequency: 2         
Term: 39                             Term Frequency: 2         
Term: thatof                         Term Frequency: 2         
Term: creased                        Term Frequency: 2         
Term: controlled                     Term Frequency: 2         
Term: 44                             Term Frequency: 2         
Term: 46                             Term Frequency: 2         
Term: seven                          Term Frequency: 2         
Term: 54                             Term Frequency: 2         
Term: 57                             Term Frequency: 2         
Term: 59                             Term Frequency: 2         
Term: 12,294                         Term Frequency: 2         
Term: achieving                      Term Frequency: 2         
Term: 77                             Term Frequency: 2         
Term: 80                             Term Frequency: 2         
Term: 46.71                          Term Frequency: 2         
Term: 25.0                           Term Frequency: 2         
Term: 10.1145                        Term Frequency: 2         
Term: acterized                      Term Frequency: 2         
Term: exception                      Term Frequency: 2         
Term: generated                      Term Frequency: 2         
Term: tests                          Term Frequency: 2         
Term: http                           Term Frequency: 2         
Term: alignment                      Term Frequency: 2         
Term: collectivism                   Term Frequency: 2         
Term: end                            Term Frequency: 2         
Term: 4.2                            Term Frequency: 2         
Term: slightly                       Term Frequency: 2         
Term: shape                          Term Frequency: 2         
Term: authors                        Term Frequency: 2         
Term: visualiza                      Term Frequency: 2         
Term: visualize                      Term Frequency: 2         
Term: 0.008                          Term Frequency: 2         
Term: harder                         Term Frequency: 2         
Term: skills                         Term Frequency: 2         
Term: remain                         Term Frequency: 2         
Term: expected                       Term Frequency: 2         
Term: monitoring                     Term Frequency: 2         
Term: technological                  Term Frequency: 2         
Term: yourgoal                       Term Frequency: 2         
Term: urban                          Term Frequency: 2         
Term: plan                           Term Frequency: 2         
Term: web                            Term Frequency: 2         
Term: tural                          Term Frequency: 2         
Term: fee                            Term Frequency: 2         
Term: few                            Term Frequency: 2         
Term: culturalcontext                Term Frequency: 2         
Term: integrated                     Term Frequency: 2         
Term: analyzing                      Term Frequency: 2         
Term: fromthe                        Term Frequency: 2         
Term: addition                       Term Frequency: 2         
Term: enabling                       Term Frequency: 2         
Term: di                             Term Frequency: 2         
Term: needs                          Term Frequency: 2         
Term: patterns                       Term Frequency: 2         
Term: ex                             Term Frequency: 2         
Term: 5.2                            Term Frequency: 2         
Term: 5.3                            Term Frequency: 2         
Term: 5.4                            Term Frequency: 2         
Term: fo                             Term Frequency: 2         
Term: watching                       Term Frequency: 2         
Term: relationships                  Term Frequency: 2         
Term: easily                         Term Frequency: 2         
Term: contrast                       Term Frequency: 2         
Term: alteration                     Term Frequency: 2         
Term: tolerance                      Term Frequency: 2         
Term: ps                             Term Frequency: 2         
Term: px                             Term Frequency: 2         
Term: re                             Term Frequency: 2         
Term: us                             Term Frequency: 2         
Term: failure                        Term Frequency: 2         
Term: similarity                     Term Frequency: 2         
Term: previous                       Term Frequency: 2         
Term: held                           Term Frequency: 2         
Term: type                           Term Frequency: 2         
Term: beyond                         Term Frequency: 2         
Term: youto                          Term Frequency: 2         
Term: mastery                        Term Frequency: 2         
Term: committed                      Term Frequency: 2         
Term: osf.io                         Term Frequency: 2         
Term: success                        Term Frequency: 2         
Term: approach                       Term Frequency: 2         
Term: classroom                      Term Frequency: 2         
Term: whether                        Term Frequency: 2         
Term: performing                     Term Frequency: 2         
Term: chart                          Term Frequency: 2         
Term: align                          Term Frequency: 2         
Term: dx.doi.org                     Term Frequency: 2         
Term: video                          Term Frequency: 2         
Term: 15.5                           Term Frequency: 2         
Term: small                          Term Frequency: 2         
Term: 45.70                          Term Frequency: 2         
Term: point                          Term Frequency: 2         
Term: visits                         Term Frequency: 2         
Term: tive                           Term Frequency: 2         
Term: dimension                      Term Frequency: 2         
Term: been                           Term Frequency: 2         
Term: diverse                        Term Frequency: 2         
Term: ualist                         Term Frequency: 2         
Term: opportunity                    Term Frequency: 2         
Term: 7.0                            Term Frequency: 2         
Term: meet                           Term Frequency: 2         
Term: 726                            Term Frequency: 2         
Term: although                       Term Frequency: 2         
Term: 746                            Term Frequency: 2         
Term: afford                         Term Frequency: 2         
Term: explored                       Term Frequency: 2         
Term: 771                            Term Frequency: 2         
Term: able                           Term Frequency: 2         
Term: solution                       Term Frequency: 2         
Term: upward                         Term Frequency: 2         
Term: fact                           Term Frequency: 2         
Term: finding                        Term Frequency: 2         
Term: ity                            Term Frequency: 2         
Term: behave                         Term Frequency: 2         
Term: identify                       Term Frequency: 2         
Term: testing                        Term Frequency: 2         
Term: gests                          Term Frequency: 2         
Term: tributes                       Term Frequency: 2         
Term: points                         Term Frequency: 2         
Term: cos.io                         Term Frequency: 2         
Term: facilitate                     Term Frequency: 2         
Term: application                    Term Frequency: 2         
Term: hypothesis                     Term Frequency: 2         
Term: behaviorand                    Term Frequency: 2         
Term: worth                          Term Frequency: 2         
Term: prereg                         Term Frequency: 2         
Term: either                         Term Frequency: 2         
Term: worse                          Term Frequency: 2         
Term: explanatory                    Term Frequency: 2         
Term: author’s                       Term Frequency: 2         
Term: www.edx.org                    Term Frequency: 2         
Term: differ                         Term Frequency: 2         
Term: comple                         Term Frequency: 2         
Term: offered                        Term Frequency: 2         
Term: compar                         Term Frequency: 2         
Term: expertsearchers                Term Frequency: 2         
Term: inlearner                      Term Frequency: 2         
Term: works                          Term Frequency: 2         
Term: focused                        Term Frequency: 2         
Term: editions                       Term Frequency: 2         
Term: access                         Term Frequency: 2         
Term: key                            Term Frequency: 2         
Term: degree                         Term Frequency: 2         
Term: following                      Term Frequency: 2         
Term: 2,352                          Term Frequency: 2         
Term: lead                           Term Frequency: 2         
Term: culturally                     Term Frequency: 2         
Term: parison                        Term Frequency: 2         
Term: theresults                     Term Frequency: 2         
Term: example                        Term Frequency: 2         
Term: individ                        Term Frequency: 2         
Term: well                           Term Frequency: 2         
Term: gains                          Term Frequency: 2         
Term: considering                    Term Frequency: 2         
Term: binary                         Term Frequency: 2         
Term: exhibiting                     Term Frequency: 2         
Term: 8,137                          Term Frequency: 2         
Term: tional                         Term Frequency: 2         
Term: teaches                        Term Frequency: 2         
Term: teacher                        Term Frequency: 2         
Term: 19.9                           Term Frequency: 2         
Term: 3.44                           Term Frequency: 2         
Term: 3.42                           Term Frequency: 2         
Term: let                            Term Frequency: 2         
Term: 3.62                           Term Frequency: 2         
Term: aspects                        Term Frequency: 2         
Term: framings                       Term Frequency: 2         
Term: computed                       Term Frequency: 2         
Term: 1991                           Term Frequency: 2         
Term: educationlearners              Term Frequency: 2         
Term: 1999                           Term Frequency: 2         
Term: particular                     Term Frequency: 2         
Term: part                           Term Frequency: 2         
Term: acrossthe                      Term Frequency: 2         
Term: past                           Term Frequency: 2         
Term: indi                           Term Frequency: 2         
Term: down                           Term Frequency: 2         
Term: hypothesized                   Term Frequency: 2         
Term: whereas                        Term Frequency: 2         
Term: behaviorto                     Term Frequency: 2         
Term: background                     Term Frequency: 2         
Term: mea                            Term Frequency: 2         
Term: appeal                         Term Frequency: 2         
Term: associated                     Term Frequency: 2         
Term: forced                         Term Frequency: 2         
Term: solutions                      Term Frequency: 2         
Term: paced                          Term Frequency: 2         
Term: relation                       Term Frequency: 2         
Term: among                          Term Frequency: 2         
Term: forthe                         Term Frequency: 2         
Term: tutoring                       Term Frequency: 2         
Term: dimensions                     Term Frequency: 2         
Term: variable                       Term Frequency: 2         
Term: leading                        Term Frequency: 2         
Term: significance                   Term Frequency: 2         
Term: indicates                      Term Frequency: 2         
Term: define                         Term Frequency: 2         
Term: engage                         Term Frequency: 2         
Term: learnerswith                   Term Frequency: 2         
Term: supported                      Term Frequency: 2         
Term: successfullearners             Term Frequency: 2         
