Term: students                       Term Frequency: 34        
Term: drafts                         Term Frequency: 2         
Term: participa                      Term Frequency: 2         
Term: develops                       Term Frequency: 2         
Term: ed                             Term Frequency: 2         
Term: teachers                       Term Frequency: 2         
Term: skill                          Term Frequency: 2         
Term: go                             Term Frequency: 2         
Term: form                           Term Frequency: 2         
Term: significantly                  Term Frequency: 2         
Term: very                           Term Frequency: 2         
Term: likely                         Term Frequency: 2         
Term: graded                         Term Frequency: 2         
Term: 02454                          Term Frequency: 2         
Term: them                           Term Frequency: 2         
Term: re                             Term Frequency: 2         
Term: solve                          Term Frequency: 2         
Term: astudent                       Term Frequency: 2         
Term: succeed                        Term Frequency: 2         
Term: method                         Term Frequency: 2         
Term: help                           Term Frequency: 2         
Term: own                            Term Frequency: 2         
Term: sent                           Term Frequency: 2         
Term: purpose                        Term Frequency: 2         
Term: weekly                         Term Frequency: 2         
Term: combines                       Term Frequency: 2         
Term: par                            Term Frequency: 2         
Term: lack                           Term Frequency: 2         
Term: success                        Term Frequency: 2         
Term: even                           Term Frequency: 2         
Term: environments                   Term Frequency: 2         
Term: earlier                        Term Frequency: 2         
Term: school                         Term Frequency: 2         
Term: effort                         Term Frequency: 2         
Term: having                         Term Frequency: 2         
Term: clicking                       Term Frequency: 2         
Term: his                            Term Frequency: 2         
Term: process                        Term Frequency: 2         
Term: mean                           Term Frequency: 2         
Term: been                           Term Frequency: 2         
Term: knowledge                      Term Frequency: 2         
Term: prior                          Term Frequency: 2         
Term: 2012                           Term Frequency: 2         
Term: 2005                           Term Frequency: 2         
Term: home                           Term Frequency: 2         
Term: explored                       Term Frequency: 2         
Term: together                       Term Frequency: 2         
Term: ticipation                     Term Frequency: 2         
Term: regardless                     Term Frequency: 2         
Term: present                        Term Frequency: 2         
Term: problems                       Term Frequency: 2         
Term: based                          Term Frequency: 2         
Term: anonline                       Term Frequency: 2         
Term: reasons                        Term Frequency: 2         
Term: every                          Term Frequency: 2         
Term: enable                         Term Frequency: 2         
Term: tracked                        Term Frequency: 2         
Term: thecourse                      Term Frequency: 2         
Term: intervention                   Term Frequency: 2         
Term: track                          Term Frequency: 2         
Term: currently                      Term Frequency: 2         
Term: accuracy                       Term Frequency: 2         
Term: close                          Term Frequency: 2         
Term: copies                         Term Frequency: 2         
Term: any                            Term Frequency: 2         
Term: until                          Term Frequency: 2         
Term: completed                      Term Frequency: 2         
Term: where                          Term Frequency: 2         
Term: helpful                        Term Frequency: 2         
Term: those                          Term Frequency: 2         
Term: significant                    Term Frequency: 2         
Term: failing                        Term Frequency: 2         
Term: kind                           Term Frequency: 2         
Term: bad                            Term Frequency: 2         
Term: see                            Term Frequency: 2         
Term: developed                      Term Frequency: 2         
Term: related                        Term Frequency: 2         
Term: misses                         Term Frequency: 2         
Term: several                        Term Frequency: 2         
Term: relevant                       Term Frequency: 2         
Term: scored                         Term Frequency: 2         
Term: encouraged                     Term Frequency: 2         
Term: available                      Term Frequency: 2         
Term: higher                         Term Frequency: 2         
Term: technology                     Term Frequency: 2         
Term: feedback                       Term Frequency: 2         
Term: submission                     Term Frequency: 2         
Term: previousgrades                 Term Frequency: 1         
Term: outcomes                       Term Frequency: 1         
Term: bytracking                     Term Frequency: 1         
Term: require                        Term Frequency: 1         
Term: click                          Term Frequency: 1         
Term: cooperative                    Term Frequency: 1         
Term: aconstructive                  Term Frequency: 1         
Term: accessible                     Term Frequency: 1         
Term: result                         Term Frequency: 1         
Term: participationdata              Term Frequency: 1         
Term: data1                          Term Frequency: 1         
Term: resolve                        Term Frequency: 1         
Term: analytics                      Term Frequency: 1         
Term: applied                        Term Frequency: 1         
Term: provided                       Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: enhancing                      Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: room                           Term Frequency: 1         
Term: gling                          Term Frequency: 1         
Term: gains                          Term Frequency: 1         
Term: flow                           Term Frequency: 1         
Term: order                          Term Frequency: 1         
Term: save                           Term Frequency: 1         
Term: thenumber                      Term Frequency: 1         
Term: top                            Term Frequency: 1         
Term: produce                        Term Frequency: 1         
Term: regard                         Term Frequency: 1         
Term: 2.5                            Term Frequency: 1         
Term: studentco                      Term Frequency: 1         
Term: importantto                    Term Frequency: 1         
Term: effective                      Term Frequency: 1         
Term: tional                         Term Frequency: 1         
Term: direction                      Term Frequency: 1         
Term: platformfor                    Term Frequency: 1         
Term: opening                        Term Frequency: 1         
Term: respond                        Term Frequency: 1         
Term: justtechnical                  Term Frequency: 1         
Term: strug                          Term Frequency: 1         
Term: worked                         Term Frequency: 1         
Term: pact                           Term Frequency: 1         
Term: liable                         Term Frequency: 1         
Term: wasturned                      Term Frequency: 1         
Term: gener                          Term Frequency: 1         
Term: remainsan                      Term Frequency: 1         
Term: 240                            Term Frequency: 1         
Term: 249                            Term Frequency: 1         
Term: does                           Term Frequency: 1         
Term: 259                            Term Frequency: 1         
Term: situation                      Term Frequency: 1         
Term: 265                            Term Frequency: 1         
Term: havingaccess                   Term Frequency: 1         
Term: source                         Term Frequency: 1         
Term: 270                            Term Frequency: 1         
Term: widely                         Term Frequency: 1         
Term: 283                            Term Frequency: 1         
Term: couldlook                      Term Frequency: 1         
Term: 470032                         Term Frequency: 1         
Term: full                           Term Frequency: 1         
Term: away                           Term Frequency: 1         
Term: motivation                     Term Frequency: 1         
Term: lowgrade                       Term Frequency: 1         
Term: tribution                      Term Frequency: 1         
Term: start                          Term Frequency: 1         
Term: reducing                       Term Frequency: 1         
Term: observeand                     Term Frequency: 1         
Term: provide                        Term Frequency: 1         
Term: primary                        Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: iscompleted                    Term Frequency: 1         
Term: lot                            Term Frequency: 1         
Term: 1998                           Term Frequency: 1         
Term: pand                           Term Frequency: 1         
Term: student’sparticipation         Term Frequency: 1         
Term: shows                          Term Frequency: 1         
Term: format                         Term Frequency: 1         
Term: afew                           Term Frequency: 1         
Term: thecommons                     Term Frequency: 1         
Term: introduction                   Term Frequency: 1         
Term: browsed                        Term Frequency: 1         
Term: gradeis                        Term Frequency: 1         
Term: third                          Term Frequency: 1         
Term: potentialproblems              Term Frequency: 1         
Term: path                           Term Frequency: 1         
Term: preventing                     Term Frequency: 1         
Term: impact                         Term Frequency: 1         
Term: assigned                       Term Frequency: 1         
Term: formatting                     Term Frequency: 1         
Term: associatedto                   Term Frequency: 1         
Term: 1111                           Term Frequency: 1         
Term: modelthat                      Term Frequency: 1         
Term: right                          Term Frequency: 1         
Term: maximum                        Term Frequency: 1         
Term: exemplary                      Term Frequency: 1         
Term: dis                            Term Frequency: 1         
Term: havean                         Term Frequency: 1         
Term: technologymight                Term Frequency: 1         
Term: rather                         Term Frequency: 1         
Term: back                           Term Frequency: 1         
Term: title                          Term Frequency: 1         
Term: beennotified                   Term Frequency: 1         
Term: length                         Term Frequency: 1         
Term: 0.41                           Term Frequency: 1         
Term: 0.36                           Term Frequency: 1         
Term: apost                          Term Frequency: 1         
Term: thescale                       Term Frequency: 1         
Term: materialwhen                   Term Frequency: 1         
Term: usually                        Term Frequency: 1         
Term: made                           Term Frequency: 1         
Term: bythe                          Term Frequency: 1         
Term: contents                       Term Frequency: 1         
Term: 3.1                            Term Frequency: 1         
Term: 3.2                            Term Frequency: 1         
Term: 3.3                            Term Frequency: 1         
Term: foradditional                  Term Frequency: 1         
Term: 2004.266                       Term Frequency: 1         
Term: man                            Term Frequency: 1         
Term: ure                            Term Frequency: 1         
Term: 0.83                           Term Frequency: 1         
Term: timespent                      Term Frequency: 1         
Term: onecould                       Term Frequency: 1         
Term: intensive                      Term Frequency: 1         
Term: likes                          Term Frequency: 1         
Term: ideas                          Term Frequency: 1         
Term: becomes                        Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: mea                            Term Frequency: 1         
Term: forpersonal                    Term Frequency: 1         
Term: due                            Term Frequency: 1         
Term: interpreting                   Term Frequency: 1         
Term: 04                             Term Frequency: 1         
Term: depend                         Term Frequency: 1         
Term: granted                        Term Frequency: 1         
Term: theclass                       Term Frequency: 1         
Term: labor                          Term Frequency: 1         
Term: 25                             Term Frequency: 1         
Term: 26                             Term Frequency: 1         
Term: 29                             Term Frequency: 1         
Term: mix                            Term Frequency: 1         
Term: 31                             Term Frequency: 1         
Term: 34                             Term Frequency: 1         
Term: strategies                     Term Frequency: 1         
Term: bined                          Term Frequency: 1         
Term: collaboration                  Term Frequency: 1         
Term: associated                     Term Frequency: 1         
Term: exploredstudent                Term Frequency: 1         
Term: holds                          Term Frequency: 1         
Term: 44                             Term Frequency: 1         
Term: numbers                        Term Frequency: 1         
Term: 50                             Term Frequency: 1         
Term: 52                             Term Frequency: 1         
Term: 59                             Term Frequency: 1         
Term: solutions                      Term Frequency: 1         
Term: onlinecollaborative            Term Frequency: 1         
Term: look                           Term Frequency: 1         
Term: butdifficult                   Term Frequency: 1         
Term: 63                             Term Frequency: 1         
Term: 68                             Term Frequency: 1         
Term: studentis                      Term Frequency: 1         
Term: thatis                         Term Frequency: 1         
Term: interest                       Term Frequency: 1         
Term: 71                             Term Frequency: 1         
Term: 78                             Term Frequency: 1         
Term: 10.00                          Term Frequency: 1         
Term: recently                       Term Frequency: 1         
Term: apartial                       Term Frequency: 1         
Term: reliable                       Term Frequency: 1         
Term: incentive                      Term Frequency: 1         
Term: lost                           Term Frequency: 1         
Term: still                          Term Frequency: 1         
Term: relating                       Term Frequency: 1         
Term: var                            Term Frequency: 1         
Term: theory                         Term Frequency: 1         
Term: verify                         Term Frequency: 1         
Term: specificpermission             Term Frequency: 1         
Term: simplest                       Term Frequency: 1         
Term: tutoring                       Term Frequency: 1         
Term: gathering                      Term Frequency: 1         
Term: exists                         Term Frequency: 1         
Term: craft                          Term Frequency: 1         
Term: computationalapproaches        Term Frequency: 1         
Term: exploration                    Term Frequency: 1         
Term: signments                      Term Frequency: 1         
Term: usablelater                    Term Frequency: 1         
Term: mining                         Term Frequency: 1         
Term: mul                            Term Frequency: 1         
Term: platform                       Term Frequency: 1         
Term: withaverage                    Term Frequency: 1         
Term: advantage                      Term Frequency: 1         
Term: translateinto                  Term Frequency: 1         
Term: saved                          Term Frequency: 1         
Term: allowed                        Term Frequency: 1         
Term: synchro                        Term Frequency: 1         
Term: understanding                  Term Frequency: 1         
Term: usesone                        Term Frequency: 1         
Term: aresult                        Term Frequency: 1         
Term: incolleges                     Term Frequency: 1         
Term: website                        Term Frequency: 1         
Term: andcomputational               Term Frequency: 1         
Term: todo                           Term Frequency: 1         
Term: student’s                      Term Frequency: 1         
Term: need                           Term Frequency: 1         
Term: moreeffort                     Term Frequency: 1         
Term: technical                      Term Frequency: 1         
Term: andgrades                      Term Frequency: 1         
Term: beforethey                     Term Frequency: 1         
Term: 2is                            Term Frequency: 1         
Term: commentedon                    Term Frequency: 1         
Term: 4.1                            Term Frequency: 1         
Term: 4.2                            Term Frequency: 1         
Term: hadthe                         Term Frequency: 1         
Term: happens                        Term Frequency: 1         
Term: stillfalls                     Term Frequency: 1         
Term: alerts                         Term Frequency: 1         
Term: indicates                      Term Frequency: 1         
Term: era                            Term Frequency: 1         
Term: methodfor                      Term Frequency: 1         
Term: interventionactually           Term Frequency: 1         
Term: blogospherethroughout          Term Frequency: 1         
Term: stores                         Term Frequency: 1         
Term: muchtoo                        Term Frequency: 1         
Term: ofthe                          Term Frequency: 1         
Term: rivalrous                      Term Frequency: 1         
Term: openup                         Term Frequency: 1         
Term: tool                           Term Frequency: 1         
Term: cannotbe                       Term Frequency: 1         
Term: normallydistributed            Term Frequency: 1         
Term: rated                          Term Frequency: 1         
Term: maintain                       Term Frequency: 1         
Term: samehomework                   Term Frequency: 1         
Term: expected                       Term Frequency: 1         
Term: monitoring                     Term Frequency: 1         
Term: weakerstudents                 Term Frequency: 1         
Term: nificant                       Term Frequency: 1         
Term: fication                       Term Frequency: 1         
Term: metric                         Term Frequency: 1         
Term: ious                           Term Frequency: 1         
Term: supported                      Term Frequency: 1         
Term: research                       Term Frequency: 1         
Term: collabo                        Term Frequency: 1         
Term: anddata                        Term Frequency: 1         
Term: imagine                        Term Frequency: 1         
Term: might                          Term Frequency: 1         
Term: intothe                        Term Frequency: 1         
Term: whatever                       Term Frequency: 1         
Term: improving                      Term Frequency: 1         
Term: next                           Term Frequency: 1         
Term: classes                        Term Frequency: 1         
Term: non                            Term Frequency: 1         
Term: factor                         Term Frequency: 1         
Term: eachstudent                    Term Frequency: 1         
Term: effectively                    Term Frequency: 1         
Term: timely                         Term Frequency: 1         
Term: risk                           Term Frequency: 1         
Term: moreselective                  Term Frequency: 1         
Term: theblogosphere                 Term Frequency: 1         
Term: discard                        Term Frequency: 1         
Term: quickly                        Term Frequency: 1         
Term: logger                         Term Frequency: 1         
Term: logged                         Term Frequency: 1         
Term: onlineparticipation            Term Frequency: 1         
Term: promising                      Term Frequency: 1         
Term: depends                        Term Frequency: 1         
Term: lowest                         Term Frequency: 1         
Term: studentsnearing                Term Frequency: 1         
Term: browse                         Term Frequency: 1         
Term: usera                          Term Frequency: 1         
Term: enables                        Term Frequency: 1         
Term: indicator                      Term Frequency: 1         
Term: fee                            Term Frequency: 1         
Term: notification                   Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: visible                        Term Frequency: 1         
Term: classof                        Term Frequency: 1         
Term: effects                        Term Frequency: 1         
Term: outside                        Term Frequency: 1         
Term: effect                         Term Frequency: 1         
Term: option                         Term Frequency: 1         
Term: why                            Term Frequency: 1         
Term: necessarily                    Term Frequency: 1         
Term: selective                      Term Frequency: 1         
Term: approaches                     Term Frequency: 1         
Term: proveto                        Term Frequency: 1         
Term: assessmentas                   Term Frequency: 1         
Term: 0.00000003                     Term Frequency: 1         
Term: addition                       Term Frequency: 1         
Term: promoting                      Term Frequency: 1         
Term: sure                           Term Frequency: 1         
Term: al                             Term Frequency: 1         
Term: ap                             Term Frequency: 1         
Term: au                             Term Frequency: 1         
Term: av                             Term Frequency: 1         
Term: critiqueswas                   Term Frequency: 1         
Term: prove                          Term Frequency: 1         
Term: search                         Term Frequency: 1         
Term: systems                        Term Frequency: 1         
Term: enabling                       Term Frequency: 1         
Term: alternate                      Term Frequency: 1         
Term: freely                         Term Frequency: 1         
Term: 1380                           Term Frequency: 1         
Term: en                             Term Frequency: 1         
Term: tosomehow                      Term Frequency: 1         
Term: et                             Term Frequency: 1         
Term: ex                             Term Frequency: 1         
Term: commenting                     Term Frequency: 1         
Term: nized                          Term Frequency: 1         
Term: identifying                    Term Frequency: 1         
Term: digital                        Term Frequency: 1         
Term: presents                       Term Frequency: 1         
Term: withvery                       Term Frequency: 1         
Term: tially                         Term Frequency: 1         
Term: context                        Term Frequency: 1         
Term: im                             Term Frequency: 1         
Term: towardsseveral                 Term Frequency: 1         
Term: digest                         Term Frequency: 1         
Term: homeworkassignment             Term Frequency: 1         
Term: off                            Term Frequency: 1         
Term: founda                         Term Frequency: 1         
Term: author                         Term Frequency: 1         
Term: follows                        Term Frequency: 1         
Term: survey                         Term Frequency: 1         
Term: keys                           Term Frequency: 1         
Term: benefitless                    Term Frequency: 1         
Term: perspectives                   Term Frequency: 1         
Term: 82,2009                        Term Frequency: 1         
Term: exercises                      Term Frequency: 1         
Term: shewill                        Term Frequency: 1         
Term: device                         Term Frequency: 1         
Term: checking                       Term Frequency: 1         
Term: conference                     Term Frequency: 1         
Term: millennialstudents             Term Frequency: 1         
Term: studentsfound                  Term Frequency: 1         
Term: ona                            Term Frequency: 1         
Term: itoring                        Term Frequency: 1         
Term: one                            Term Frequency: 1         
Term: started                        Term Frequency: 1         
Term: connected                      Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: regularly                      Term Frequency: 1         
Term: up                             Term Frequency: 1         
Term: preview                        Term Frequency: 1         
Term: similarity                     Term Frequency: 1         
Term: software                       Term Frequency: 1         
Term: type                           Term Frequency: 1         
Term: organisational                 Term Frequency: 1         
Term: terms                          Term Frequency: 1         
Term: proach                         Term Frequency: 1         
Term: come                           Term Frequency: 1         
Term: haveadditional                 Term Frequency: 1         
Term: examples                       Term Frequency: 1         
Term: distribution                   Term Frequency: 1         
Term: consuming                      Term Frequency: 1         
Term: get                            Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: thor                           Term Frequency: 1         
Term: self                           Term Frequency: 1         
Term: date                           Term Frequency: 1         
Term: inmind                         Term Frequency: 1         
Term: like                           Term Frequency: 1         
Term: techniques                     Term Frequency: 1         
Term: ground                         Term Frequency: 1         
Term: note                           Term Frequency: 1         
Term: regres                         Term Frequency: 1         
Term: noti                           Term Frequency: 1         
Term: scale                          Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: otherstudents                  Term Frequency: 1         
Term: thesame                        Term Frequency: 1         
Term: costs                          Term Frequency: 1         
Term: pages1371                      Term Frequency: 1         
Term: factors                        Term Frequency: 1         
Term: contributions                  Term Frequency: 1         
Term: orsemi                         Term Frequency: 1         
Term: previewed                      Term Frequency: 1         
Term: much                           Term Frequency: 1         
Term: collaborativelearning          Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: anddiscussing                  Term Frequency: 1         
Term: days                           Term Frequency: 1         
Term: combined                       Term Frequency: 1         
Term: standard                       Term Frequency: 1         
Term: ofregression                   Term Frequency: 1         
Term: hoveringover                   Term Frequency: 1         
Term: ablogosphere                   Term Frequency: 1         
Term: exceed                         Term Frequency: 1         
Term: onlyconsider                   Term Frequency: 1         
Term: previewis                      Term Frequency: 1         
Term: spending                       Term Frequency: 1         
Term: issuepreventing                Term Frequency: 1         
Term: revise                         Term Frequency: 1         
Term: studentabout                   Term Frequency: 1         
Term: wantsto                        Term Frequency: 1         
Term: remove                         Term Frequency: 1         
Term: hypothesize                    Term Frequency: 1         
Term: copiesbear                     Term Frequency: 1         
Term: ments                          Term Frequency: 1         
Term: 631                            Term Frequency: 1         
Term: aform                          Term Frequency: 1         
Term: 645                            Term Frequency: 1         
Term: integration                    Term Frequency: 1         
Term: assumed                        Term Frequency: 1         
Term: writ                           Term Frequency: 1         
Term: manner                         Term Frequency: 1         
Term: verification                   Term Frequency: 1         
Term: pedagogical                    Term Frequency: 1         
Term: cause                          Term Frequency: 1         
Term: busy                           Term Frequency: 1         
Term: contributing                   Term Frequency: 1         
Term: readsa                         Term Frequency: 1         
Term: separately                     Term Frequency: 1         
Term: want                           Term Frequency: 1         
Term: scanning                       Term Frequency: 1         
Term: bytheir                        Term Frequency: 1         
Term: gives                          Term Frequency: 1         
Term: late                           Term Frequency: 1         
Term: hav                            Term Frequency: 1         
Term: pre                            Term Frequency: 1         
Term: termproject                    Term Frequency: 1         
Term: measure                        Term Frequency: 1         
Term: updated                        Term Frequency: 1         
Term: rotating                       Term Frequency: 1         
Term: thatreading                    Term Frequency: 1         
Term: applications                   Term Frequency: 1         
Term: multi                          Term Frequency: 1         
Term: identified                     Term Frequency: 1         
Term: universities                   Term Frequency: 1         
Term: options                        Term Frequency: 1         
Term: ways                           Term Frequency: 1         
Term: couldget                       Term Frequency: 1         
Term: consistent                     Term Frequency: 1         
Term: choice                         Term Frequency: 1         
Term: ownposts                       Term Frequency: 1         
Term: assignmentas                   Term Frequency: 1         
Term: ables                          Term Frequency: 1         
Term: requirements                   Term Frequency: 1         
Term: marking                        Term Frequency: 1         
Term: andwould                       Term Frequency: 1         
Term: arenot                         Term Frequency: 1         
Term: reportprogress                 Term Frequency: 1         
Term: answeror                       Term Frequency: 1         
Term: you                            Term Frequency: 1         
Term: tags                           Term Frequency: 1         
Term: answer                         Term Frequency: 1         
Term: analytic                       Term Frequency: 1         
