Term: students                       Term Frequency: 82        
Term: model                          Term Frequency: 6         
Term: degree                         Term Frequency: 6         
Term: between                        Term Frequency: 6         
Term: comparing                      Term Frequency: 6         
Term: chances                        Term Frequency: 6         
Term: 5                              Term Frequency: 5         
Term: versus                         Term Frequency: 5         
Term: relative                       Term Frequency: 5         
Term: statistically                  Term Frequency: 5         
Term: decreased                      Term Frequency: 5         
Term: indicates                      Term Frequency: 5         
Term: research                       Term Frequency: 5         
Term: logistic                       Term Frequency: 5         
Term: distinction                    Term Frequency: 5         
Term: used                           Term Frequency: 5         
Term: diploma                        Term Frequency: 5         
Term: one                            Term Frequency: 5         
Term: linear                         Term Frequency: 5         
Term: had                            Term Frequency: 5         
Term: some                           Term Frequency: 5         
Term: regression                     Term Frequency: 5         
Term: 2014                           Term Frequency: 5         
Term: first                          Term Frequency: 5         
Term: both                           Term Frequency: 5         
Term: would                          Term Frequency: 4         
Term: 6                              Term Frequency: 4         
Term: result                         Term Frequency: 4         
Term: 2351                           Term Frequency: 4         
Term: provides                       Term Frequency: 4         
Term: services                       Term Frequency: 4         
Term: domestic                       Term Frequency: 4         
Term: teaching                       Term Frequency: 4         
Term: means                          Term Frequency: 4         
Term: part                           Term Frequency: 4         
Term: past                           Term Frequency: 4         
Term: status                         Term Frequency: 4         
Term: use                            Term Frequency: 4         
Term: relationship                   Term Frequency: 4         
Term: capture                        Term Frequency: 4         
Term: qualification                  Term Frequency: 4         
Term: year                           Term Frequency: 4         
Term: female                         Term Frequency: 4         
Term: student’s                      Term Frequency: 4         
Term: need                           Term Frequency: 4         
Term: effects                        Term Frequency: 4         
Term: grades                         Term Frequency: 4         
Term: distribution                   Term Frequency: 4         
Term: line                           Term Frequency: 4         
Term: factors                        Term Frequency: 4         
Term: time                           Term Frequency: 4         
Term: point                          Term Frequency: 4         
Term: prior                          Term Frequency: 4         
Term: take                           Term Frequency: 4         
Term: online                         Term Frequency: 4         
Term: undertaken                     Term Frequency: 4         
Term: fail                           Term Frequency: 4         
Term: disengaging                    Term Frequency: 4         
Term: years                          Term Frequency: 4         
Term: outcome                        Term Frequency: 4         
Term: ratios                         Term Frequency: 4         
Term: where                          Term Frequency: 4         
Term: show                           Term Frequency: 4         
Term: discontinued                   Term Frequency: 4         
Term: indicate                       Term Frequency: 4         
Term: completion                     Term Frequency: 4         
Term: only                           Term Frequency: 4         
Term: 7                              Term Frequency: 3         
Term: 9                              Term Frequency: 3         
Term: information                    Term Frequency: 3         
Term: were                           Term Frequency: 3         
Term: two                            Term Frequency: 3         
Term: campus                         Term Frequency: 3         
Term: overall                        Term Frequency: 3         
Term: away                           Term Frequency: 3         
Term: shows                          Term Frequency: 3         
Term: possible                       Term Frequency: 3         
Term: researchers                    Term Frequency: 3         
Term: credit                         Term Frequency: 3         
Term: due                            Term Frequency: 3         
Term: 11                             Term Frequency: 3         
Term: project                        Term Frequency: 3         
Term: une.edu.au                     Term Frequency: 3         
Term: demographics                   Term Frequency: 3         
Term: islander                       Term Frequency: 3         
Term: expected                       Term Frequency: 3         
Term: factor                         Term Frequency: 3         
Term: various                        Term Frequency: 3         
Term: uses                           Term Frequency: 3         
Term: analyzing                      Term Frequency: 3         
Term: warning                        Term Frequency: 3         
Term: off                            Term Frequency: 3         
Term: whilst                         Term Frequency: 3         
Term: obtained                       Term Frequency: 3         
Term: up                             Term Frequency: 3         
Term: type                           Term Frequency: 3         
Term: success                        Term Frequency: 3         
Term: live                           Term Frequency: 3         
Term: per                            Term Frequency: 3         
Term: larger                         Term Frequency: 3         
Term: indicating                     Term Frequency: 3         
Term: attend                         Term Frequency: 3         
Term: institutional                  Term Frequency: 3         
Term: program                        Term Frequency: 3         
Term: having                         Term Frequency: 3         
Term: 9482                           Term Frequency: 3         
Term: additional                     Term Frequency: 3         
Term: 2011                           Term Frequency: 3         
Term: 2010                           Term Frequency: 3         
Term: 2013                           Term Frequency: 3         
Term: since                          Term Frequency: 3         
Term: face                           Term Frequency: 3         
Term: honors                         Term Frequency: 3         
Term: during                         Term Frequency: 3         
Term: network                        Term Frequency: 3         
Term: targeted                       Term Frequency: 3         
Term: therefore                      Term Frequency: 3         
Term: identify                       Term Frequency: 3         
Term: demographic                    Term Frequency: 3         
Term: copies                         Term Frequency: 3         
Term: already                        Term Frequency: 3         
Term: unit                           Term Frequency: 3         
Term: any                            Term Frequency: 3         
Term: identification                 Term Frequency: 3         
Term: estimated                      Term Frequency: 3         
Term: most                           Term Frequency: 3         
Term: increase                       Term Frequency: 3         
Term: set                            Term Frequency: 3         
Term: captures                       Term Frequency: 3         
Term: advanced                       Term Frequency: 3         
Term: nature                         Term Frequency: 3         
Term: commencement                   Term Frequency: 3         
Term: can                            Term Frequency: 3         
Term: targeting                      Term Frequency: 3         
Term: 8                              Term Frequency: 2         
Term: squared                        Term Frequency: 2         
Term: statistical                    Term Frequency: 2         
Term: role                           Term Frequency: 2         
Term: better                         Term Frequency: 2         
Term: function                       Term Frequency: 2         
Term: each                           Term Frequency: 2         
Term: enroll                         Term Frequency: 2         
Term: source                         Term Frequency: 2         
Term: undertook                      Term Frequency: 2         
Term: full                           Term Frequency: 2         
Term: three                          Term Frequency: 2         
Term: provide                        Term Frequency: 2         
Term: requires                       Term Frequency: 2         
Term: tend                           Term Frequency: 2         
Term: pass                           Term Frequency: 2         
Term: staff                          Term Frequency: 2         
Term: expectation                    Term Frequency: 2         
Term: permission                     Term Frequency: 2         
Term: made                           Term Frequency: 2         
Term: 0.83                           Term Frequency: 2         
Term: 0.92                           Term Frequency: 2         
Term: includes                       Term Frequency: 2         
Term: make                           Term Frequency: 2         
Term: interpreting                   Term Frequency: 2         
Term: about                          Term Frequency: 2         
Term: 12                             Term Frequency: 2         
Term: 13                             Term Frequency: 2         
Term: 15                             Term Frequency: 2         
Term: 20                             Term Frequency: 2         
Term: male                           Term Frequency: 2         
Term: 34                             Term Frequency: 2         
Term: stay                           Term Frequency: 2         
Term: increasing                     Term Frequency: 2         
Term: 41                             Term Frequency: 2         
Term: 44                             Term Frequency: 2         
Term: modelling                      Term Frequency: 2         
Term: 88                             Term Frequency: 2         
Term: still                          Term Frequency: 2         
Term: work                           Term Frequency: 2         
Term: theory                         Term Frequency: 2         
Term: across                         Term Frequency: 2         
Term: 12.3                           Term Frequency: 2         
Term: understanding                  Term Frequency: 2         
Term: community                      Term Frequency: 2         
Term: least                          Term Frequency: 2         
Term: behavior                       Term Frequency: 2         
Term: density                        Term Frequency: 2         
Term: logical                        Term Frequency: 2         
Term: 0.865                          Term Frequency: 2         
Term: http                           Term Frequency: 2         
Term: end                            Term Frequency: 2         
Term: fails                          Term Frequency: 2         
Term: females                        Term Frequency: 2         
Term: logit                          Term Frequency: 2         
Term: 0.9992                         Term Frequency: 2         
Term: models                         Term Frequency: 2         
Term: incomplete                     Term Frequency: 2         
Term: lived                          Term Frequency: 2         
Term: detailed                       Term Frequency: 2         
Term: receiving                      Term Frequency: 2         
Term: statistics                     Term Frequency: 2         
Term: why                            Term Frequency: 2         
Term: withdraw                       Term Frequency: 2         
Term: become                         Term Frequency: 2         
Term: entry                          Term Frequency: 2         
Term: knit                           Term Frequency: 2         
Term: commercial                     Term Frequency: 2         
Term: resource                       Term Frequency: 2         
Term: techniques                     Term Frequency: 2         
Term: without                        Term Frequency: 2         
Term: much                           Term Frequency: 2         
Term: faced                          Term Frequency: 2         
Term: area                           Term Frequency: 2         
Term: regional                       Term Frequency: 2         
Term: qualifications                 Term Frequency: 2         
Term: understand                     Term Frequency: 2         
Term: conduct                        Term Frequency: 2         
Term: 4.2.4                          Term Frequency: 2         
Term: choice                         Term Frequency: 2         
Term: emphasis                       Term Frequency: 2         
Term: been                           Term Frequency: 2         
Term: correctly                      Term Frequency: 2         
Term: just                           Term Frequency: 2         
Term: 2015                           Term Frequency: 2         
Term: could                          Term Frequency: 2         
Term: ongoing                        Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: dropout                        Term Frequency: 2         
Term: value                          Term Frequency: 2         
Term: internally                     Term Frequency: 2         
Term: younger                        Term Frequency: 2         
Term: odds                           Term Frequency: 2         
Term: shorter                        Term Frequency: 2         
Term: males                          Term Frequency: 2         
Term: either                         Term Frequency: 2         
Term: courses                        Term Frequency: 2         
Term: important                      Term Frequency: 2         
Term: affecting                      Term Frequency: 2         
Term: disengagement                  Term Frequency: 2         
Term: 0.554                          Term Frequency: 2         
Term: sample                         Term Frequency: 2         
Term: disadvantage                   Term Frequency: 2         
Term: proportion                     Term Frequency: 2         
Term: intermittent                   Term Frequency: 2         
Term: high                           Term Frequency: 2         
Term: different                      Term Frequency: 2         
Term: 1.6                            Term Frequency: 2         
Term: highly                         Term Frequency: 2         
Term: feedback                       Term Frequency: 2         
Term: range                          Term Frequency: 2         
Term: should                         Term Frequency: 2         
Term: limited                        Term Frequency: 2         
Term: counterparts                   Term Frequency: 2         
Term: half                           Term Frequency: 1         
Term: 0.6671                         Term Frequency: 1         
Term: 1.0721                         Term Frequency: 1         
Term: 0                              Term Frequency: 1         
Term: left                           Term Frequency: 1         
Term: after                          Term Frequency: 1         
Term: p                              Term Frequency: 1         
Term: 1.0731                         Term Frequency: 1         
Term: others                         Term Frequency: 1         
Term: making                         Term Frequency: 1         
Term: divergence                     Term Frequency: 1         
Term: 1.0757                         Term Frequency: 1         
Term: provided                       Term Frequency: 1         
Term: 0.7987                         Term Frequency: 1         
Term: 0.6654                         Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: effectiveness                  Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: multiple                       Term Frequency: 1         
Term: 13.72                          Term Frequency: 1         
Term: 1.3805                         Term Frequency: 1         
Term: taking                         Term Frequency: 1         
Term: dummy                          Term Frequency: 1         
Term: 0.4098                         Term Frequency: 1         
Term: order                          Term Frequency: 1         
Term: 1.9163                         Term Frequency: 1         
Term: deferred                       Term Frequency: 1         
Term: 2.0951                         Term Frequency: 1         
Term: 0.8489                         Term Frequency: 1         
Term: minor                          Term Frequency: 1         
Term: 0.8421                         Term Frequency: 1         
Term: 2723576.2723621                Term Frequency: 1         
Term: activities                     Term Frequency: 1         
Term: 3.45                           Term Frequency: 1         
Term: eventual                       Term Frequency: 1         
Term: environmental                  Term Frequency: 1         
Term: probable                       Term Frequency: 1         
Term: does                           Term Frequency: 1         
Term: situation                      Term Frequency: 1         
Term: 0.3628                         Term Frequency: 1         
Term: 267                            Term Frequency: 1         
Term: 1.2479                         Term Frequency: 1         
Term: 270                            Term Frequency: 1         
Term: doubt                          Term Frequency: 1         
Term: page                           Term Frequency: 1         
Term: 13.7252                        Term Frequency: 1         
Term: aspects                        Term Frequency: 1         
Term: house                          Term Frequency: 1         
Term: measured                       Term Frequency: 1         
Term: 0.6706                         Term Frequency: 1         
Term: enter                          Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: 1994                           Term Frequency: 1         
Term: initial                        Term Frequency: 1         
Term: sharris3                       Term Frequency: 1         
Term: experience                     Term Frequency: 1         
Term: myune.edu.au                   Term Frequency: 1         
Term: particular                     Term Frequency: 1         
Term: 1.6006                         Term Frequency: 1         
Term: 2414                           Term Frequency: 1         
Term: demands                        Term Frequency: 1         
Term: 2.1302                         Term Frequency: 1         
Term: depending                      Term Frequency: 1         
Term: 2422                           Term Frequency: 1         
Term: record                         Term Frequency: 1         
Term: pseudo                         Term Frequency: 1         
Term: profile                        Term Frequency: 1         
Term: impact                         Term Frequency: 1         
Term: 0.7892                         Term Frequency: 1         
Term: 0.6574                         Term Frequency: 1         
Term: unlike                         Term Frequency: 1         
Term: 2.3931                         Term Frequency: 1         
Term: 0.6588                         Term Frequency: 1         
Term: down                           Term Frequency: 1         
Term: possibly                       Term Frequency: 1         
Term: static                         Term Frequency: 1         
Term: finally                        Term Frequency: 1         
Term: remained                       Term Frequency: 1         
Term: 0.17                           Term Frequency: 1         
Term: final                          Term Frequency: 1         
Term: 1.0635                         Term Frequency: 1         
Term: loan                           Term Frequency: 1         
Term: importance                     Term Frequency: 1         
Term: 0.28                           Term Frequency: 1         
Term: 0.24                           Term Frequency: 1         
Term: 0.39                           Term Frequency: 1         
Term: 0.38                           Term Frequency: 1         
Term: 0.35                           Term Frequency: 1         
Term: 0.36                           Term Frequency: 1         
Term: 1.0655                         Term Frequency: 1         
Term: 0.56                           Term Frequency: 1         
Term: 0.8338                         Term Frequency: 1         
Term: whereas                        Term Frequency: 1         
Term: 1.0684                         Term Frequency: 1         
Term: sense                          Term Frequency: 1         
Term: 0.65                           Term Frequency: 1         
Term: 0.59                           Term Frequency: 1         
Term: 0.8349                         Term Frequency: 1         
Term: 0.57                           Term Frequency: 1         
Term: whereby                        Term Frequency: 1         
Term: 0.77                           Term Frequency: 1         
Term: 0.75                           Term Frequency: 1         
Term: 0.1718                         Term Frequency: 1         
Term: government                     Term Frequency: 1         
Term: may                            Term Frequency: 1         
Term: 0.87                           Term Frequency: 1         
Term: 0.79                           Term Frequency: 1         
Term: fees                           Term Frequency: 1         
Term: feel                           Term Frequency: 1         
Term: 0.6598                         Term Frequency: 1         
Term: continuous                     Term Frequency: 1         
Term: residence                      Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: 1.2449                         Term Frequency: 1         
Term: included                       Term Frequency: 1         
Term: intensity                      Term Frequency: 1         
Term: 03                             Term Frequency: 1         
Term: inform                         Term Frequency: 1         
Term: 06                             Term Frequency: 1         
Term: granted                        Term Frequency: 1         
Term: observed                       Term Frequency: 1         
Term: meaning                        Term Frequency: 1         
Term: 14                             Term Frequency: 1         
Term: 16                             Term Frequency: 1         
Term: 19                             Term Frequency: 1         
Term: received                       Term Frequency: 1         
Term: 22                             Term Frequency: 1         
Term: components                     Term Frequency: 1         
Term: examine                        Term Frequency: 1         
Term: don’t                          Term Frequency: 1         
Term: 29                             Term Frequency: 1         
Term: 30                             Term Frequency: 1         
Term: 33                             Term Frequency: 1         
Term: 36                             Term Frequency: 1         
Term: though                         Term Frequency: 1         
Term: 39                             Term Frequency: 1         
Term: 48                             Term Frequency: 1         
Term: 51                             Term Frequency: 1         
Term: 0.8372                         Term Frequency: 1         
Term: surprise                       Term Frequency: 1         
Term: 57                             Term Frequency: 1         
Term: studying                       Term Frequency: 1         
Term: discrete                       Term Frequency: 1         
Term: 0.7056                         Term Frequency: 1         
Term: 0.7051                         Term Frequency: 1         
Term: 61                             Term Frequency: 1         
Term: 68                             Term Frequency: 1         
Term: step                           Term Frequency: 1         
Term: 83                             Term Frequency: 1         
Term: preliminary                    Term Frequency: 1         
Term: 96                             Term Frequency: 1         
Term: 10.1145                        Term Frequency: 1         
Term: 1.4174                         Term Frequency: 1         
Term: 8.24                           Term Frequency: 1         
Term: mining                         Term Frequency: 1         
Term: 0.3528                         Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: platform                       Term Frequency: 1         
Term: advantage                      Term Frequency: 1         
Term: staying                        Term Frequency: 1         
Term: near                           Term Frequency: 1         
Term: moving                         Term Frequency: 1         
Term: 0.5594                         Term Frequency: 1         
Term: stop                           Term Frequency: 1         
Term: appropriate                    Term Frequency: 1         
Term: 3.4577                         Term Frequency: 1         
Term: estimating                     Term Frequency: 1         
Term: highlighted                    Term Frequency: 1         
Term: achieves                       Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: 0.4230                         Term Frequency: 1         
Term: 0.5566                         Term Frequency: 1         
Term: significance                   Term Frequency: 1         
Term: noted                          Term Frequency: 1         
Term: 4.1                            Term Frequency: 1         
Term: 4.2                            Term Frequency: 1         
Term: 4.3                            Term Frequency: 1         
Term: 2.9556                         Term Frequency: 1         
Term: 9.9515                         Term Frequency: 1         
Term: driven                         Term Frequency: 1         
Term: authors                        Term Frequency: 1         
Term: acm.org                        Term Frequency: 1         
Term: against                        Term Frequency: 1         
Term: valid                          Term Frequency: 1         
Term: 2nd                            Term Frequency: 1         
Term: www.insidehighered.com         Term Frequency: 1         
Term: 1.1451                         Term Frequency: 1         
Term: settings                       Term Frequency: 1         
Term: below                          Term Frequency: 1         
Term: 0.9996                         Term Frequency: 1         
Term: 0.9997                         Term Frequency: 1         
Term: progression                    Term Frequency: 1         
Term: 453                            Term Frequency: 1         
Term: progressing                    Term Frequency: 1         
Term: specific                       Term Frequency: 1         
Term: 0.6024                         Term Frequency: 1         
Term: exams                          Term Frequency: 1         
Term: forms                          Term Frequency: 1         
Term: maintain                       Term Frequency: 1         
Term: 0.2506                         Term Frequency: 1         
Term: 485                            Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: expectations                   Term Frequency: 1         
Term: resulted                       Term Frequency: 1         
Term: 5.23                           Term Frequency: 1         
Term: decrease                       Term Frequency: 1         
Term: next                           Term Frequency: 1         
Term: graduates                      Term Frequency: 1         
Term: nearly                         Term Frequency: 1         
Term: now                            Term Frequency: 1         
Term: probit                         Term Frequency: 1         
Term: incorporating                  Term Frequency: 1         
Term: news                           Term Frequency: 1         
Term: what                           Term Frequency: 1         
Term: play                           Term Frequency: 1         
Term: criteria                       Term Frequency: 1         
Term: quickly                        Term Frequency: 1         
Term: 3.6331                         Term Frequency: 1         
Term: survived                       Term Frequency: 1         
Term: 0.5627                         Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: commencing                     Term Frequency: 1         
Term: enabled                        Term Frequency: 1         
Term: older                          Term Frequency: 1         
Term: attrition                      Term Frequency: 1         
Term: cohorts                        Term Frequency: 1         
Term: levels                         Term Frequency: 1         
Term: presented                      Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: 0.3885                         Term Frequency: 1         
Term: alone                          Term Frequency: 1         
Term: 0.6934                         Term Frequency: 1         
Term: rank                           Term Frequency: 1         
Term: interpretation                 Term Frequency: 1         
Term: quicker                        Term Frequency: 1         
Term: skeptical                      Term Frequency: 1         
Term: do                             Term Frequency: 1         
Term: meaningful                     Term Frequency: 1         
Term: expansive                      Term Frequency: 1         
Term: patterns                       Term Frequency: 1         
Term: en                             Term Frequency: 1         
Term: highlighting                   Term Frequency: 1         
Term: digital                        Term Frequency: 1         
Term: form                           Term Frequency: 1         
Term: he                             Term Frequency: 1         
Term: four                           Term Frequency: 1         
Term: context                        Term Frequency: 1         
Term: https                          Term Frequency: 1         
Term: traditional                    Term Frequency: 1         
Term: indefinitely                   Term Frequency: 1         
Term: 2.09                           Term Frequency: 1         
Term: ability                        Term Frequency: 1         
Term: 0.7279                         Term Frequency: 1         
Term: places                         Term Frequency: 1         
Term: attaining                      Term Frequency: 1         
Term: 0.7270                         Term Frequency: 1         
Term: while                          Term Frequency: 1         
Term: second                         Term Frequency: 1         
Term: 0.1905                         Term Frequency: 1         
Term: 2.39                           Term Frequency: 1         
Term: prediction                     Term Frequency: 1         
Term: allows                         Term Frequency: 1         
Term: 1.0022                         Term Frequency: 1         
Term: 2.66                           Term Frequency: 1         
Term: perspectives                   Term Frequency: 1         
Term: 4.1.1                          Term Frequency: 1         
Term: 4.1.2                          Term Frequency: 1         
Term: estimate                       Term Frequency: 1         
Term: twelve                         Term Frequency: 1         
Term: 0.3736                         Term Frequency: 1         
Term: 1.4308                         Term Frequency: 1         
Term: so                             Term Frequency: 1         
Term: decision                       Term Frequency: 1         
Term: 0.2416                         Term Frequency: 1         
Term: attained                       Term Frequency: 1         
Term: undergraduate                  Term Frequency: 1         
Term: us                             Term Frequency: 1         
Term: enrolling                      Term Frequency: 1         
Term: opt                            Term Frequency: 1         
Term: failure                        Term Frequency: 1         
Term: drop                           Term Frequency: 1         
Term: changes                        Term Frequency: 1         
Term: 0.085                          Term Frequency: 1         
Term: software                       Term Frequency: 1         
Term: beyond                         Term Frequency: 1         
Term: method                         Term Frequency: 1         
Term: 0.5503                         Term Frequency: 1         
Term: 0.6837                         Term Frequency: 1         
Term: insight                        Term Frequency: 1         
Term: 12.277                         Term Frequency: 1         
Term: tools                          Term Frequency: 1         
Term: 10032.65                       Term Frequency: 1         
Term: out                            Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: date                           Term Frequency: 1         
Term: 5.2341                         Term Frequency: 1         
Term: development                    Term Frequency: 1         
Term: 0.1112                         Term Frequency: 1         
Term: note                           Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: observations                   Term Frequency: 1         
Term: aims                           Term Frequency: 1         
Term: groups                         Term Frequency: 1         
Term: graduation                     Term Frequency: 1         
Term: apparent                       Term Frequency: 1         
Term: correlation                    Term Frequency: 1         
Term: externally                     Term Frequency: 1         
Term: plausible                      Term Frequency: 1         
Term: 0.7541                         Term Frequency: 1         
Term: factored                       Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: hardships                      Term Frequency: 1         
Term: weighted                       Term Frequency: 1         
Term: contributed                    Term Frequency: 1         
Term: pay                            Term Frequency: 1         
Term: contributes                    Term Frequency: 1         
Term: lack                           Term Frequency: 1         
Term: glynch2                        Term Frequency: 1         
Term: divided                        Term Frequency: 1         
Term: occurring                      Term Frequency: 1         
Term: focus                          Term Frequency: 1         
Term: approach                       Term Frequency: 1         
Term: 1.0328                         Term Frequency: 1         
Term: ceased                         Term Frequency: 1         
Term: classroom                      Term Frequency: 1         
Term: enrolment                      Term Frequency: 1         
Term: analyze                        Term Frequency: 1         
Term: 12.3045                        Term Frequency: 1         
Term: discussed                      Term Frequency: 1         
Term: basis                          Term Frequency: 1         
Term: forthcoming                    Term Frequency: 1         
Term: initiated                      Term Frequency: 1         
Term: unclear                        Term Frequency: 1         
Term: generalized                    Term Frequency: 1         
Term: difference                     Term Frequency: 1         
Term: must                           Term Frequency: 1         
Term: 0.8066                         Term Frequency: 1         
Term: 4.2.1                          Term Frequency: 1         
Term: 4.2.2                          Term Frequency: 1         
Term: 4.2.3                          Term Frequency: 1         
Term: implies                        Term Frequency: 1         
Term: 0.8088                         Term Frequency: 1         
Term: given                          Term Frequency: 1         
Term: dx.doi.org                     Term Frequency: 1         
Term: measure                        Term Frequency: 1         
Term: 2.6615                         Term Frequency: 1         
Term: multi                          Term Frequency: 1         
Term: artifact                       Term Frequency: 1         
Term: universities                   Term Frequency: 1         
Term: identifies                     Term Frequency: 1         
Term: conclusions                    Term Frequency: 1         
Term: small                          Term Frequency: 1         
Term: bear                           Term Frequency: 1         
Term: potential                      Term Frequency: 1         
Term: arbitrarily                    Term Frequency: 1         
Term: 0.5838                         Term Frequency: 1         
Term: requirements                   Term Frequency: 1         
Term: determining                    Term Frequency: 1         
Term: account                        Term Frequency: 1         
Term: reflects                       Term Frequency: 1         
Term: help.blackboard.com            Term Frequency: 1         
Term: transition                     Term Frequency: 1         
Term: count                          Term Frequency: 1         
Term: 0.8701                         Term Frequency: 1         
Term: 2012                           Term Frequency: 1         
Term: 2008                           Term Frequency: 1         
Term: 2007                           Term Frequency: 1         
Term: 0.8713                         Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: tuition                        Term Frequency: 1         
Term: owned                          Term Frequency: 1         
Term: explain                        Term Frequency: 1         
Term: 1.8174                         Term Frequency: 1         
Term: 0.6158                         Term Frequency: 1         
Term: reached                        Term Frequency: 1         
Term: inference                      Term Frequency: 1         
Term: eight                          Term Frequency: 1         
Term: positive                       Term Frequency: 1         
Term: 0.6188                         Term Frequency: 1         
Term: 0.6181                         Term Frequency: 1         
Term: calculated                     Term Frequency: 1         
Term: selected                       Term Frequency: 1         
Term: 1.0248                         Term Frequency: 1         
Term: discounted                     Term Frequency: 1         
Term: true                           Term Frequency: 1         
Term: present                        Term Frequency: 1         
Term: 0.7464                         Term Frequency: 1         
Term: magnitude                      Term Frequency: 1         
Term: programs                       Term Frequency: 1         
Term: 0.3974                         Term Frequency: 1         
Term: collecting                     Term Frequency: 1         
Term: 4.3.3                          Term Frequency: 1         
Term: 4.3.1                          Term Frequency: 1         
Term: 4.3.2                          Term Frequency: 1         
Term: five                           Term Frequency: 1         
Term: finding                        Term Frequency: 1         
Term: vital                          Term Frequency: 1         
Term: 3.0959                         Term Frequency: 1         
Term: 0.5739                         Term Frequency: 1         
Term: 0.5742                         Term Frequency: 1         
Term: dependent                      Term Frequency: 1         
Term: itself                         Term Frequency: 1         
Term: event                          Term Frequency: 1         
Term: explains                       Term Frequency: 1         
Term: multitude                      Term Frequency: 1         
Term: perfect                        Term Frequency: 1         
Term: 1.6353                         Term Frequency: 1         
