Term: students                       Term Frequency: 96        
Term: assistive                      Term Frequency: 3         
Term: text                           Term Frequency: 3         
Term: researchers                    Term Frequency: 3         
Term: adjustments                    Term Frequency: 3         
Term: main                           Term Frequency: 3         
Term: 10                             Term Frequency: 3         
Term: 14                             Term Frequency: 3         
Term: 15                             Term Frequency: 3         
Term: 19                             Term Frequency: 3         
Term: components                     Term Frequency: 3         
Term: numbers                        Term Frequency: 3         
Term: across                         Term Frequency: 3         
Term: include                        Term Frequency: 3         
Term: dashboards                     Term Frequency: 3         
Term: remedial                       Term Frequency: 3         
Term: science                        Term Frequency: 3         
Term: utility                        Term Frequency: 3         
Term: often                          Term Frequency: 3         
Term: technical                      Term Frequency: 3         
Term: end                            Term Frequency: 3         
Term: indicated                      Term Frequency: 3         
Term: specific                       Term Frequency: 3         
Term: now                            Term Frequency: 3         
Term: what                           Term Frequency: 3         
Term: differences                    Term Frequency: 3         
Term: enables                        Term Frequency: 3         
Term: attrition                      Term Frequency: 3         
Term: certain                        Term Frequency: 3         
Term: barriers                       Term Frequency: 3         
Term: content                        Term Frequency: 3         
Term: plot                           Term Frequency: 3         
Term: specification                  Term Frequency: 3         
Term: very                           Term Frequency: 3         
Term: practice                       Term Frequency: 3         
Term: reasonable                     Term Frequency: 3         
Term: us                             Term Frequency: 3         
Term: cases                          Term Frequency: 3         
Term: impairment                     Term Frequency: 3         
Term: type                           Term Frequency: 3         
Term: problem                        Term Frequency: 3         
Term: terms                          Term Frequency: 3         
Term: scale                          Term Frequency: 3         
Term: external                       Term Frequency: 3         
Term: tutor                          Term Frequency: 3         
Term: represents                     Term Frequency: 3         
Term: identified                     Term Frequency: 3         
Term: universities                   Term Frequency: 3         
Term: having                         Term Frequency: 3         
Term: potential                      Term Frequency: 3         
Term: process                        Term Frequency: 3         
Term: population                     Term Frequency: 3         
Term: although                       Term Frequency: 3         
Term: guidelines                     Term Frequency: 3         
Term: explores                       Term Frequency: 3         
Term: impacting                      Term Frequency: 3         
Term: free                           Term Frequency: 3         
Term: equality                       Term Frequency: 3         
Term: enable                         Term Frequency: 3         
Term: first                          Term Frequency: 3         
Term: public                         Term Frequency: 3         
Term: therefore                      Term Frequency: 3         
Term: number                         Term Frequency: 3         
Term: copies                         Term Frequency: 3         
Term: taken                          Term Frequency: 3         
Term: greater                        Term Frequency: 3         
Term: personal                       Term Frequency: 3         
Term: compared                       Term Frequency: 3         
Term: sample                         Term Frequency: 3         
Term: little                         Term Frequency: 3         
Term: over                           Term Frequency: 3         
Term: prompt                         Term Frequency: 3         
Term: different                      Term Frequency: 3         
Term: focused                        Term Frequency: 3         
Term: social                         Term Frequency: 3         
Term: current                        Term Frequency: 3         
Term: figure                         Term Frequency: 3         
Term: review                         Term Frequency: 3         
Term: should                         Term Frequency: 3         
Term: only                           Term Frequency: 3         
Term: statistical                    Term Frequency: 2         
Term: information                    Term Frequency: 2         
Term: provided                       Term Frequency: 2         
Term: society                        Term Frequency: 2         
Term: hard                           Term Frequency: 2         
Term: citation                       Term Frequency: 2         
Term: better                         Term Frequency: 2         
Term: taking                         Term Frequency: 2         
Term: product                        Term Frequency: 2         
Term: law                            Term Frequency: 2         
Term: improve                        Term Frequency: 2         
Term: effective                      Term Frequency: 2         
Term: 221                            Term Frequency: 2         
Term: reported                       Term Frequency: 2         
Term: full                           Term Frequency: 2         
Term: required                       Term Frequency: 2         
Term: provide                        Term Frequency: 2         
Term: low                            Term Frequency: 2         
Term: www.w3                         Term Frequency: 2         
Term: outlined                       Term Frequency: 2         
Term: obtain                         Term Frequency: 2         
Term: done                           Term Frequency: 2         
Term: interaction                    Term Frequency: 2         
Term: path                           Term Frequency: 2         
Term: virtual                        Term Frequency: 2         
Term: permission                     Term Frequency: 2         
Term: field                          Term Frequency: 2         
Term: 3.1                            Term Frequency: 2         
Term: includes                       Term Frequency: 2         
Term: 17                             Term Frequency: 2         
Term: 18                             Term Frequency: 2         
Term: 31                             Term Frequency: 2         
Term: 55                             Term Frequency: 2         
Term: dropping                       Term Frequency: 2         
Term: achieving                      Term Frequency: 2         
Term: interest                       Term Frequency: 2         
Term: gender                         Term Frequency: 2         
Term: threshold                      Term Frequency: 2         
Term: axis                           Term Frequency: 2         
Term: advantage                      Term Frequency: 2         
Term: variable                       Term Frequency: 2         
Term: markedly                       Term Frequency: 2         
Term: year                           Term Frequency: 2         
Term: handicaps                      Term Frequency: 2         
Term: preferences                    Term Frequency: 2         
Term: assessment                     Term Frequency: 2         
Term: discrimination                 Term Frequency: 2         
Term: need                           Term Frequency: 2         
Term: 30.6                           Term Frequency: 2         
Term: against                        Term Frequency: 2         
Term: valid                          Term Frequency: 2         
Term: countries                      Term Frequency: 2         
Term: another                        Term Frequency: 2         
Term: might                          Term Frequency: 2         
Term: improving                      Term Frequency: 2         
Term: risk                           Term Frequency: 2         
Term: decide                         Term Frequency: 2         
Term: probability                    Term Frequency: 2         
Term: levels                         Term Frequency: 2         
Term: fee                            Term Frequency: 2         
Term: section                        Term Frequency: 2         
Term: presented                      Term Frequency: 2         
Term: effect                         Term Frequency: 2         
Term: contribute                     Term Frequency: 2         
Term: necessarily                    Term Frequency: 2         
Term: along                          Term Frequency: 2         
Term: various                        Term Frequency: 2         
Term: attention                      Term Frequency: 2         
Term: uses                           Term Frequency: 2         
Term: addition                       Term Frequency: 2         
Term: predictive                     Term Frequency: 2         
Term: attainment                     Term Frequency: 2         
Term: significantly                  Term Frequency: 2         
Term: author                         Term Frequency: 2         
Term: impairments                    Term Frequency: 2         
Term: 8878                           Term Frequency: 2         
Term: minus                          Term Frequency: 2         
Term: seen                           Term Frequency: 2         
Term: 2.95                           Term Frequency: 2         
Term: so                             Term Frequency: 2         
Term: undergraduate                  Term Frequency: 2         
Term: country                        Term Frequency: 2         
Term: org                            Term Frequency: 2         
Term: our                            Term Frequency: 2         
Term: copy                           Term Frequency: 2         
Term: help                           Term Frequency: 2         
Term: reveal                         Term Frequency: 2         
Term: note                           Term Frequency: 2         
Term: thus                           Term Frequency: 2         
Term: lack                           Term Frequency: 2         
Term: understand                     Term Frequency: 2         
Term: indicating                     Term Frequency: 2         
Term: whether                        Term Frequency: 2         
Term: basis                          Term Frequency: 2         
Term: working                        Term Frequency: 2         
Term: institutional                  Term Frequency: 2         
Term: time                           Term Frequency: 2         
Term: methods                        Term Frequency: 2         
Term: chain                          Term Frequency: 2         
Term: major                          Term Frequency: 2         
Term: stimulate                      Term Frequency: 2         
Term: requirements                   Term Frequency: 2         
Term: videos                         Term Frequency: 2         
Term: happen                         Term Frequency: 2         
Term: ethnicity                      Term Frequency: 2         
Term: disparity                      Term Frequency: 2         
Term: hearing                        Term Frequency: 2         
Term: subjects                       Term Frequency: 2         
Term: meet                           Term Frequency: 2         
Term: 2001                           Term Frequency: 2         
Term: 2009                           Term Frequency: 2         
Term: 2007                           Term Frequency: 2         
Term: material                       Term Frequency: 2         
Term: 2013                           Term Frequency: 2         
Term: difficult                      Term Frequency: 2         
Term: ongoing                        Term Frequency: 2         
Term: functional                     Term Frequency: 2         
Term: face                           Term Frequency: 2         
Term: five                           Term Frequency: 2         
Term: reasons                        Term Frequency: 2         
Term: summary                        Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: arise                          Term Frequency: 2         
Term: caused                         Term Frequency: 2         
Term: fewer                          Term Frequency: 2         
Term: reference                      Term Frequency: 2         
Term: subtitles                      Term Frequency: 2         
Term: resources                      Term Frequency: 2         
Term: definitions                    Term Frequency: 2         
Term: persons                        Term Frequency: 2         
Term: targeted                       Term Frequency: 2         
Term: variation                      Term Frequency: 2         
Term: distributed                    Term Frequency: 2         
Term: presenting                     Term Frequency: 2         
Term: www.imsglobal.org              Term Frequency: 2         
Term: learners                       Term Frequency: 2         
Term: thought                        Term Frequency: 2         
Term: completed                      Term Frequency: 2         
Term: worst                          Term Frequency: 2         
Term: benefits                       Term Frequency: 2         
Term: target                         Term Frequency: 2         
Term: learner                        Term Frequency: 2         
Term: broad                          Term Frequency: 2         
Term: case                           Term Frequency: 2         
Term: described                      Term Frequency: 2         
Term: both                           Term Frequency: 2         
Term: highlight                      Term Frequency: 2         
Term: also                           Term Frequency: 2         
Term: draft                          Term Frequency: 2         
Term: maths                          Term Frequency: 2         
Term: offered                        Term Frequency: 2         
Term: set                            Term Frequency: 2         
Term: validity                       Term Frequency: 2         
Term: typically                      Term Frequency: 2         
Term: report                         Term Frequency: 2         
Term: high                           Term Frequency: 2         
Term: level                          Term Frequency: 2         
Term: 1.0                            Term Frequency: 2         
Term: vary                           Term Frequency: 2         
Term: facilitates                    Term Frequency: 2         
Term: contexts                       Term Frequency: 2         
Term: passing                        Term Frequency: 2         
Term: flag                           Term Frequency: 2         
Term: unsuccessful                   Term Frequency: 2         
Term: range                          Term Frequency: 2         
Term: suggest                        Term Frequency: 2         
Term: comparing                      Term Frequency: 2         
Term: limited                        Term Frequency: 2         
Term: interacting                    Term Frequency: 1         
Term: require                        Term Frequency: 1         
Term: size                           Term Frequency: 1         
Term: roll                           Term Frequency: 1         
Term: result                         Term Frequency: 1         
Term: same                           Term Frequency: 1         
Term: 67.0                           Term Frequency: 1         
Term: after                          Term Frequency: 1         
Term: policy                         Term Frequency: 1         
Term: x                              Term Frequency: 1         
Term: y                              Term Frequency: 1         
Term: infinity                       Term Frequency: 1         
Term: making                         Term Frequency: 1         
Term: pragmatic                      Term Frequency: 1         
Term: applied                        Term Frequency: 1         
Term: representation                 Term Frequency: 1         
Term: provides                       Term Frequency: 1         
Term: ensuring                       Term Frequency: 1         
Term: multiple                       Term Frequency: 1         
Term: well                           Term Frequency: 1         
Term: poorer                         Term Frequency: 1         
Term: went                           Term Frequency: 1         
Term: illustrated                    Term Frequency: 1         
Term: schools                        Term Frequency: 1         
Term: too                            Term Frequency: 1         
Term: implications                   Term Frequency: 1         
Term: question                       Term Frequency: 1         
Term: 2883851.2883946                Term Frequency: 1         
Term: communities                    Term Frequency: 1         
Term: exhibiting                     Term Frequency: 1         
Term: lab                            Term Frequency: 1         
Term: raise                          Term Frequency: 1         
Term: circumstances                  Term Frequency: 1         
Term: introducing                    Term Frequency: 1         
Term: condition                      Term Frequency: 1         
Term: try                            Term Frequency: 1         
Term: says                           Term Frequency: 1         
Term: comments                       Term Frequency: 1         
Term: 229                            Term Frequency: 1         
Term: 19.3                           Term Frequency: 1         
Term: maintenance                    Term Frequency: 1         
Term: concern                        Term Frequency: 1         
Term: defines                        Term Frequency: 1         
Term: 230                            Term Frequency: 1         
Term: 231                            Term Frequency: 1         
Term: state                          Term Frequency: 1         
Term: defined                        Term Frequency: 1         
Term: element                        Term Frequency: 1         
Term: 247                            Term Frequency: 1         
Term: offering                       Term Frequency: 1         
Term: availability                   Term Frequency: 1         
Term: 4190                           Term Frequency: 1         
Term: services                       Term Frequency: 1         
Term: thing                          Term Frequency: 1         
Term: index.html                     Term Frequency: 1         
Term: campus                         Term Frequency: 1         
Term: widely                         Term Frequency: 1         
Term: develop                        Term Frequency: 1         
Term: 282                            Term Frequency: 1         
Term: involved                       Term Frequency: 1         
Term: page                           Term Frequency: 1         
Term: aspects                        Term Frequency: 1         
Term: 291                            Term Frequency: 1         
Term: offerings                      Term Frequency: 1         
Term: hours                          Term Frequency: 1         
Term: paid                           Term Frequency: 1         
Term: reducing                       Term Frequency: 1         
Term: attitudes                      Term Frequency: 1         
Term: 1976                           Term Frequency: 1         
Term: specifically                   Term Frequency: 1         
Term: 1985                           Term Frequency: 1         
Term: 1980                           Term Frequency: 1         
Term: requires                       Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: anti                           Term Frequency: 1         
Term: 1997                           Term Frequency: 1         
Term: 1995                           Term Frequency: 1         
Term: assure                         Term Frequency: 1         
Term: tutors                         Term Frequency: 1         
Term: conceptual                     Term Frequency: 1         
Term: shown                          Term Frequency: 1         
Term: mathematics                    Term Frequency: 1         
Term: built                          Term Frequency: 1         
Term: areas                          Term Frequency: 1         
Term: depending                      Term Frequency: 1         
Term: 68.0                           Term Frequency: 1         
Term: average                        Term Frequency: 1         
Term: compare                        Term Frequency: 1         
Term: influential                    Term Frequency: 1         
Term: profoundly                     Term Frequency: 1         
Term: adoption                       Term Frequency: 1         
Term: term                           Term Frequency: 1         
Term: dyslexic                       Term Frequency: 1         
Term: dyslexia                       Term Frequency: 1         
Term: possibly                       Term Frequency: 1         
Term: varies                         Term Frequency: 1         
Term: rather                         Term Frequency: 1         
Term: states                         Term Frequency: 1         
Term: interpret                      Term Frequency: 1         
Term: revealed                       Term Frequency: 1         
Term: module’s                       Term Frequency: 1         
Term: printed                        Term Frequency: 1         
Term: 3.2                            Term Frequency: 1         
Term: dot                            Term Frequency: 1         
Term: map                            Term Frequency: 1         
Term: characterized                  Term Frequency: 1         
Term: 300                            Term Frequency: 1         
Term: comparable                     Term Frequency: 1         
Term: negotiation                    Term Frequency: 1         
Term: credit                         Term Frequency: 1         
Term: pressure                       Term Frequency: 1         
Term: 320                            Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: background                     Term Frequency: 1         
Term: physical                       Term Frequency: 1         
Term: included                       Term Frequency: 1         
Term: surveyed                       Term Frequency: 1         
Term: due                            Term Frequency: 1         
Term: 04                             Term Frequency: 1         
Term: granted                        Term Frequency: 1         
Term: meaningfully                   Term Frequency: 1         
Term: above                          Term Frequency: 1         
Term: 11                             Term Frequency: 1         
Term: 20                             Term Frequency: 1         
Term: 21                             Term Frequency: 1         
Term: 26                             Term Frequency: 1         
Term: 27                             Term Frequency: 1         
Term: 29                             Term Frequency: 1         
Term: supports                       Term Frequency: 1         
Term: relationship                   Term Frequency: 1         
Term: 33                             Term Frequency: 1         
Term: 34                             Term Frequency: 1         
Term: though                         Term Frequency: 1         
Term: 38                             Term Frequency: 1         
Term: strategies                     Term Frequency: 1         
Term: everyday                       Term Frequency: 1         
Term: appear                         Term Frequency: 1         
Term: mismatch                       Term Frequency: 1         
Term: progress                       Term Frequency: 1         
Term: project                        Term Frequency: 1         
Term: 50                             Term Frequency: 1         
Term: complaints                     Term Frequency: 1         
Term: converse                       Term Frequency: 1         
Term: 62                             Term Frequency: 1         
Term: 68                             Term Frequency: 1         
Term: ranged                         Term Frequency: 1         
Term: 70                             Term Frequency: 1         
Term: richer                         Term Frequency: 1         
Term: 81                             Term Frequency: 1         
Term: achievement                    Term Frequency: 1         
Term: relation                       Term Frequency: 1         
Term: relate                         Term Frequency: 1         
Term: 1,338                          Term Frequency: 1         
Term: 94                             Term Frequency: 1         
Term: still                          Term Frequency: 1         
Term: relating                       Term Frequency: 1         
Term: collaborative                  Term Frequency: 1         
Term: flexibility                    Term Frequency: 1         
Term: writing                        Term Frequency: 1         
Term: 10.1145                        Term Frequency: 1         
Term: discover                       Term Frequency: 1         
Term: imply                          Term Frequency: 1         
Term: mining                         Term Frequency: 1         
Term: individual’s                   Term Frequency: 1         
Term: provision                      Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: 69.5                           Term Frequency: 1         
Term: anticipate                     Term Frequency: 1         
Term: revised                        Term Frequency: 1         
Term: providers                      Term Frequency: 1         
Term: summarises                     Term Frequency: 1         
Term: selection                      Term Frequency: 1         
Term: conception                     Term Frequency: 1         
Term: least                          Term Frequency: 1         
Term: behavior                       Term Frequency: 1         
Term: website                        Term Frequency: 1         
Term: pedagogically                  Term Frequency: 1         
Term: pathway                        Term Frequency: 1         
Term: historical                     Term Frequency: 1         
Term: users                          Term Frequency: 1         
Term: materials                      Term Frequency: 1         
Term: prioritise                     Term Frequency: 1         
Term: useful                         Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: responsible                    Term Frequency: 1         
Term: www.homeoffice.gov.uk          Term Frequency: 1         
Term: special                        Term Frequency: 1         
Term: noted                          Term Frequency: 1         
Term: forum                          Term Frequency: 1         
Term: 4.2                            Term Frequency: 1         
Term: family                         Term Frequency: 1         
Term: mapping                        Term Frequency: 1         
Term: classifying                    Term Frequency: 1         
Term: acm.org                        Term Frequency: 1         
Term: asked                          Term Frequency: 1         
Term: indicates                      Term Frequency: 1         
Term: rights                         Term Frequency: 1         
Term: 415                            Term Frequency: 1         
Term: stored                         Term Frequency: 1         
Term: screen                         Term Frequency: 1         
Term: links                          Term Frequency: 1         
Term: media                          Term Frequency: 1         
Term: expertise                      Term Frequency: 1         
Term: skills                         Term Frequency: 1         
Term: builds                         Term Frequency: 1         
Term: expected                       Term Frequency: 1         
Term: 485                            Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: developing                     Term Frequency: 1         
Term: lifecycle                      Term Frequency: 1         
Term: segment                        Term Frequency: 1         
Term: engineering                    Term Frequency: 1         
Term: next                           Term Frequency: 1         
Term: blind                          Term Frequency: 1         
Term: drops                          Term Frequency: 1         
Term: supporting                     Term Frequency: 1         
Term: factor                         Term Frequency: 1         
Term: delivery                       Term Frequency: 1         
Term: way                            Term Frequency: 1         
Term: criteria                       Term Frequency: 1         
Term: excluded                       Term Frequency: 1         
Term: far                            Term Frequency: 1         
Term: 26.9                           Term Frequency: 1         
Term: lives                          Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: determined                     Term Frequency: 1         
Term: flags                          Term Frequency: 1         
Term: modern                         Term Frequency: 1         
Term: explore                        Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: produced                       Term Frequency: 1         
Term: effects                        Term Frequency: 1         
Term: perceive                       Term Frequency: 1         
Term: summative                      Term Frequency: 1         
Term: candidate                      Term Frequency: 1         
Term: recommended                    Term Frequency: 1         
Term: contained                      Term Frequency: 1         
Term: user                           Term Frequency: 1         
Term: bring                          Term Frequency: 1         
Term: conversely                     Term Frequency: 1         
Term: fit                            Term Frequency: 1         
Term: investigated                   Term Frequency: 1         
Term: extend                         Term Frequency: 1         
Term: thirds                         Term Frequency: 1         
Term: 44.4                           Term Frequency: 1         
Term: patterns                       Term Frequency: 1         
Term: never                          Term Frequency: 1         
Term: carry                          Term Frequency: 1         
Term: perhaps                        Term Frequency: 1         
Term: highlighting                   Term Frequency: 1         
Term: class                          Term Frequency: 1         
Term: digital                        Term Frequency: 1         
Term: form                           Term Frequency: 1         
Term: 1.301                          Term Frequency: 1         
Term: withdraw                       Term Frequency: 1         
Term: lower                          Term Frequency: 1         
Term: advisors                       Term Frequency: 1         
Term: 75.3                           Term Frequency: 1         
Term: wider                          Term Frequency: 1         
Term: literature                     Term Frequency: 1         
Term: 537                            Term Frequency: 1         
Term: ability                        Term Frequency: 1         
Term: predicting                     Term Frequency: 1         
Term: publications.com               Term Frequency: 1         
Term: 540                            Term Frequency: 1         
Term: equals                         Term Frequency: 1         
Term: while                          Term Frequency: 1         
Term: sufficient                     Term Frequency: 1         
Term: limit                          Term Frequency: 1         
Term: feeling                        Term Frequency: 1         
Term: 1.372                          Term Frequency: 1         
Term: problematic                    Term Frequency: 1         
Term: registered                     Term Frequency: 1         
Term: inevitably                     Term Frequency: 1         
Term: inevitable                     Term Frequency: 1         
Term: decision                       Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: 80.4                           Term Frequency: 1         
Term: procurement                    Term Frequency: 1         
Term: qualitatively                  Term Frequency: 1         
Term: reading                        Term Frequency: 1         
Term: held                           Term Frequency: 1         
Term: organisational                 Term Frequency: 1         
Term: exist                          Term Frequency: 1         
Term: massive                        Term Frequency: 1         
Term: minimum                        Term Frequency: 1         
Term: date                           Term Frequency: 1         
Term: theoretical                    Term Frequency: 1         
Term: own                            Term Frequency: 1         
Term: like                           Term Frequency: 1         
Term: efforts                        Term Frequency: 1         
Term: addressed                      Term Frequency: 1         
Term: techniques                     Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: considers                      Term Frequency: 1         
Term: follow                         Term Frequency: 1         
Term: without                        Term Frequency: 1         
Term: 45.2                           Term Frequency: 1         
Term: much                           Term Frequency: 1         
Term: independent                    Term Frequency: 1         
Term: achieve                        Term Frequency: 1         
Term: realising                      Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: licensed                       Term Frequency: 1         
Term: sets                           Term Frequency: 1         
Term: faculties                      Term Frequency: 1         
Term: inputting                      Term Frequency: 1         
Term: 6.1                            Term Frequency: 1         
Term: 6.2                            Term Frequency: 1         
Term: 6.3                            Term Frequency: 1         
Term: adopted                        Term Frequency: 1         
Term: standard                       Term Frequency: 1         
Term: reports                        Term Frequency: 1         
Term: institution                    Term Frequency: 1         
Term: 600                            Term Frequency: 1         
Term: formats                        Term Frequency: 1         
Term: compiled                       Term Frequency: 1         
Term: 5.517                          Term Frequency: 1         
Term: perform                        Term Frequency: 1         
Term: 76.1                           Term Frequency: 1         
Term: classroom                      Term Frequency: 1         
Term: underlying                     Term Frequency: 1         
Term: larger                         Term Frequency: 1         
Term: 63.2                           Term Frequency: 1         
Term: consequence                    Term Frequency: 1         
Term: dominant                       Term Frequency: 1         
