Term: students                       Term Frequency: 71        
Term: b                              Term Frequency: 6         
Term: stereotype                     Term Frequency: 6         
Term: fixed                          Term Frequency: 6         
Term: term                           Term Frequency: 6         
Term: construct                      Term Frequency: 6         
Term: threat                         Term Frequency: 6         
Term: 27                             Term Frequency: 6         
Term: progress                       Term Frequency: 6         
Term: research                       Term Frequency: 6         
Term: indicator                      Term Frequency: 6         
Term: colleges                       Term Frequency: 6         
Term: hierarchical                   Term Frequency: 6         
Term: patterns                       Term Frequency: 6         
Term: class                          Term Frequency: 6         
Term: them                           Term Frequency: 6         
Term: cognitive                      Term Frequency: 6         
Term: i.e                            Term Frequency: 6         
Term: analysis                       Term Frequency: 6         
Term: time                           Term Frequency: 6         
Term: within                         Term Frequency: 6         
Term: uncertainty                    Term Frequency: 6         
Term: all                            Term Frequency: 6         
Term: leverage                       Term Frequency: 6         
Term: courses                        Term Frequency: 6         
Term: outcomes                       Term Frequency: 5         
Term: items                          Term Frequency: 5         
Term: yamada                         Term Frequency: 5         
Term: possible                       Term Frequency: 5         
Term: did                            Term Frequency: 5         
Term: credit                         Term Frequency: 5         
Term: 15                             Term Frequency: 5         
Term: achievement                    Term Frequency: 5         
Term: work                           Term Frequency: 5         
Term: sequence                       Term Frequency: 5         
Term: end                            Term Frequency: 5         
Term: effects                        Term Frequency: 5         
Term: rate                           Term Frequency: 5         
Term: survey                         Term Frequency: 5         
Term: scale                          Term Frequency: 5         
Term: groups                         Term Frequency: 5         
Term: focus                          Term Frequency: 5         
Term: approach                       Term Frequency: 5         
Term: linear                         Term Frequency: 5         
Term: instructors                    Term Frequency: 5         
Term: methods                        Term Frequency: 5         
Term: formulate                      Term Frequency: 5         
Term: some                           Term Frequency: 5         
Term: paper                          Term Frequency: 5         
Term: score                          Term Frequency: 5         
Term: however                        Term Frequency: 5         
Term: sources                        Term Frequency: 5         
Term: social                         Term Frequency: 5         
Term: higher                         Term Frequency: 5         
Term: 5                              Term Frequency: 4         
Term: after                          Term Frequency: 4         
Term: analytics                      Term Frequency: 4         
Term: better                         Term Frequency: 4         
Term: academic                       Term Frequency: 4         
Term: develop                        Term Frequency: 4         
Term: provide                        Term Frequency: 4         
Term: use                            Term Frequency: 4         
Term: 12                             Term Frequency: 4         
Term: 16                             Term Frequency: 4         
Term: 25                             Term Frequency: 4         
Term: disagree                       Term Frequency: 4         
Term: preliminary                    Term Frequency: 4         
Term: need                           Term Frequency: 4         
Term: networked                      Term Frequency: 4         
Term: non                            Term Frequency: 4         
Term: when                           Term Frequency: 4         
Term: statistics                     Term Frequency: 4         
Term: practice                       Term Frequency: 4         
Term: grades                         Term Frequency: 4         
Term: concepts                       Term Frequency: 4         
Term: one                            Term Frequency: 4         
Term: support                        Term Frequency: 4         
Term: mathematical                   Term Frequency: 4         
Term: norm                           Term Frequency: 4         
Term: factors                        Term Frequency: 4         
Term: you                            Term Frequency: 4         
Term: how                            Term Frequency: 4         
Term: represent                      Term Frequency: 4         
Term: 2015                           Term Frequency: 4         
Term: instance                       Term Frequency: 4         
Term: agree                          Term Frequency: 4         
Term: fall                           Term Frequency: 4         
Term: demonstrated                   Term Frequency: 4         
Term: weeks                          Term Frequency: 4         
Term: targeted                       Term Frequency: 4         
Term: identify                       Term Frequency: 4         
Term: other                          Term Frequency: 4         
Term: modeling                       Term Frequency: 4         
Term: over                           Term Frequency: 4         
Term: administered                   Term Frequency: 4         
Term: fourth                         Term Frequency: 4         
Term: responses                      Term Frequency: 4         
Term: half                           Term Frequency: 3         
Term: 6                              Term Frequency: 3         
Term: 7                              Term Frequency: 3         
Term: e.g                            Term Frequency: 3         
Term: communities                    Term Frequency: 3         
Term: nested                         Term Frequency: 3         
Term: defined                        Term Frequency: 3         
Term: full                           Term Frequency: 3         
Term: three                          Term Frequency: 3         
Term: means                          Term Frequency: 3         
Term: part                           Term Frequency: 3         
Term: faculty                        Term Frequency: 3         
Term: checkpoints                    Term Frequency: 3         
Term: about                          Term Frequency: 3         
Term: 14                             Term Frequency: 3         
Term: 20                             Term Frequency: 3         
Term: 21                             Term Frequency: 3         
Term: components                     Term Frequency: 3         
Term: 26                             Term Frequency: 3         
Term: 29                             Term Frequency: 3         
Term: 51                             Term Frequency: 3         
Term: actionable                     Term Frequency: 3         
Term: still                          Term Frequency: 3         
Term: 94305                          Term Frequency: 3         
Term: year                           Term Frequency: 3         
Term: learn                          Term Frequency: 3         
Term: perceptions                    Term Frequency: 3         
Term: asked                          Term Frequency: 3         
Term: race                           Term Frequency: 3         
Term: timely                         Term Frequency: 3         
Term: used                           Term Frequency: 3         
Term: ed                             Term Frequency: 3         
Term: alert                          Term Frequency: 3         
Term: skill                          Term Frequency: 3         
Term: portal                         Term Frequency: 3         
Term: complete                       Term Frequency: 3         
Term: second                         Term Frequency: 3         
Term: than                           Term Frequency: 3         
Term: pp                             Term Frequency: 3         
Term: procedural                     Term Frequency: 3         
Term: get                            Term Frequency: 3         
Term: without                        Term Frequency: 3         
Term: deviations                     Term Frequency: 3         
Term: analyses                       Term Frequency: 3         
Term: measuring                      Term Frequency: 3         
Term: manner                         Term Frequency: 3         
Term: whether                        Term Frequency: 3         
Term: members                        Term Frequency: 3         
Term: measure                        Term Frequency: 3         
Term: program                        Term Frequency: 3         
Term: confirmed                      Term Frequency: 3         
Term: series                         Term Frequency: 3         
Term: prior                          Term Frequency: 3         
Term: 2009                           Term Frequency: 3         
Term: approximately                  Term Frequency: 3         
Term: 2014                           Term Frequency: 3         
Term: difficult                      Term Frequency: 3         
Term: coded                          Term Frequency: 3         
Term: belong                         Term Frequency: 3         
Term: people                         Term Frequency: 3         
Term: causal                         Term Frequency: 3         
Term: insights                       Term Frequency: 3         
Term: performance                    Term Frequency: 3         
Term: growth                         Term Frequency: 3         
Term: building                       Term Frequency: 3         
Term: interventions                  Term Frequency: 3         
Term: copies                         Term Frequency: 3         
Term: any                            Term Frequency: 3         
Term: expanding                      Term Frequency: 3         
Term: collected                      Term Frequency: 3         
Term: failing                        Term Frequency: 3         
Term: see                            Term Frequency: 3         
Term: national                       Term Frequency: 3         
Term: set                            Term Frequency: 3         
Term: carnegiefoundation.org         Term Frequency: 3         
Term: thorn                          Term Frequency: 3         
Term: different                      Term Frequency: 3         
Term: scores                         Term Frequency: 3         
Term: descriptive                    Term Frequency: 3         
Term: objective                      Term Frequency: 3         
Term: review                         Term Frequency: 3         
Term: between                        Term Frequency: 3         
Term: only                           Term Frequency: 3         
Term: behaviors                      Term Frequency: 3         
Term: 8                              Term Frequency: 2         
Term: 9                              Term Frequency: 2         
Term: policy                         Term Frequency: 2         
Term: entering                       Term Frequency: 2         
Term: good                           Term Frequency: 2         
Term: others                         Term Frequency: 2         
Term: informative                    Term Frequency: 2         
Term: room                           Term Frequency: 2         
Term: gains                          Term Frequency: 2         
Term: question                       Term Frequency: 2         
Term: intellectual                   Term Frequency: 2         
Term: improve                        Term Frequency: 2         
Term: promote                        Term Frequency: 2         
Term: source                         Term Frequency: 2         
Term: aspects                        Term Frequency: 2         
Term: specifically                   Term Frequency: 2         
Term: stereotyped                    Term Frequency: 2         
Term: particular                     Term Frequency: 2         
Term: done                           Term Frequency: 2         
Term: third                          Term Frequency: 2         
Term: earn                           Term Frequency: 2         
Term: interaction                    Term Frequency: 2         
Term: further                        Term Frequency: 2         
Term: test                           Term Frequency: 2         
Term: month                          Term Frequency: 2         
Term: permission                     Term Frequency: 2         
Term: attempt                        Term Frequency: 2         
Term: manai                          Term Frequency: 2         
Term: 0.77                           Term Frequency: 2         
Term: may                            Term Frequency: 2         
Term: 0.85                           Term Frequency: 2         
Term: psychological                  Term Frequency: 2         
Term: above                          Term Frequency: 2         
Term: 10                             Term Frequency: 2         
Term: 11                             Term Frequency: 2         
Term: 13                             Term Frequency: 2         
Term: 17                             Term Frequency: 2         
Term: 18                             Term Frequency: 2         
Term: 19                             Term Frequency: 2         
Term: 22                             Term Frequency: 2         
Term: 23                             Term Frequency: 2         
Term: 24                             Term Frequency: 2         
Term: supports                       Term Frequency: 2         
Term: strategies                     Term Frequency: 2         
Term: associated                     Term Frequency: 2         
Term: 41                             Term Frequency: 2         
Term: 60                             Term Frequency: 2         
Term: apply                          Term Frequency: 2         
Term: attempts                       Term Frequency: 2         
Term: 99                             Term Frequency: 2         
Term: toward                         Term Frequency: 2         
Term: gender                         Term Frequency: 2         
Term: capture                        Term Frequency: 2         
Term: measurement                    Term Frequency: 2         
Term: evidence                       Term Frequency: 2         
Term: often                          Term Frequency: 2         
Term: technical                      Term Frequency: 2         
Term: pages                          Term Frequency: 2         
Term: rates                          Term Frequency: 2         
Term: leveraging                     Term Frequency: 2         
Term: statement                      Term Frequency: 2         
Term: attempted                      Term Frequency: 2         
Term: promising                      Term Frequency: 2         
Term: cohorts                        Term Frequency: 2         
Term: fee                            Term Frequency: 2         
Term: few                            Term Frequency: 2         
Term: designed                       Term Frequency: 2         
Term: intermediate                   Term Frequency: 2         
Term: systems                        Term Frequency: 2         
Term: do                             Term Frequency: 2         
Term: never                          Term Frequency: 2         
Term: content                        Term Frequency: 2         
Term: teachers                       Term Frequency: 2         
Term: digital                        Term Frequency: 2         
Term: presents                       Term Frequency: 2         
Term: four                           Term Frequency: 2         
Term: likely                         Term Frequency: 2         
Term: ability                        Term Frequency: 2         
Term: recent                         Term Frequency: 2         
Term: obtained                       Term Frequency: 2         
Term: failure                        Term Frequency: 2         
Term: reading                        Term Frequency: 2         
Term: help                           Term Frequency: 2         
Term: development                    Term Frequency: 2         
Term: achieve                        Term Frequency: 2         
Term: standard                       Term Frequency: 2         
Term: per                            Term Frequency: 2         
Term: ever                           Term Frequency: 2         
Term: engaged                        Term Frequency: 2         
Term: accordingly                    Term Frequency: 2         
Term: school                         Term Frequency: 2         
Term: early                          Term Frequency: 2         
Term: efficient                      Term Frequency: 2         
Term: group                          Term Frequency: 2         
Term: percent                        Term Frequency: 2         
Term: been                           Term Frequency: 2         
Term: propensity                     Term Frequency: 2         
Term: ethnicity                      Term Frequency: 2         
Term: analytic                       Term Frequency: 2         
Term: 2011                           Term Frequency: 2         
Term: 2010                           Term Frequency: 2         
Term: 2007                           Term Frequency: 2         
Term: monitor                        Term Frequency: 2         
Term: existing                       Term Frequency: 2         
Term: 2016                           Term Frequency: 2         
Term: experiences                    Term Frequency: 2         
Term: problems                       Term Frequency: 2         
Term: deviation                      Term Frequency: 2         
Term: programs                       Term Frequency: 2         
Term: fact                           Term Frequency: 2         
Term: reasoning                      Term Frequency: 2         
Term: permissions                    Term Frequency: 2         
Term: fail                           Term Frequency: 2         
Term: minority                       Term Frequency: 2         
Term: assessing                      Term Frequency: 2         
Term: intervention                   Term Frequency: 2         
Term: track                          Term Frequency: 2         
Term: definitions                    Term Frequency: 2         
Term: providing                      Term Frequency: 2         
Term: educational                    Term Frequency: 2         
Term: years                          Term Frequency: 2         
Term: aim                            Term Frequency: 2         
Term: outcome                        Term Frequency: 2         
Term: future                         Term Frequency: 2         
Term: real                           Term Frequency: 2         
Term: formulated                     Term Frequency: 2         
Term: consists                       Term Frequency: 2         
Term: thought                        Term Frequency: 2         
Term: initiatives                    Term Frequency: 2         
Term: theories                       Term Frequency: 2         
Term: through                        Term Frequency: 2         
Term: those                          Term Frequency: 2         
Term: pattern                        Term Frequency: 2         
Term: completion                     Term Frequency: 2         
Term: integrate                      Term Frequency: 2         
Term: developed                      Term Frequency: 2         
Term: anxiety                        Term Frequency: 2         
Term: getting                        Term Frequency: 2         
Term: nature                         Term Frequency: 2         
Term: current                        Term Frequency: 2         
Term: key                            Term Frequency: 2         
Term: available                      Term Frequency: 2         
Term: types                          Term Frequency: 2         
Term: feedback                       Term Frequency: 2         
Term: assess                         Term Frequency: 2         
Term: person                         Term Frequency: 2         
Term: computing                      Term Frequency: 2         
Term: don't                          Term Frequency: 1         
Term: would                          Term Frequency: 1         
Term: 0                              Term Frequency: 1         
Term: standards                      Term Frequency: 1         
Term: professors                     Term Frequency: 1         
Term: role                           Term Frequency: 1         
Term: example                        Term Frequency: 1         
Term: result                         Term Frequency: 1         
Term: procedures                     Term Frequency: 1         
Term: address                        Term Frequency: 1         
Term: beliefs                        Term Frequency: 1         
Term: mustbe                         Term Frequency: 1         
Term: provided                       Term Frequency: 1         
Term: behavioral                     Term Frequency: 1         
Term: hard                           Term Frequency: 1         
Term: citation                       Term Frequency: 1         
Term: multiple                       Term Frequency: 1         
Term: taking                         Term Frequency: 1         
Term: 1063                           Term Frequency: 1         
Term: 1060                           Term Frequency: 1         
Term: cooperation                    Term Frequency: 1         
Term: schools                        Term Frequency: 1         
Term: women                          Term Frequency: 1         
Term: alerting                       Term Frequency: 1         
Term: operationally                  Term Frequency: 1         
Term: occupational                   Term Frequency: 1         
Term: 2883851.2883942                Term Frequency: 1         
Term: including                      Term Frequency: 1         
Term: 205                            Term Frequency: 1         
Term: technique                      Term Frequency: 1         
Term: effective                      Term Frequency: 1         
Term: aforementioned                 Term Frequency: 1         
Term: rows                           Term Frequency: 1         
Term: 224                            Term Frequency: 1         
Term: 227                            Term Frequency: 1         
Term: productions                    Term Frequency: 1         
Term: respond                        Term Frequency: 1         
Term: specialties                    Term Frequency: 1         
Term: notation                       Term Frequency: 1         
Term: 246                            Term Frequency: 1         
Term: creating                       Term Frequency: 1         
Term: enroll                         Term Frequency: 1         
Term: 4190                           Term Frequency: 1         
Term: 255                            Term Frequency: 1         
Term: reported                       Term Frequency: 1         
Term: think                          Term Frequency: 1         
Term: 263                            Term Frequency: 1         
Term: 270                            Term Frequency: 1         
Term: 272                            Term Frequency: 1         
Term: unable                         Term Frequency: 1         
Term: page                           Term Frequency: 1         
Term: appropriately                  Term Frequency: 1         
Term: start                          Term Frequency: 1         
Term: required                       Term Frequency: 1         
Term: measures                       Term Frequency: 1         
Term: 1983                           Term Frequency: 1         
Term: 1982                           Term Frequency: 1         
Term: requires                       Term Frequency: 1         
Term: redistribute                   Term Frequency: 1         
Term: computed                       Term Frequency: 1         
Term: 1998                           Term Frequency: 1         
Term: 1995                           Term Frequency: 1         
Term: 1999                           Term Frequency: 1         
Term: pipeline                       Term Frequency: 1         
Term: shows                          Term Frequency: 1         
Term: shown                          Term Frequency: 1         
Term: launches                       Term Frequency: 1         
Term: critical                       Term Frequency: 1         
Term: constructs                     Term Frequency: 1         
Term: business                       Term Frequency: 1         
Term: 1132                           Term Frequency: 1         
Term: right                          Term Frequency: 1         
Term: taught                         Term Frequency: 1         
Term: 1139                           Term Frequency: 1         
Term: exemplars                      Term Frequency: 1         
Term: final                          Term Frequency: 1         
Term: 0.42                           Term Frequency: 1         
Term: nation’s                       Term Frequency: 1         
Term: 0.55                           Term Frequency: 1         
Term: 0.54                           Term Frequency: 1         
Term: module’s                       Term Frequency: 1         
Term: researchers                    Term Frequency: 1         
Term: made                           Term Frequency: 1         
Term: topology                       Term Frequency: 1         
Term: 0.67                           Term Frequency: 1         
Term: 0.63                           Term Frequency: 1         
Term: 0.61                           Term Frequency: 1         
Term: serves                         Term Frequency: 1         
Term: 0.78                           Term Frequency: 1         
Term: 0.68                           Term Frequency: 1         
Term: 0.69                           Term Frequency: 1         
Term: 0.80                           Term Frequency: 1         
Term: 0.84                           Term Frequency: 1         
Term: 0.82                           Term Frequency: 1         
Term: 0.79                           Term Frequency: 1         
Term: comparable                     Term Frequency: 1         
Term: 0.90                           Term Frequency: 1         
Term: understandings                 Term Frequency: 1         
Term: ideas                          Term Frequency: 1         
Term: 324                            Term Frequency: 1         
Term: lists                          Term Frequency: 1         
Term: background                     Term Frequency: 1         
Term: 331                            Term Frequency: 1         
Term: make                           Term Frequency: 1         
Term: designers                      Term Frequency: 1         
Term: opposed                        Term Frequency: 1         
Term: enrollment                     Term Frequency: 1         
Term: due                            Term Frequency: 1         
Term: 02                             Term Frequency: 1         
Term: inform                         Term Frequency: 1         
Term: 04                             Term Frequency: 1         
Term: commit                         Term Frequency: 1         
Term: granted                        Term Frequency: 1         
Term: meaning                        Term Frequency: 1         
Term: goals                          Term Frequency: 1         
Term: execute                        Term Frequency: 1         
Term: quality                        Term Frequency: 1         
Term: priming                        Term Frequency: 1         
Term: outset                         Term Frequency: 1         
Term: examine                        Term Frequency: 1         
Term: long                           Term Frequency: 1         
Term: examined                       Term Frequency: 1         
Term: relationship                   Term Frequency: 1         
Term: variables                      Term Frequency: 1         
Term: many                           Term Frequency: 1         
Term: experts                        Term Frequency: 1         
Term: 55                             Term Frequency: 1         
Term: achieving                      Term Frequency: 1         
Term: 62                             Term Frequency: 1         
Term: 69                             Term Frequency: 1         
Term: 70                             Term Frequency: 1         
Term: 78                             Term Frequency: 1         
Term: 80                             Term Frequency: 1         
Term: 82                             Term Frequency: 1         
Term: mentor’s                       Term Frequency: 1         
Term: whole                          Term Frequency: 1         
Term: 92                             Term Frequency: 1         
Term: 96                             Term Frequency: 1         
Term: among                          Term Frequency: 1         
Term: theory                         Term Frequency: 1         
Term: 10.1145                        Term Frequency: 1         
Term: honored                        Term Frequency: 1         
Term: retraining                     Term Frequency: 1         
Term: advantage                      Term Frequency: 1         
Term: demographics                   Term Frequency: 1         
Term: near                           Term Frequency: 1         
Term: because                        Term Frequency: 1         
Term: proportional                   Term Frequency: 1         
Term: version                        Term Frequency: 1         
Term: appropriate                    Term Frequency: 1         
Term: least                          Term Frequency: 1         
Term: behavior                       Term Frequency: 1         
Term: instructions                   Term Frequency: 1         
Term: addressing                     Term Frequency: 1         
Term: generated                      Term Frequency: 1         
Term: tests                          Term Frequency: 1         
Term: http                           Term Frequency: 1         
Term: decimal                        Term Frequency: 1         
Term: 15.00                          Term Frequency: 1         
Term: responsible                    Term Frequency: 1         
Term: environment                    Term Frequency: 1         
Term: referred                       Term Frequency: 1         
Term: career                         Term Frequency: 1         
Term: 400                            Term Frequency: 1         
Term: 403                            Term Frequency: 1         
Term: acm.org                        Term Frequency: 1         
Term: doers                          Term Frequency: 1         
Term: 2nd                            Term Frequency: 1         
Term: logic                          Term Frequency: 1         
Term: running                        Term Frequency: 1         
Term: define                         Term Frequency: 1         
Term: manifest                       Term Frequency: 1         
Term: specific                       Term Frequency: 1         
Term: skills                         Term Frequency: 1         
Term: fully                          Term Frequency: 1         
Term: models                         Term Frequency: 1         
Term: expected                       Term Frequency: 1         
Term: monitoring                     Term Frequency: 1         
Term: wanted                         Term Frequency: 1         
Term: permitted                      Term Frequency: 1         
Term: describe                       Term Frequency: 1         
Term: supported                      Term Frequency: 1         
Term: developing                     Term Frequency: 1         
Term: granular                       Term Frequency: 1         
Term: hierarchial                    Term Frequency: 1         
Term: engineering                    Term Frequency: 1         
Term: involving                      Term Frequency: 1         
Term: central                        Term Frequency: 1         
Term: supporting                     Term Frequency: 1         
Term: what                           Term Frequency: 1         
Term: republish                      Term Frequency: 1         
Term: dividing                       Term Frequency: 1         
Term: longitudinally                 Term Frequency: 1         
Term: presented                      Term Frequency: 1         
Term: otherwise                      Term Frequency: 1         
Term: visible                        Term Frequency: 1         
Term: 1302                           Term Frequency: 1         
Term: effect                         Term Frequency: 1         
Term: kindergarten                   Term Frequency: 1         
Term: necessarily                    Term Frequency: 1         
Term: along                          Term Frequency: 1         
Term: 1318                           Term Frequency: 1         
Term: approaches                     Term Frequency: 1         
Term: various                        Term Frequency: 1         
Term: integrates                     Term Frequency: 1         
Term: fit                            Term Frequency: 1         
Term: proceeding                     Term Frequency: 1         
Term: am                             Term Frequency: 1         
Term: simultaneously                 Term Frequency: 1         
Term: children’s                     Term Frequency: 1         
Term: essential                      Term Frequency: 1         
Term: girls                          Term Frequency: 1         
Term: meaningful                     Term Frequency: 1         
Term: warning                        Term Frequency: 1         
Term: fractional                     Term Frequency: 1         
Term: identifying                    Term Frequency: 1         
Term: edblogs                        Term Frequency: 1         
Term: divide                         Term Frequency: 1         
Term: orchestrates                   Term Frequency: 1         
Term: form                           Term Frequency: 1         
Term: management                     Term Frequency: 1         
Term: significantly                  Term Frequency: 1         
Term: issue                          Term Frequency: 1         
Term: lower                          Term Frequency: 1         
Term: graded                         Term Frequency: 1         
Term: belief                         Term Frequency: 1         
Term: while                          Term Frequency: 1         
Term: suggests                       Term Frequency: 1         
Term: follows                        Term Frequency: 1         
Term: entry                          Term Frequency: 1         
Term: algebraic                      Term Frequency: 1         
Term: allows                         Term Frequency: 1         
Term: brief                          Term Frequency: 1         
Term: seek                           Term Frequency: 1         
Term: necessary                      Term Frequency: 1         
Term: norms                          Term Frequency: 1         
Term: closed                         Term Frequency: 1         
Term: undergraduate                  Term Frequency: 1         
Term: commercial                     Term Frequency: 1         
Term: ensure                         Term Frequency: 1         
Term: modules                        Term Frequency: 1         
Term: suggesting                     Term Frequency: 1         
Term: drop                           Term Frequency: 1         
Term: life                           Term Frequency: 1         
Term: gap                            Term Frequency: 1         
Term: cases                          Term Frequency: 1         
Term: wide                           Term Frequency: 1         
Term: succeed                        Term Frequency: 1         
Term: held                           Term Frequency: 1         
Term: type                           Term Frequency: 1         
Term: beyond                         Term Frequency: 1         
Term: problem                        Term Frequency: 1         
Term: out                            Term Frequency: 1         
Term: copy                           Term Frequency: 1         
Term: sound                          Term Frequency: 1         
Term: own                            Term Frequency: 1         
Term: hosted                         Term Frequency: 1         
Term: translate                      Term Frequency: 1         
Term: normative                      Term Frequency: 1         
Term: like                           Term Frequency: 1         
Term: here                           Term Frequency: 1         
Term: engaging                       Term Frequency: 1         
Term: servers                        Term Frequency: 1         
Term: aims                           Term Frequency: 1         
Term: implementation                 Term Frequency: 1         
Term: 1451                           Term Frequency: 1         
Term: 1447                           Term Frequency: 1         
Term: your                           Term Frequency: 1         
Term: correlation                    Term Frequency: 1         
Term: much                           Term Frequency: 1         
Term: factored                       Term Frequency: 1         
Term: 4503                           Term Frequency: 1         
Term: sets                           Term Frequency: 1         
Term: faced                          Term Frequency: 1         
Term: leveraged                      Term Frequency: 1         
Term: lack                           Term Frequency: 1         
Term: longitudinal                   Term Frequency: 1         
Term: attributional                  Term Frequency: 1         
Term: intelligence                   Term Frequency: 1         
Term: assisted                       Term Frequency: 1         
Term: million                        Term Frequency: 1         
Term: stemmed                        Term Frequency: 1         
Term: kinds                          Term Frequency: 1         
Term: indicating                     Term Frequency: 1         
Term: almost                         Term Frequency: 1         
Term: earlier                        Term Frequency: 1         
Term: basis                          Term Frequency: 1         
Term: basic                          Term Frequency: 1         
Term: meeting                        Term Frequency: 1         
Term: want                           Term Frequency: 1         
Term: compounded                     Term Frequency: 1         
Term: retention                      Term Frequency: 1         
Term: receive                        Term Frequency: 1         
Term: dispositions                   Term Frequency: 1         
Term: summarizes                     Term Frequency: 1         
Term: attend                         Term Frequency: 1         
Term: had                            Term Frequency: 1         
Term: continue                       Term Frequency: 1         
Term: has                            Term Frequency: 1         
Term: given                          Term Frequency: 1         
Term: dx.doi.org                     Term Frequency: 1         
Term: asking                         Term Frequency: 1         
Term: infrastructure                 Term Frequency: 1         
Term: gateway                        Term Frequency: 1         
Term: identified                     Term Frequency: 1         
Term: having                         Term Frequency: 1         
Term: classrooms                     Term Frequency: 1         
Term: ways                           Term Frequency: 1         
Term: confusing                      Term Frequency: 1         
Term: before                         Term Frequency: 1         
Term: bear                           Term Frequency: 1         
Term: consider                       Term Frequency: 1         
Term: potential                      Term Frequency: 1         
Term: twice                          Term Frequency: 1         
Term: values                         Term Frequency: 1         
Term: point                          Term Frequency: 1         
Term: requirements                   Term Frequency: 1         
Term: process                        Term Frequency: 1         
Term: mean                           Term Frequency: 1         
Term: millions                       Term Frequency: 1         
Term: advising                       Term Frequency: 1         
Term: affirmation                    Term Frequency: 1         
Term: transition                     Term Frequency: 1         
Term: calls                          Term Frequency: 1         
Term: commonly                       Term Frequency: 1         
Term: take                           Term Frequency: 1         
Term: thereof                        Term Frequency: 1         
Term: 2006                           Term Frequency: 1         
Term: 2005                           Term Frequency: 1         
Term: 2002                           Term Frequency: 1         
Term: notice                         Term Frequency: 1         
Term: affects                        Term Frequency: 1         
Term: material                       Term Frequency: 1         
Term: owned                          Term Frequency: 1         
Term: action                         Term Frequency: 1         
Term: deviating                      Term Frequency: 1         
Term: impede                         Term Frequency: 1         
Term: phenomenon                     Term Frequency: 1         
Term: can't                          Term Frequency: 1         
Term: health                         Term Frequency: 1         
Term: trigger                        Term Frequency: 1         
Term: able                           Term Frequency: 1         
Term: 797                            Term Frequency: 1         
Term: accelerate                     Term Frequency: 1         
Term: dramatically                   Term Frequency: 1         
Term: sort                           Term Frequency: 1         
Term: adolescent                     Term Frequency: 1         
Term: present                        Term Frequency: 1         
Term: since                          Term Frequency: 1         
Term: best                           Term Frequency: 1         
Term: processes                      Term Frequency: 1         
Term: impressive                     Term Frequency: 1         
Term: master                         Term Frequency: 1         
Term: underlie                       Term Frequency: 1         
Term: based                          Term Frequency: 1         
Term: something                      Term Frequency: 1         
Term: collecting                     Term Frequency: 1         
Term: whenever                       Term Frequency: 1         
Term: observational                  Term Frequency: 1         
Term: collection                     Term Frequency: 1         
Term: systematically                 Term Frequency: 1         
Term: detect                         Term Frequency: 1         
Term: wonder                         Term Frequency: 1         
Term: characteristics                Term Frequency: 1         
Term: 1600                           Term Frequency: 1         
Term: preparation                    Term Frequency: 1         
Term: establishes                    Term Frequency: 1         
Term: cannot                         Term Frequency: 1         
Term: demonstrates                   Term Frequency: 1         
Term: interact                       Term Frequency: 1         
Term: network                        Term Frequency: 1         
Term: operations                     Term Frequency: 1         
Term: setting                        Term Frequency: 1         
Term: poor                           Term Frequency: 1         
Term: www.ed.gov                     Term Frequency: 1         
